State,Year,Value
Karnataka,1994-1995,179.00
Madhya Pradesh,1994-1995,139.00
Maharashtra,1994-1995,163.00
Odisha,1994-1995,120.00
Tamil Nadu,1994-1995,65.00
India,1994-1995,753.00
Andhra Pradesh,1995-1996,22.00
Bihar,1995-1996,62.00
Gujarat,1995-1996,54.00
Himachal Pradesh,1995-1996,3.00
Jammu & Kashmir,1995-1996,3.00
Karnataka,1995-1996,187.00
Madhya Pradesh,1995-1996,133.00
Maharashtra,1995-1996,127.00
Odisha,1995-1996,108.00
Tamil Nadu,1995-1996,56.00
India,1995-1996,753.00
Andhra Pradesh,1996-1997,21.00
Bihar,1996-1997,60.00
Himachal Pradesh,1996-1997,3.00
Jammu & Kashmir,1996-1997,3.00
Karnataka,1996-1997,190.00
Madhya Pradesh,1996-1997,130.00
Maharashtra,1996-1997,112.00
Odisha,1996-1997,102.00
Tamil Nadu,1996-1997,39.00
India,1996-1997,658.00
Andhra Pradesh,1997-1998,20.00
Bihar,1997-1998,60.00
Himachal Pradesh,1997-1998,2.00
Jammu & Kashmir,1997-1998,3.00
Karnataka,1997-1998,179.00
Madhya Pradesh,1997-1998,123.00
Maharashtra,1997-1998,103.00
Odisha,1997-1998,115.00
Tamil Nadu,1997-1998,36.00
India,1997-1998,641.00
Andhra Pradesh,1998-1999,19.00
Bihar,1998-1999,57.00
Himachal Pradesh,1998-1999,2.00
Jammu & Kashmir,1998-1999,2.00
Karnataka,1998-1999,190.00
Madhya Pradesh,1998-1999,119.00
Maharashtra,1998-1999,94.00
Odisha,1998-1999,96.00
Tamil Nadu,1998-1999,38.00
India,1998-1999,618.00
Andhra Pradesh,1999-2000,18.00
Bihar,1999-2000,54.00
Himachal Pradesh,1999-2000,3.00
Jammu & Kashmir,1999-2000,2.00
Karnataka,1999-2000,141.00
Madhya Pradesh,1999-2000,110.00
Maharashtra,1999-2000,92.00
Odisha,1999-2000,89.00
Tamil Nadu,1999-2000,3.00
India,1999-2000,510.00
Andhra Pradesh,2000-2001,14.00
Bihar,2000-2001,18.00
Chhattisgarh,2000-2001,62.00
Himachal Pradesh,2000-2001,3.00
Jammu & Kashmir,2000-2001,2.00
Jharkhand,2000-2001,38.00
Karnataka,2000-2001,162.00
Madhya Pradesh,2000-2001,37.00
Maharashtra,2000-2001,91.00
Odisha,2000-2001,76.00
Tamil Nadu,2000-2001,38.00
India,2000-2001,539.00
Andhra Pradesh,2001-2002,11.00
Bihar,2001-2002,14.00
Chhattisgarh,2001-2002,58.00
Himachal Pradesh,2001-2002,2.00
Jammu & Kashmir,2001-2002,2.00
Jharkhand,2001-2002,11.00
Karnataka,2001-2002,155.00
Madhya Pradesh,2001-2002,36.00
Maharashtra,2001-2002,42.00
Odisha,2001-2002,91.00
Tamil Nadu,2001-2002,31.00
India,2001-2002,454.00
Andhra Pradesh,2002-2003,15.00
Bihar,2002-2003,13.00
Chhattisgarh,2002-2003,55.00
Himachal Pradesh,2002-2003,3.00
Jammu & Kashmir,2002-2003,2.00
Jharkhand,2002-2003,14.00
Karnataka,2002-2003,133.00
Madhya Pradesh,2002-2003,33.00
Maharashtra,2002-2003,47.00
Odisha,2002-2003,76.00
Tamil Nadu,2002-2003,18.00
India,2002-2003,408.00
Andhra Pradesh,2003-2004,11.00
Bihar,2003-2004,15.00
Chhattisgarh,2003-2004,53.00
Haryana,2003-2004,4.00
Himachal Pradesh,2003-2004,3.00
Jammu & Kashmir,2003-2004,1.00
Jharkhand,2003-2004,18.00
Karnataka,2003-2004,109.00
Madhya Pradesh,2003-2004,31.00
Maharashtra,2003-2004,53.00
Odisha,2003-2004,88.00
Tamil Nadu,2003-2004,24.00
India,2003-2004,410.00
Andhra Pradesh,2004-2005,10.00
Bihar,2004-2005,15.00
Chhattisgarh,2004-2005,52.00
Himachal Pradesh,2004-2005,2.00
Jammu & Kashmir,2004-2005,2.00
Jharkhand,2004-2005,17.00
Karnataka,2004-2005,140.00
Madhya Pradesh,2004-2005,31.00
Maharashtra,2004-2005,66.00
Odisha,2004-2005,84.00
Tamil Nadu,2004-2005,22.00
India,2004-2005,441.00
Andhra Pradesh,2005-2006,10.00
Bihar,2005-2006,11.00
Chhattisgarh,2005-2006,51.00
Himachal Pradesh,2005-2006,2.00
Jharkhand,2005-2006,18.00
Karnataka,2005-2006,125.00
Madhya Pradesh,2005-2006,29.00
Maharashtra,2005-2006,54.00
Odisha,2005-2006,75.00
Tamil Nadu,2005-2006,6.00
India,2005-2006,381.00
Andhra Pradesh,2006-2007,10.00
Bihar,2006-2007,14.00
Chhattisgarh,2006-2007,50.00
Himachal Pradesh,2006-2007,3.00
Jammu & Kashmir,2006-2007,2.00
Jharkhand,2006-2007,16.00
Karnataka,2006-2007,111.00
Madhya Pradesh,2006-2007,29.00
Maharashtra,2006-2007,61.00
Odisha,2006-2007,73.00
Tamil Nadu,2006-2007,21.00
India,2006-2007,390.00
Andhra Pradesh,2007-2008,7.00
Bihar,2007-2008,14.00
Chhattisgarh,2007-2008,47.00
Himachal Pradesh,2007-2008,2.00
Jammu & Kashmir,2007-2008,2.00
Jharkhand,2007-2008,16.00
Karnataka,2007-2008,100.00
Madhya Pradesh,2007-2008,25.00
Maharashtra,2007-2008,59.00
Odisha,2007-2008,72.00
Tamil Nadu,2007-2008,23.00
India,2007-2008,368.00
Andhra Pradesh,2008-2009,4.00
Bihar,2008-2009,11.00
Chhattisgarh,2008-2009,49.00
Haryana,2008-2009,1.00
Himachal Pradesh,2008-2009,2.00
Jammu & Kashmir,2008-2009,2.00
Jharkhand,2008-2009,14.00
Karnataka,2008-2009,94.00
Madhya Pradesh,2008-2009,24.00
Maharashtra,2008-2009,29.00
Odisha,2008-2009,59.00
Tamil Nadu,2008-2009,23.00
India,2008-2009,312.00
Andhra Pradesh,2009-2010,20.00
Bihar,2009-2010,11.00
Chhattisgarh,2009-2010,47.00
Haryana,2009-2010,1.00
Himachal Pradesh,2009-2010,2.00
Jammu & Kashmir,2009-2010,2.00
Jharkhand,2009-2010,14.00
Karnataka,2009-2010,115.00
Madhya Pradesh,2009-2010,23.00
Maharashtra,2009-2010,20.00
Odisha,2009-2010,64.00
Tamil Nadu,2009-2010,16.00
India,2009-2010,336.00
Andhra Pradesh,2010-2011,5.00
Bihar,2010-2011,9.90
Chhattisgarh,2010-2011,47.30
Himachal Pradesh,2010-2011,2.20
Jammu & Kashmir,2010-2011,1.00
Jharkhand,2010-2011,20.90
Karnataka,2010-2011,88.00
Maharashtra,2010-2011,19.00
Odisha,2010-2011,69.00
Tamil Nadu,2010-2011,14.70
Telangana,2010-2011,1.00
Uttarakhand,2010-2011,12.80
India,2010-2011,290.80
Andhra Pradesh,2011-2012,5.00
Bihar,2011-2012,8.60
Chhattisgarh,2011-2012,48.00
Himachal Pradesh,2011-2012,2.10
Jammu & Kashmir,2011-2012,2.10
Jharkhand,2011-2012,16.20
Karnataka,2011-2012,66.00
Madhya Pradesh,2011-2012,20.10
Odisha,2011-2012,44.20
Tamil Nadu,2011-2012,21.70
Telangana,2011-2012,1.00
Uttarakhand,2011-2012,12.00
India,2011-2012,247.00
Andhra Pradesh,2012-2013,4.20
Bihar,2012-2013,8.00
Chhattisgarh,2012-2013,43.10
Haryana,2012-2013,0.70
Himachal Pradesh,2012-2013,2.00
Jammu & Kashmir,2012-2013,2.20
Jharkhand,2012-2013,12.20
Karnataka,2012-2013,64.00
Madhya Pradesh,2012-2013,15.80
Odisha,2012-2013,48.30
Tamil Nadu,2012-2013,14.20
Telangana,2012-2013,0.80
Uttarakhand,2012-2013,13.30
India,2012-2013,228.80
Andhra Pradesh,2013-2014,9.00
Bihar,2013-2014,8.20
Chhattisgarh,2013-2014,46.40
Himachal Pradesh,2013-2014,1.80
Jammu & Kashmir,2013-2014,0.60
Jharkhand,2013-2014,24.70
Karnataka,2013-2014,60.00
Madhya Pradesh,2013-2014,11.70
Odisha,2013-2014,42.00
Tamil Nadu,2013-2014,13.70
Telangana,2013-2014,1.00
Uttarakhand,2013-2014,15.10
India,2013-2014,234.30
Andhra Pradesh,2014-2015,11.00
Bihar,2014-2015,8.30
Chhattisgarh,2014-2015,49.00
Haryana,2014-2015,0.40
Himachal Pradesh,2014-2015,1.50
Jammu & Kashmir,2014-2015,0.80
Jharkhand,2014-2015,32.30
Karnataka,2014-2015,58.00
Madhya Pradesh,2014-2015,25.00
Odisha,2014-2015,38.20
Tamil Nadu,2014-2015,13.90
Uttarakhand,2014-2015,14.30
India,2014-2015,252.90
Andhra Pradesh,2015-2016,35.00
Bihar,2015-2016,7.80
Chhattisgarh,2015-2016,43.50
Haryana,2015-2016,0.30
Jharkhand,2015-2016,26.50
Karnataka,2015-2016,54.00
Madhya Pradesh,2015-2016,14.00
Odisha,2015-2016,33.40
Tamil Nadu,2015-2016,11.50
Uttarakhand,2015-2016,12.30
India,2015-2016,238.20
Andhra Pradesh,2016-2017,1.00
Bihar,2016-2017,8.30
Chhattisgarh,2016-2017,40.60
Haryana,2016-2017,0.10
Himachal Pradesh,2016-2017,1.84
Jammu & Kashmir,2016-2017,0.80
Jharkhand,2016-2017,25.01
Karnataka,2016-2017,36.00
Madhya Pradesh,2016-2017,14.00
Odisha,2016-2017,34.05
Tamil Nadu,2016-2017,3.75
Uttarakhand,2016-2017,13.00
India,2016-2017,178.45
Andhra Pradesh,2017-2018,17.00
Bihar,2017-2018,8.59
Chhattisgarh,2017-2018,39.11
Haryana,2017-2018,0.40
Himachal Pradesh,2017-2018,1.61
Jammu & Kashmir,2017-2018,1.11
Jharkhand,2017-2018,14.09
Karnataka,2017-2018,47.00
Madhya Pradesh,2017-2018,14.00
Odisha,2017-2018,25.84
Tamil Nadu,2017-2018,8.71
Uttarakhand,2017-2018,14.00
India,2017-2018,191.46
Andhra Pradesh,2018-2019,57.00
Bihar,2018-2019,9.91
Chhattisgarh,2018-2019,37.58
Haryana,2018-2019,0.50
Himachal Pradesh,2018-2019,1.62
Jammu & Kashmir,2018-2019,0.78
Jharkhand,2018-2019,17.05
Karnataka,2018-2019,38.00
Madhya Pradesh,2018-2019,2.00
Odisha,2018-2019,23.57
Tamil Nadu,2018-2019,4.04
Uttarakhand,2018-2019,13.00
India,2018-2019,205.05
Andhra Pradesh,2019-2020,84.00
Bihar,2019-2020,8.08
Chhattisgarh,2019-2020,34.09
Haryana,2019-2020,0.80
Himachal Pradesh,2019-2020,1.63
Jammu & Kashmir,2019-2020,0.63
Jharkhand,2019-2020,20.26
Karnataka,2019-2020,89.00
Madhya Pradesh,2019-2020,-
Odisha,2019-2020,22.72
Tamil Nadu,2019-2020,2.44
Uttarakhand,2019-2020,11.00
India,2019-2020,274.66
Andhra Pradesh,2020-2021,3.00
Bihar,2020-2021,6.92
Chhattisgarh,2020-2021,25.48
Haryana,2020-2021,0.67
Himachal Pradesh,2020-2021,1.56
Jammu & Kashmir,2020-2021,0.71
Jharkhand,2020-2021,18.66
Karnataka,2020-2021,47.00
Kerala,2020-2021,-
Madhya Pradesh,2020-2021,2.00
Odisha,2020-2021,26.32
Tamil Nadu,2020-2021,3.84
Telangana,2020-2021,1.00
Uttarakhand,2020-2021,13.00
India,2020-2021,150.17
