State,Year,Value
Odisha,1980-1981,308.00
Puducherry,1980-1981,4.00
West Bengal,1980-1981,103.00
India,1980-1981,759.00
Andhra Pradesh,1980-1981,172.00
Karnataka,1980-1981,7.00
Madhya Pradesh,1980-1981,116.00
Maharashtra,1980-1981,33.00
Odisha,1980-1981,308.00
Puducherry,1980-1981,2.00
West Bengal,1980-1981,97.00
India,1980-1981,736.00
Andhra Pradesh,1981-1982,172.00
Jammu & Kashmir,1981-1982,7.00
Kerala,1981-1982,116.00
Madhya Pradesh,1981-1982,33.00
Maharashtra,1981-1982,308.00
Odisha,1981-1982,2.00
West Bengal,1981-1982,97.00
India,1981-1982,736.00
Andhra Pradesh,1982-1983,172.00
Karnataka,1982-1983,6.00
Madhya Pradesh,1982-1983,104.00
Maharashtra,1982-1983,22.00
Odisha,1982-1983,286.00
West Bengal,1982-1983,83.00
India,1982-1983,676.00
Andhra Pradesh,1983-1984,177.00
Karnataka,1983-1984,8.00
Madhya Pradesh,1983-1984,106.00
Maharashtra,1983-1984,33.00
Odisha,1983-1984,286.00
Puducherry,1983-1984,1.00
Tripura,1983-1984,1.00
West Bengal,1983-1984,73.00
India,1983-1984,684.00
Andhra Pradesh,1984-1985,193.00
Karnataka,1984-1985,17.00
Madhya Pradesh,1984-1985,94.00
Maharashtra,1984-1985,20.00
Odisha,1984-1985,309.00
Puducherry,1984-1985,3.00
Tripura,1984-1985,1.00
West Bengal,1984-1985,48.00
India,1984-1985,683.00
Andhra Pradesh,1985-1986,252.00
Karnataka,1985-1986,16.00
Madhya Pradesh,1985-1986,92.00
Maharashtra,1985-1986,21.00
Odisha,1985-1986,316.00
Puducherry,1985-1986,2.00
West Bengal,1985-1986,52.00
India,1985-1986,751.00
Andhra Pradesh,1986-1987,315.00
Karnataka,1986-1987,18.00
Madhya Pradesh,1986-1987,65.00
Maharashtra,1986-1987,20.00
Odisha,1986-1987,331.00
Puducherry,1986-1987,2.00
West Bengal,1986-1987,82.00
India,1986-1987,833.00
Andhra Pradesh,1987-1988,336.00
Karnataka,1987-1988,19.20
Madhya Pradesh,1987-1988,54.50
Maharashtra,1987-1988,16.00
Odisha,1987-1988,344.90
Puducherry,1987-1988,1.30
Tripura,1987-1988,0.40
Uttar Pradesh,1987-1988,54.90
West Bengal,1987-1988,37.00
India,1987-1988,864.20
Andhra Pradesh,1988-1989,370.00
Karnataka,1988-1989,15.00
Madhya Pradesh,1988-1989,38.00
Maharashtra,1988-1989,29.00
Odisha,1988-1989,306.00
Puducherry,1988-1989,1.00
Tripura,1988-1989,1.00
Uttar Pradesh,1988-1989,59.00
West Bengal,1988-1989,50.00
India,1988-1989,869.00
Andhra Pradesh,1989-1990,431.00
Karnataka,1989-1990,15.00
Madhya Pradesh,1989-1990,33.00
Maharashtra,1989-1990,28.00
Odisha,1989-1990,314.00
Puducherry,1989-1990,2.00
Tripura,1989-1990,1.00
Uttar Pradesh,1989-1990,64.00
West Bengal,1989-1990,50.00
India,1989-1990,937.00
Andhra Pradesh,1989-1990,493.00
Bihar,1989-1990,97.00
Dadra & Nagar Haveli  ,1989-1990,2.00
Gujarat,1989-1990,116.00
Haryana,1989-1990,2.00
Himachal Pradesh,1989-1990,19.00
Jammu & Kashmir,1989-1990,19.00
Karnataka,1989-1990,87.00
Kerala,1989-1990,2.00
Madhya Pradesh,1989-1990,643.00
Maharashtra,1989-1990,401.00
Odisha,1989-1990,490.00
Puducherry,1989-1990,2.00
Punjab,1989-1990,7.00
Rajasthan,1989-1990,141.00
Sikkim,1989-1990,9.00
Tamil Nadu,1989-1990,408.00
Tripura,1989-1990,2.00
Uttar Pradesh,1989-1990,275.00
West Bengal,1989-1990,142.00
India,1989-1990,3357.00
Andhra Pradesh,1990-1991,480.00
Karnataka,1990-1991,15.00
Madhya Pradesh,1990-1991,39.00
Maharashtra,1990-1991,16.00
Odisha,1990-1991,330.00
Puducherry,1990-1991,3.00
Tripura,1990-1991,1.00
Uttar Pradesh,1990-1991,67.00
West Bengal,1990-1991,53.00
India,1990-1991,1003.00
Andhra Pradesh,1990-1991,540.00
Bihar,1990-1991,93.00
Delhi,1990-1991,-
Gujarat,1990-1991,128.00
Haryana,1990-1991,1.00
Himachal Pradesh,1990-1991,20.00
Jammu & Kashmir,1990-1991,19.00
Karnataka,1990-1991,96.00
Kerala,1990-1991,2.00
Madhya Pradesh,1990-1991,648.00
Maharashtra,1990-1991,403.00
Odisha,1990-1991,574.00
Puducherry,1990-1991,3.00
Punjab,1990-1991,8.00
Rajasthan,1990-1991,153.00
Sikkim,1990-1991,8.00
Tamil Nadu,1990-1991,358.00
Tripura,1990-1991,2.00
Uttar Pradesh,1990-1991,294.00
West Bengal,1990-1991,132.00
India,1990-1991,3483.00
Andhra Pradesh,1991-1992,501.00
Assam,1991-1992,35.00
Karnataka,1991-1992,16.00
Madhya Pradesh,1991-1992,31.00
Maharashtra,1991-1992,9.00
Odisha,1991-1992,343.00
Puducherry,1991-1992,2.00
Sikkim,1991-1992,5.00
Tripura,1991-1992,1.00
Uttar Pradesh,1991-1992,69.00
West Bengal,1991-1992,49.00
India,1991-1992,1062.00
Andhra Pradesh,1992-1993,463.00
Assam,1992-1993,33.00
Karnataka,1992-1993,15.90
Madhya Pradesh,1992-1993,30.40
Maharashtra,1992-1993,11.40
Odisha,1992-1993,2.90
Puducherry,1992-1993,2.50
Sikkim,1992-1993,4.00
Tripura,1992-1993,0.70
Uttar Pradesh,1992-1993,76.80
West Bengal,1992-1993,56.60
India,1992-1993,697.20
Andhra Pradesh,1993-1994,407.40
Assam,1993-1994,32.60
Karnataka,1993-1994,13.70
Madhya Pradesh,1993-1994,31.30
Maharashtra,1993-1994,14.10
Odisha,1993-1994,4.40
Puducherry,1993-1994,2.00
Sikkim,1993-1994,3.40
Tamil Nadu,1993-1994,104.80
Tripura,1993-1994,0.50
Uttar Pradesh,1993-1994,72.80
West Bengal,1993-1994,53.30
India,1993-1994,740.30
Andhra Pradesh,1994-1995,393.00
Assam,1994-1995,33.90
Karnataka,1994-1995,13.30
Madhya Pradesh,1994-1995,29.90
Maharashtra,1994-1995,11.20
Odisha,1994-1995,2.80
Puducherry,1994-1995,2.70
Sikkim,1994-1995,4.00
Tamil Nadu,1994-1995,157.60
Tripura,1994-1995,0.50
Uttar Pradesh,1994-1995,68.00
West Bengal,1994-1995,22.20
India,1994-1995,739.10
Andhra Pradesh,1995-1996,452.60
Assam,1995-1996,32.80
Karnataka,1995-1996,13.40
Madhya Pradesh,1995-1996,26.80
Maharashtra,1995-1996,12.90
Odisha,1995-1996,2.30
Puducherry,1995-1996,2.70
Sikkim,1995-1996,4.30
Tamil Nadu,1995-1996,146.30
Tripura,1995-1996,-
Uttar Pradesh,1995-1996,72.00
West Bengal,1995-1996,13.50
India,1995-1996,780.10
Andaman & Nicobar Islands,1996-1997,2.00
Andhra Pradesh,1996-1997,425.00
Assam,1996-1997,41.10
Karnataka,1996-1997,14.00
Madhya Pradesh,1996-1997,25.10
Maharashtra,1996-1997,21.10
Nagaland,1996-1997,-
Odisha,1996-1997,4.80
Puducherry,1996-1997,3.60
Sikkim,1996-1997,4.30
Tamil Nadu,1996-1997,142.00
Tripura,1996-1997,0.50
Uttar Pradesh,1996-1997,69.00
West Bengal,1996-1997,16.90
India,1996-1997,767.40
Andaman & Nicobar Islands,1997-1998,2.40
Andhra Pradesh,1997-1998,413.00
Assam,1997-1998,40.50
Karnataka,1997-1998,7.50
Madhya Pradesh,1997-1998,21.10
Maharashtra,1997-1998,13.50
Odisha,1997-1998,4.80
Puducherry,1997-1998,3.20
Sikkim,1997-1998,4.30
Tamil Nadu,1997-1998,158.60
Tripura,1997-1998,0.50
Uttar Pradesh,1997-1998,68.10
West Bengal,1997-1998,16.70
India,1997-1998,751.80
Andaman & Nicobar Islands,1998-1999,0.70
Andhra Pradesh,1998-1999,354.00
Assam,1998-1999,43.40
Karnataka,1998-1999,6.80
Madhya Pradesh,1998-1999,18.70
Maharashtra,1998-1999,14.60
Odisha,1998-1999,2.50
Puducherry,1998-1999,3.40
Sikkim,1998-1999,4.30
Tamil Nadu,1998-1999,149.50
Tripura,1998-1999,-
Uttar Pradesh,1998-1999,60.70
West Bengal,1998-1999,15.10
India,1998-1999,673.50
Andaman & Nicobar Islands,1999-2000,0.90
Andhra Pradesh,1999-2000,380.50
Assam,1999-2000,39.10
Karnataka,1999-2000,11.50
Madhya Pradesh,1999-2000,15.80
Maharashtra,1999-2000,17.10
Odisha,1999-2000,2.10
Puducherry,1999-2000,3.20
Sikkim,1999-2000,4.30
Tamil Nadu,1999-2000,215.70
Tripura,1999-2000,0.50
Uttar Pradesh,1999-2000,59.00
West Bengal,1999-2000,23.80
India,1999-2000,772.60
Andaman & Nicobar Islands,2000-2001,0.70
Andhra Pradesh,2000-2001,455.80
Assam,2000-2001,37.10
Chhattisgarh,2000-2001,5.20
Karnataka,2000-2001,11.90
Madhya Pradesh,2000-2001,6.00
Odisha,2000-2001,1.00
Puducherry,2000-2001,3.40
Sikkim,2000-2001,3.70
Tamil Nadu,2000-2001,205.70
Tripura,2000-2001,0.30
Uttar Pradesh,2000-2001,62.90
West Bengal,2000-2001,13.90
India,2000-2001,806.90
Andaman & Nicobar Islands,2001-2002,0.40
Andhra Pradesh,2001-2002,520.00
Assam,2001-2002,41.80
Bihar,2001-2002,5.50
Karnataka,2001-2002,11.90
Madhya Pradesh,2001-2002,6.80
Maharashtra,2001-2002,12.00
Odisha,2001-2002,1.90
Puducherry,2001-2002,0.80
Sikkim,2001-2002,4.10
Tamil Nadu,2001-2002,218.10
Tripura,2001-2002,0.40
Uttar Pradesh,2001-2002,60.00
West Bengal,2001-2002,13.50
India,2001-2002,896.80
Andaman & Nicobar Islands,2002-2003,1.30
Andhra Pradesh,2002-2003,584.30
Assam,2002-2003,40.00
Chhattisgarh,2002-2003,6.20
Karnataka,2002-2003,16.10
Madhya Pradesh,2002-2003,5.80
Maharashtra,2002-2003,11.80
Odisha,2002-2003,2.00
Puducherry,2002-2003,0.80
Sikkim,2002-2003,3.80
Tamil Nadu,2002-2003,162.30
Tripura,2002-2003,0.40
Uttar Pradesh,2002-2003,52.00
West Bengal,2002-2003,13.50
India,2002-2003,899.00
Andaman & Nicobar Islands,2003-2004,0.70
Andhra Pradesh,2003-2004,343.00
Assam,2003-2004,40.00
Chhattisgarh,2003-2004,5.60
Karnataka,2003-2004,11.40
Madhya Pradesh,2003-2004,6.00
Maharashtra,2003-2004,11.00
Odisha,2003-2004,3.60
Puducherry,2003-2004,1.20
Sikkim,2003-2004,3.80
Tamil Nadu,2003-2004,135.00
Tripura,2003-2004,0.40
Uttar Pradesh,2003-2004,58.90
West Bengal,2003-2004,15.10
India,2003-2004,635.00
Andaman & Nicobar Islands,2004-2005,0.70
Andhra Pradesh,2004-2005,351.00
Assam,2004-2005,37.30
Chhattisgarh,2004-2005,6.80
Karnataka,2004-2005,10.00
Madhya Pradesh,2004-2005,6.80
Maharashtra,2004-2005,7.60
Odisha,2004-2005,2.10
Puducherry,2004-2005,1.70
Sikkim,2004-2005,3.90
Tamil Nadu,2004-2005,187.40
Tripura,2004-2005,0.40
Uttar Pradesh,2004-2005,58.60
West Bengal,2004-2005,11.40
India,2004-2005,685.00
Andaman & Nicobar Islands,2005-2006,0.80
Andhra Pradesh,2005-2006,342.00
Assam,2005-2006,35.40
Chhattisgarh,2005-2006,6.20
Karnataka,2005-2006,11.00
Madhya Pradesh,2005-2006,6.30
Maharashtra,2005-2006,12.00
Odisha,2005-2006,6.10
Puducherry,2005-2006,1.70
Sikkim,2005-2006,3.90
Tamil Nadu,2005-2006,166.70
Tripura,2005-2006,0.40
Uttar Pradesh,2005-2006,46.60
West Bengal,2005-2006,8.50
India,2005-2006,646.80
Andaman & Nicobar Islands,2006-2007,0.60
Andhra Pradesh,2006-2007,416.00
Assam,2006-2007,37.00
Chhattisgarh,2006-2007,6.00
Karnataka,2006-2007,11.00
Madhya Pradesh,2006-2007,6.10
Maharashtra,2006-2007,12.30
Odisha,2006-2007,6.10
Puducherry,2006-2007,1.70
Sikkim,2006-2007,3.90
Tamil Nadu,2006-2007,219.00
Tripura,2006-2007,0.50
Uttar Pradesh,2006-2007,55.00
West Bengal,2006-2007,7.40
India,2006-2007,782.00
Andaman & Nicobar Islands,2007-2008,2.10
Andhra Pradesh,2007-2008,407.00
Assam,2007-2008,38.00
Chhattisgarh,2007-2008,5.40
Karnataka,2007-2008,10.00
Madhya Pradesh,2007-2008,6.80
Maharashtra,2007-2008,16.00
Odisha,2007-2008,9.40
Puducherry,2007-2008,2.00
Sikkim,2007-2008,3.90
Tamil Nadu,2007-2008,275.00
Tripura,2007-2008,0.40
Uttar Pradesh,2007-2008,51.00
West Bengal,2007-2008,6.90
India,2007-2008,831.80
Andaman & Nicobar Islands,2008-2009,2.10
Andhra Pradesh,2008-2009,269.00
Assam,2008-2009,39.70
Chhattisgarh,2008-2009,4.90
Karnataka,2008-2009,11.00
Madhya Pradesh,2008-2009,7.40
Maharashtra,2008-2009,12.00
Odisha,2008-2009,9.70
Puducherry,2008-2009,1.30
Sikkim,2008-2009,3.90
Tamil Nadu,2008-2009,233.00
Tripura,2008-2009,0.30
Uttar Pradesh,2008-2009,54.00
West Bengal,2008-2009,6.80
India,2008-2009,653.00
Andaman & Nicobar Islands,2009-2010,2.60
Andhra Pradesh,2009-2010,346.00
Assam,2009-2010,42.20
Chhattisgarh,2009-2010,4.10
Karnataka,2009-2010,9.00
Kerala,2009-2010,-
Madhya Pradesh,2009-2010,6.90
Maharashtra,2009-2010,13.20
Nagaland,2009-2010,12.30
Odisha,2009-2010,7.30
Puducherry,2009-2010,1.00
Sikkim,2009-2010,3.90
Tamil Nadu,2009-2010,229.60
Tripura,2009-2010,0.40
Uttar Pradesh,2009-2010,54.00
West Bengal,2009-2010,7.00
India,2009-2010,727.30
Andaman & Nicobar Islands,2010-2011,2.60
Andhra Pradesh,2010-2011,365.00
Assam,2010-2011,48.80
Chhattisgarh,2010-2011,3.20
Karnataka,2010-2011,9.00
Madhya Pradesh,2010-2011,7.10
Odisha,2010-2011,8.00
Puducherry,2010-2011,1.10
Sikkim,2010-2011,3.90
Tamil Nadu,2010-2011,265.00
Telangana,2010-2011,17.00
Tripura,2010-2011,0.40
Uttarakhand,2010-2011,0.20
West Bengal,2010-2011,11.90
India,2010-2011,743.20
Andaman & Nicobar Islands,2011-2012,1.60
Andhra Pradesh,2011-2012,451.00
Assam,2011-2012,44.40
Chhattisgarh,2011-2012,4.00
Gujarat,2011-2012,7.00
Karnataka,2011-2012,9.00
Kerala,2011-2012,6.00
Madhya Pradesh,2011-2012,-
Nagaland,2011-2012,6.00
Odisha,2011-2012,-
Puducherry,2011-2012,1.10
Tamil Nadu,2011-2012,254.10
Telangana,2011-2012,26.00
Tripura,2011-2012,0.50
Uttar Pradesh,2011-2012,48.00
India,2011-2012,858.70
Andaman & Nicobar Islands,2012-2013,1.30
Andhra Pradesh,2012-2013,369.10
Assam,2012-2013,48.50
Chhattisgarh,2012-2013,5.40
Karnataka,2012-2013,7.00
Kerala,2012-2013,7.90
Madhya Pradesh,2012-2013,-
Odisha,2012-2013,5.00
Puducherry,2012-2013,0.60
Tamil Nadu,2012-2013,167.00
Telangana,2012-2013,18.00
Tripura,2012-2013,0.60
Uttar Pradesh,2012-2013,48.00
West Bengal,2012-2013,12.00
India,2012-2013,690.30
Andaman & Nicobar Islands,2013-2014,0.26
Andhra Pradesh,2013-2014,250.01
Arunachal Pradesh,2013-2014,1.08
Assam,2013-2014,54.00
Chhattisgarh,2013-2014,13.80
Gujarat,2013-2014,2.00
Karnataka,2013-2014,7.00
Madhya Pradesh,2013-2014,16.60
Nagaland,2013-2014,0.76
Odisha,2013-2014,3.01
Puducherry,2013-2014,0.61
Tamil Nadu,2013-2014,295.26
Telangana,2013-2014,12.99
Tripura,2013-2014,0.38
Uttar Pradesh,2013-2014,45.00
Uttarakhand,2013-2014,0.03
West Bengal,2013-2014,13.00
India,2013-2014,715.79
Andaman & Nicobar Islands,2014-2015,0.55
Andhra Pradesh,2014-2015,296.00
Arunachal Pradesh,2014-2015,1.29
Assam,2014-2015,52.83
Chhattisgarh,2014-2015,2.90
Gujarat,2014-2015,1.00
Karnataka,2014-2015,7.00
Madhya Pradesh,2014-2015,20.00
Nagaland,2014-2015,0.79
Odisha,2014-2015,2.80
Puducherry,2014-2015,0.03
Tamil Nadu,2014-2015,311.61
Telangana,2014-2015,8.00
Tripura,2014-2015,0.42
Uttar Pradesh,2014-2015,44.00
Uttarakhand,2014-2015,0.10
West Bengal,2014-2015,12.00
India,2014-2015,761.32
Andaman & Nicobar Islands,2015-2016,0.53
Andhra Pradesh,2015-2016,412.00
Arunachal Pradesh,2015-2016,1.44
Assam,2015-2016,51.60
Chhattisgarh,2015-2016,6.10
Gujarat,2015-2016,3.00
Karnataka,2015-2016,9.00
Madhya Pradesh,2015-2016,3.00
Manipur,2015-2016,1.40
Nagaland,2015-2016,0.82
Odisha,2015-2016,7.57
Puducherry,2015-2016,0.37
Tamil Nadu,2015-2016,336.04
Telangana,2015-2016,8.00
Tripura,2015-2016,1.29
Uttar Pradesh,2015-2016,47.00
Uttarakhand,2015-2016,0.03
West Bengal,2015-2016,11.00
India,2015-2016,900.19
Andaman & Nicobar Islands,2016-2017,0.76
Andhra Pradesh,2016-2017,440.00
Arunachal Pradesh,2016-2017,1.41
Assam,2016-2017,57.42
Chhattisgarh,2016-2017,7.00
Gujarat,2016-2017,4.00
Karnataka,2016-2017,5.00
Madhya Pradesh,2016-2017,35.00
Manipur,2016-2017,1.46
Nagaland,2016-2017,0.82
Odisha,2016-2017,15.27
Puducherry,2016-2017,0.40
Tamil Nadu,2016-2017,357.93
Telangana,2016-2017,11.00
Tripura,2016-2017,1.25
Uttar Pradesh,2016-2017,49.00
West Bengal,2016-2017,12.18
India,2016-2017,999.90
Andaman & Nicobar Islands,2017-2018,0.35
Andhra Pradesh,2017-2018,357.00
Arunachal Pradesh,2017-2018,1.43
Assam,2017-2018,61.46
Chhattisgarh,2017-2018,5.25
Gujarat,2017-2018,8.00
Karnataka,2017-2018,4.00
Madhya Pradesh,2017-2018,35.00
Manipur,2017-2018,1.44
Nagaland,2017-2018,-
Odisha,2017-2018,13.99
Puducherry,2017-2018,0.27
Tamil Nadu,2017-2018,367.92
Telangana,2017-2018,6.00
Tripura,2017-2018,2.48
Uttar Pradesh,2017-2018,49.00
Uttarakhand,2017-2018,-
West Bengal,2017-2018,15.00
India,2017-2018,928.60
Andhra Pradesh,2018-2019,296.00
Assam,2018-2019,59.87
Chhattisgarh,2018-2019,5.00
Gujarat,2018-2019,3.80
Karnataka,2018-2019,3.80
Madhya Pradesh,2018-2019,43.00
Manipur,2018-2019,1.37
Nagaland,2018-2019,0.83
Odisha,2018-2019,4.57
Puducherry,2018-2019,0.34
Rajasthan,2018-2019,0.01
Tamil Nadu,2018-2019,396.46
Telangana,2018-2019,5.00
Tripura,2018-2019,2.33
Uttar Pradesh,2018-2019,46.00
West Bengal,2018-2019,8.19
India,2018-2019,876.56
Andaman & Nicobar Islands,2019-2020,0.16
Andhra Pradesh,2019-2020,288.00
Arunachal Pradesh,2019-2020,1.45
Assam,2019-2020,58.10
Chhattisgarh,2019-2020,3.39
Gujarat,2019-2020,13.46
Karnataka,2019-2020,3.20
Madhya Pradesh,2019-2020,32.00
Nagaland,2019-2020,0.83
Odisha,2019-2020,8.52
Puducherry,2019-2020,0.32
Rajasthan,2019-2020,0.04
Tamil Nadu,2019-2020,362.72
Telangana,2019-2020,7.00
Tripura,2019-2020,1.97
Uttar Pradesh,2019-2020,45.00
West Bengal,2019-2020,5.50
India,2019-2020,831.66
Andaman & Nicobar Islands,2020-2021,0.41
Andhra Pradesh,2020-2021,361.00
Arunachal Pradesh,2020-2021,1.46
Assam,2020-2021,56.19
Chhattisgarh,2020-2021,2.05
Gujarat,2020-2021,18.45
Karnataka,2020-2021,4.01
Madhya Pradesh,2020-2021,41.00
Nagaland,2020-2021,0.83
Odisha,2020-2021,13.76
Puducherry,2020-2021,0.45
Tamil Nadu,2020-2021,356.51
Telangana,2020-2021,19.00
Tripura,2020-2021,4.01
Uttar Pradesh,2020-2021,46.00
West Bengal,2020-2021,4.44
India,2020-2021,929.55
Andaman & Nicobar Islands,2021-2022,0.41
Andhra Pradesh,2021-2022,362.00
Arunachal Pradesh,2021-2022,1.47
Assam,2021-2022,57.01
Chhattisgarh,2021-2022,2.86
Gujarat,2021-2022,25.55
Karnataka,2021-2022,4.00
Kerala,2021-2022,0.40
Madhya Pradesh,2021-2022,82.00
Maharashtra,2021-2022,0.41
Nagaland,2021-2022,0.19
Odisha,2021-2022,12.05
Puducherry,2021-2022,0.48
Tamil Nadu,2021-2022,364.65
Telangana,2021-2022,39.00
Tripura,2021-2022,3.01
Uttar Pradesh,2021-2022,47.00
West Bengal,2021-2022,6.31
India,2021-2022,1008.81
