State,Year,Value
Uttar Pradesh,2016-2017,562.00
Uttarakhand,2016-2017,1.00
West Bengal,2016-2017,28.12
India ,2016-2017,9626.16
Andhra Pradesh,2017-2018,520.00
Assam,2017-2018,2.27
Bihar,2017-2018,58.22
Chhattisgarh,2017-2018,317.75
Delhi ,2017-2018,0.01
Gujarat,2017-2018,293.00
Haryana,2017-2018,32.00
Himachal Pradesh,2017-2018,0.36
Jammu & Kashmir,2017-2018,0.02
Jharkhand,2017-2018,232.68
Karnataka,2017-2018,1265.00
Kerala ,2017-2018,1.79
Madhya Pradesh,2017-2018,3590.00
Maharashtra,2017-2018,2000.30
Manipur,2017-2018,0.82
Meghalaya,2017-2018,1.86
Nagaland,2017-2018,0.78
Odisha,2017-2018,32.94
Punjab,2017-2018,1.70
Rajasthan ,2017-2018,1572.49
Tamil Nadu,2017-2018,5.21
Telangana,2017-2018,97.00
Tripura,2017-2018,0.24
Uttar Pradesh,2017-2018,501.00
Uttarakhand,2017-2018,1.00
West Bengal,2017-2018,32.00
India ,2017-2018,10560.43
Andhra Pradesh,2018-2019,478.00
Arunachal Pradesh,2018-2019,2.59
Assam,2018-2019,2.24
Bihar,2018-2019,56.48
Chhattisgarh,2018-2019,321.50
Dadra & Nagar Haveli  ,2018-2019,0.11
Gujarat,2018-2019,172.95
Haryana,2018-2019,44.90
Himachal Pradesh,2018-2019,0.38
Jharkhand,2018-2019,189.67
Karnataka,2018-2019,1128.60
Kerala,2018-2019,0.69
Madhya Pradesh,2018-2019,3103.00
Maharashtra,2018-2019,1694.20
Manipur,2018-2019,0.85
Meghalaya,2018-2019,1.87
Nagaland,2018-2019,0.76
Odisha,2018-2019,30.57
Punjab,2018-2019,1.90
Rajasthan,2018-2019,1596.75
Tamil Nadu,2018-2019,5.85
Telangana,2018-2019,104.00
Tripura,2018-2019,0.26
Uttarakhand,2018-2019,1.00
Uttar Pradesh,2018-2019,572.00
West Bengal,2018-2019,35.91
India,2018-2019,9547.03
Andhra Pradesh,2019-2020,459.00
Assam,2019-2020,2.18
Bihar,2019-2020,52.80
Chhattisgarh,2019-2020,381.77
Gujarat,2019-2020,405.05
Haryana,2019-2020,43.97
Himachal Pradesh,2019-2020,0.39
Jammu & Kashmir,2019-2020,0.01
Jharkhand,2019-2020,230.07
Karnataka,2019-2020,864.00
Kerala,2019-2020,0.60
Madhya Pradesh,2019-2020,1926.00
Maharashtra,2019-2020,2043.21
Manipur,2019-2020,0.76
Meghalaya,2019-2020,1.86
Nagaland,2019-2020,0.76
Odisha,2019-2020,27.82
Punjab,2019-2020,1.50
Rajasthan,2019-2020,2463.05
Tamil Nadu,2019-2020,5.55
Telangana,2019-2020,130.00
Tripura,2019-2020,0.29
Uttarakhand,2019-2020,1.00
Uttar Pradesh,2019-2020,621.00
West Bengal,2019-2020,36.10
India,2019-2020,9698.75
Andhra Pradesh,2020-2021,469.00
Assam,2020-2021,2.09
Bihar,2020-2021,51.81
Chhattisgarh,2020-2021,301.59
Gujarat,2020-2021,816.21
Haryana,2020-2021,35.69
Himachal Pradesh,2020-2021,0.33
Jharkhand,2020-2021,265.90
Karnataka,2020-2021,713.00
Kerala,2020-2021,0.61
Madhya Pradesh,2020-2021,2160.00
Maharashtra,2020-2021,2231.30
Manipur,2020-2021,0.89
Meghalaya,2020-2021,1.87
Nagaland,2020-2021,0.76
Odisha,2020-2021,29.19
Punjab,2020-2021,2.00
Rajasthan,2020-2021,2113.14
Tamil Nadu,2020-2021,5.64
Telangana,2020-2021,143.00
Tripura,2020-2021,0.14
Uttarakhand,2020-2021,1.00
Uttar Pradesh,2020-2021,611.00
West Bengal,2020-2021,39.77
India,2020-2021,9995.92
Andhra Pradesh,2021-2022,445.00
Assam,2021-2022,2.15
Bihar,2021-2022,51.64
Chhattisgarh,2021-2022,331.63
Gujarat,2021-2022,1101.56
Haryana,2021-2022,38.00
Himachal Pradesh,2021-2022,0.22
Jharkhand,2021-2022,260.28
Karnataka,2021-2022,712.00
Madhya Pradesh,2021-2022,1936.00
Maharashtra,2021-2022,2708.50
Manipur,2021-2022,0.97
Meghalaya,2021-2022,1.87
Nagaland,2021-2022,0.37
Odisha,2021-2022,35.30
Punjab,2021-2022,1.80
Rajasthan,2021-2022,2300.72
Tamil Nadu,2021-2022,4.07
Telangana,2021-2022,159.00
Tripura,2021-2022,0.07
Uttarakhand,2021-2022,1.00
Uttar Pradesh,2021-2022,608.00
West Bengal,2021-2022,39.95
India,2021-2022,10740.10
