State,Year,Value
Puducherry,2000-2001,3.00
Tamil Nadu,2000-2001,76.00
Uttar Pradesh,2000-2001,53.00
West Bengal,2000-2001,11.00
India,2000-2001,527.00
Andhra Pradesh,2001-2002,138.00
Assam,2001-2002,8.00
Bihar,2001-2002,173.00
Chhattisgarh,2001-2002,6.00
Gujarat,2001-2002,2.00
Karnataka,2001-2002,7.00
Madhya Pradesh,2001-2002,3.00
Maharashtra,2001-2002,12.00
Odisha,2001-2002,82.00
Tamil Nadu,2001-2002,74.00
Uttar Pradesh,2001-2002,44.00
West Bengal,2001-2002,10.00
India,2001-2002,557.00
Andhra Pradesh,2002-2003,118.00
Assam,2002-2003,7.00
Bihar,2002-2003,185.00
Chhattisgarh,2002-2003,7.00
Gujarat,2002-2003,4.00
Karnataka,2002-2003,11.00
Madhya Pradesh,2002-2003,3.00
Maharashtra,2002-2003,12.00
Odisha,2002-2003,79.00
Tamil Nadu,2002-2003,76.00
Uttar Pradesh,2002-2003,32.00
West Bengal,2002-2003,9.00
India,2002-2003,540.00
Andhra Pradesh,2003-2004,202.00
Assam,2003-2004,8.00
Bihar,2003-2004,181.00
Chhattisgarh,2003-2004,8.00
Gujarat,2003-2004,5.00
Karnataka,2003-2004,8.00
Madhya Pradesh,2003-2004,3.00
Maharashtra,2003-2004,11.00
Odisha,2003-2004,125.00
Puducherry,2003-2004,1.00
Tamil Nadu,2003-2004,89.00
Uttar Pradesh,2003-2004,59.00
West Bengal,2003-2004,10.00
India,2003-2004,707.00
Andhra Pradesh,2004-2005,150.00
Assam,2004-2005,8.00
Bihar,2004-2005,175.00
Chhattisgarh,2004-2005,7.00
Gujarat,2004-2005,4.00
Karnataka,2004-2005,5.00
Madhya Pradesh,2004-2005,2.00
Maharashtra,2004-2005,8.00
Odisha,2004-2005,79.00
Puducherry,2004-2005,2.00
Tamil Nadu,2004-2005,89.00
Uttar Pradesh,2004-2005,54.00
West Bengal,2004-2005,11.00
India,2004-2005,590.00
Andhra Pradesh,2005-2006,133.00
Assam,2005-2006,8.00
Bihar,2005-2006,174.00
Chhattisgarh,2005-2006,7.00
Gujarat,2005-2006,27.00
Karnataka,2005-2006,7.00
Madhya Pradesh,2005-2006,3.00
Maharashtra,2005-2006,12.00
Odisha,2005-2006,132.00
Puducherry,2005-2006,2.00
Tamil Nadu,2005-2006,98.00
Uttar Pradesh,2005-2006,40.00
West Bengal,2005-2006,11.00
India,2005-2006,627.00
Andhra Pradesh,2006-2007,148.00
Assam,2006-2007,7.00
Bihar,2006-2007,169.00
Chhattisgarh,2006-2007,7.00
Gujarat,2006-2007,82.00
Karnataka,2006-2007,8.00
Madhya Pradesh,2006-2007,3.00
Maharashtra,2006-2007,12.00
Odisha,2006-2007,127.00
Puducherry,2006-2007,2.00
Tamil Nadu,2006-2007,115.00
Uttar Pradesh,2006-2007,36.00
West Bengal,2006-2007,12.00
India,2006-2007,646.00
Andhra Pradesh,2007-2008,152.00
Assam,2007-2008,8.00
Bihar,2007-2008,163.00
Chhattisgarh,2007-2008,7.00
Gujarat,2007-2008,10.00
Karnataka,2007-2008,9.00
Madhya Pradesh,2007-2008,3.00
Maharashtra,2007-2008,13.00
Odisha,2007-2008,148.00
Puducherry,2007-2008,2.00
Tamil Nadu,2007-2008,139.00
Uttar Pradesh,2007-2008,32.00
West Bengal,2007-2008,2.00
India,2007-2008,678.00
Andhra Pradesh,2008-2009,113.00
Assam,2008-2009,6.00
Bihar,2008-2009,163.00
Chhattisgarh,2008-2009,7.00
Gujarat,2008-2009,12.00
Karnataka,2008-2009,8.00
Madhya Pradesh,2008-2009,3.00
Maharashtra,2008-2009,9.00
Odisha,2008-2009,125.00
Puducherry,2008-2009,1.00
Tamil Nadu,2008-2009,122.00
Uttar Pradesh,2008-2009,34.00
West Bengal,2008-2009,14.00
India,2008-2009,604.00
Andhra Pradesh,2009-2010,101.00
Assam,2009-2010,7.00
Bihar,2009-2010,155.00
Chhattisgarh,2009-2010,-
Gujarat,2009-2010,21.00
Karnataka,2009-2010,9.00
Madhya Pradesh,2009-2010,3.00
Maharashtra,2009-2010,10.00
Odisha,2009-2010,148.00
Puducherry,2009-2010,1.00
Tamil Nadu,2009-2010,119.00
Uttar Pradesh,2009-2010,34.00
West Bengal,2009-2010,15.00
India,2009-2010,630.00
Andhra Pradesh,2010-2011,101.00
Assam,2010-2011,9.00
Bihar,2010-2011,163.00
Chhattisgarh,2010-2011,7.00
Gujarat,2010-2011,102.00
Karnataka,2010-2011,11.00
Madhya Pradesh,2010-2011,3.00
Maharashtra,2010-2011,4.00
Odisha,2010-2011,184.00
Puducherry,2010-2011,2.00
Tamil Nadu,2010-2011,144.00
Telangana,2010-2011,16.00
West Bengal,2010-2011,17.00
India,2010-2011,763.00
Andhra Pradesh,2011-2012,116.00
Assam,2011-2012,7.00
Bihar,2011-2012,147.00
Chhattisgarh,2011-2012,7.00
Gujarat,2011-2012,66.00
Haryana,2011-2012,56.00
Karnataka,2011-2012,9.00
Madhya Pradesh,2011-2012,4.00
Maharashtra,2011-2012,3.00
Odisha,2011-2012,147.00
Rajasthan,2011-2012,9.00
Tamil Nadu,2011-2012,137.00
Telangana,2011-2012,15.00
Uttar Pradesh,2011-2012,35.00
West Bengal,2011-2012,17.00
India,2011-2012,778.00
Andhra Pradesh,2012-2013,113.00
Assam,2012-2013,10.00
Bihar,2012-2013,148.00
Chhattisgarh,2012-2013,7.00
Gujarat,2012-2013,23.00
Haryana,2012-2013,73.00
Karnataka,2012-2013,6.00
Madhya Pradesh,2012-2013,4.00
Maharashtra,2012-2013,4.00
Odisha,2012-2013,159.00
Puducherry,2012-2013,1.00
Punjab,2012-2013,50.00
Tamil Nadu,2012-2013,93.00
Telangana,2012-2013,14.00
Uttar Pradesh,2012-2013,38.00
West Bengal,2012-2013,2.00
India,2012-2013,744.00
Andaman & Nicobar Islands,2013-2014,0.32
Andhra Pradesh,2013-2014,116.91
Assam,2013-2014,12.18
Bihar,2013-2014,145.91
Chhattisgarh,2013-2014,5.80
Gujarat,2013-2014,55.00
Haryana,2013-2014,47.00
Karnataka,2013-2014,6.00
Madhya Pradesh,2013-2014,226.90
Odisha,2013-2014,137.24
Puducherry,2013-2014,0.59
Punjab,2013-2014,32.00
Tamil Nadu,2013-2014,170.25
Telangana,2013-2014,15.09
Tripura,2013-2014,0.27
Uttar Pradesh,2013-2014,41.00
West Bengal,2013-2014,32.45
India,2013-2014,1044.91
Andaman & Nicobar Islands,2014-2015,0.91
Andhra Pradesh,2014-2015,160.00
Assam,2014-2015,11.29
Bihar,2014-2015,156.70
Chhattisgarh,2014-2015,6.40
Gujarat,2014-2015,34.00
Karnataka,2014-2015,6.00
Madhya Pradesh,2014-2015,106.00
Odisha,2014-2015,175.59
Puducherry,2014-2015,0.22
Punjab,2014-2015,35.90
Tamil Nadu,2014-2015,201.24
Telangana,2014-2015,18.00
Tripura,2014-2015,0.58
Uttar Pradesh,2014-2015,51.00
West Bengal,2014-2015,30.49
India,2014-2015,994.32
Andaman & Nicobar Islands,2015-2016,0.89
Andhra Pradesh,2015-2016,160.00
Assam,2015-2016,10.80
Bihar,2015-2016,157.01
Chhattisgarh,2015-2016,6.00
Gujarat,2015-2016,25.00
Haryana,2015-2016,34.00
Karnataka,2015-2016,8.00
Madhya Pradesh,2015-2016,102.00
Manipur,2015-2016,0.50
Odisha,2015-2016,200.04
Puducherry,2015-2016,1.00
Punjab,2015-2016,28.00
Tamil Nadu,2015-2016,204.37
Telangana,2015-2016,12.00
Tripura,2015-2016,1.03
Uttar Pradesh,2015-2016,65.00
West Bengal,2015-2016,55.79
India,2015-2016,1071.42
Andaman & Nicobar Islands,2016-2017,0.77
Andhra Pradesh,2016-2017,102.00
Assam,2016-2017,10.70
Bihar,2016-2017,161.58
Chhattisgarh,2016-2017,10.50
Gujarat,2016-2017,27.00
Karnataka,2016-2017,4.70
Madhya Pradesh,2016-2017,262.00
Manipur,2016-2017,0.46
Odisha,2016-2017,157.36
Puducherry,2016-2017,0.76
Punjab,2016-2017,19.20
Tamil Nadu,2016-2017,137.22
Telangana,2016-2017,11.00
Tripura,2016-2017,1.20
Uttar Pradesh,2016-2017,48.00
West Bengal,2016-2017,2.76
India,2016-2017,957.21
Andaman & Nicobar Islands,2017-2018,0.19
Andhra Pradesh,2017-2018,121.00
Assam,2017-2018,11.41
Bihar,2017-2018,169.94
Chhattisgarh,2017-2018,7.21
Gujarat,2017-2018,27.00
Haryana,2017-2018,16.00
Karnataka,2017-2018,4.70
Madhya Pradesh,2017-2018,206.00
Maharashtra,2017-2018,-
Manipur,2017-2018,0.45
Odisha,2017-2018,127.40
Puducherry,2017-2018,0.64
Punjab,2017-2018,18.00
Tamil Nadu,2017-2018,151.14
Telangana,2017-2018,7.00
Tripura,2017-2018,2.32
Uttar Pradesh,2017-2018,42.00
West Bengal,2017-2018,70.80
India,2017-2018,983.20
Andaman & Nicobar Islands,2018-2019,0.10
Andhra Pradesh,2018-2019,103.00
Assam,2018-2019,11.11
Bihar,2018-2019,160.47
Chhattisgarh,2018-2019,4.99
Gujarat,2018-2019,23.78
Karnataka,2018-2019,5.89
Madhya Pradesh,2018-2019,196.00
Manipur,2018-2019,0.46
Odisha,2018-2019,143.55
Puducherry,2018-2019,0.66
Punjab,2018-2019,16.00
Rajasthan,2018-2019,1.55
Tamil Nadu,2018-2019,143.34
Telangana,2018-2019,7.00
Tripura,2018-2019,1.96
Uttar Pradesh,2018-2019,41.00
West Bengal,2018-2019,62.08
India,2018-2019,922.95
Andaman & Nicobar Islands,2019-2020,0.36
Andhra Pradesh,2019-2020,94.00
Assam,2019-2020,10.84
Bihar,2019-2020,158.29
Chhattisgarh,2019-2020,4.46
Gujarat,2019-2020,43.41
Karnataka,2019-2020,10.30
Madhya Pradesh,2019-2020,288.20
Odisha,2019-2020,169.36
Puducherry,2019-2020,0.63
Punjab,2019-2020,2.70
Rajasthan,2019-2020,3.52
Tamil Nadu,2019-2020,149.19
Telangana,2019-2020,6.00
Tripura,2019-2020,1.77
Uttar Pradesh,2019-2020,44.00
West Bengal,2019-2020,72.13
India,2019-2020,1059.16
Andaman & Nicobar Islands,2020-2021,0.23
Andhra Pradesh,2020-2021,94.00
Assam,2020-2021,10.91
Bihar,2020-2021,159.45
Chhattisgarh,2020-2021,4.12
Gujarat,2020-2021,63.06
Haryana,2020-2021,-
Karnataka,2020-2021,26.00
Madhya Pradesh,2020-2021,477.00
Odisha,2020-2021,175.65
Puducherry,2020-2021,0.61
Punjab,2020-2021,21.50
Rajasthan,2020-2021,3.76
Tamil Nadu,2020-2021,137.38
Telangana,2020-2021,13.00
Tripura,2020-2021,1.47
Uttar Pradesh,2020-2021,47.00
West Bengal,2020-2021,72.64
India,2020-2021,1307.78
Andaman & Nicobar Islands,2021-2022,0.23
Andhra Pradesh,2021-2022,89.00
Assam,2021-2022,11.77
Bihar,2021-2022,156.77
Chhattisgarh,2021-2022,2.51
Gujarat,2021-2022,70.23
Karnataka,2021-2022,18.00
Kerala,2021-2022,0.14
Madhya Pradesh,2021-2022,850.10
Maharashtra,2021-2022,24.75
Odisha,2021-2022,150.81
Puducherry,2021-2022,0.56
Punjab,2021-2022,52.00
Tamil Nadu,2021-2022,146.04
Telangana,2021-2022,15.00
Tripura,2021-2022,1.07
Uttar Pradesh,2021-2022,47.00
West Bengal,2021-2022,71.84
India,2021-2022,1707.82
