State,Year,Value
Himachal Pradesh,2001-2002,0.10
Jammu & Kashmir,2001-2002,3.70
Maharashtra,2001-2002,41.00
Punjab,2001-2002,0.30
Rajasthan,2001-2002,1304.10
Uttar Pradesh,2001-2002,0.30
India,2001-2002,1392.90
Gujarat,2002-2003,37.90
Haryana,2002-2003,2.30
Himachal Pradesh,2002-2003,0.10
Jammu & Kashmir,2002-2003,3.50
Maharashtra,2002-2003,45.60
Punjab,2002-2003,0.30
Rajasthan,2002-2003,430.70
Uttar Pradesh,2002-2003,0.30
India,2002-2003,520.70
Gujarat,2003-2004,47.20
Haryana,2003-2004,10.40
Himachal Pradesh,2003-2004,0.10
Jammu & Kashmir,2003-2004,2.50
Maharashtra,2003-2004,41.00
Punjab,2003-2004,0.60
Rajasthan,2003-2004,1491.90
Uttar Pradesh,2003-2004,0.50
India,2003-2004,1594.20
Gujarat,2004-2005,41.00
Haryana,2004-2005,2.40
Himachal Pradesh,2004-2005,0.10
Jammu & Kashmir,2004-2005,2.70
Maharashtra,2004-2005,51.00
Punjab,2004-2005,0.30
Rajasthan,2004-2005,1436.30
Uttar Pradesh,2004-2005,0.30
India,2004-2005,1534.10
Gujarat,2005-2006,41.00
Haryana,2005-2006,5.80
Jammu & Kashmir,2005-2006,2.80
Maharashtra,2005-2006,42.00
Punjab,2005-2006,0.10
Rajasthan,2005-2006,1227.80
Uttar Pradesh,2005-2006,0.30
India,2005-2006,1319.80
Gujarat,2006-2007,53.10
Haryana,2006-2007,6.00
Jammu & Kashmir,2006-2007,2.40
Maharashtra,2006-2007,47.00
Punjab,2006-2007,0.10
Rajasthan,2006-2007,1151.10
Uttar Pradesh,2006-2007,0.30
India,2006-2007,1260.00
Gujarat,2007-2008,50.00
Haryana,2007-2008,6.30
Himachal Pradesh,2007-2008,0.20
Jammu & Kashmir,2007-2008,2.70
Maharashtra,2007-2008,45.00
Punjab,2007-2008,-
Rajasthan,2007-2008,1251.80
Uttar Pradesh,2007-2008,-
India,2007-2008,1356.00
Gujarat,2008-2009,47.00
Haryana,2008-2009,3.10
Himachal Pradesh,2008-2009,0.90
Jammu & Kashmir,2008-2009,3.30
Maharashtra,2008-2009,23.00
Punjab,2008-2009,0.20
Rajasthan,2008-2009,1220.80
Uttar Pradesh,2008-2009,0.30
India,2008-2009,1298.60
Gujarat,2009-2010,22.00
Haryana,2009-2010,4.00
Himachal Pradesh,2009-2010,0.80
Jammu & Kashmir,2009-2010,3.30
Maharashtra,2009-2010,21.00
Punjab,2009-2010,0.20
Rajasthan,2009-2010,1272.80
Uttar Pradesh,2009-2010,0.30
India,2009-2010,1324.40
Gujarat,2010-2011,22.00
Haryana,2010-2011,8.00
Himachal Pradesh,2010-2011,1.30
Jammu & Kashmir,2010-2011,3.70
Maharashtra,2010-2011,22.00
Rajasthan,2010-2011,1593.40
India,2010-2011,1650.40
Gujarat,2011-2012,46.00
Haryana,2011-2012,1.00
Himachal Pradesh,2011-2012,1.10
Jammu & Kashmir,2011-2012,7.80
Rajasthan,2011-2012,1318.20
India,2011-2012,1374.10
Gujarat,2012-2013,14.00
Haryana,2012-2013,2.40
Himachal Pradesh,2012-2013,2.60
Jammu & Kashmir,2012-2013,8.10
Rajasthan,2012-2013,863.90
India,2012-2013,891.00
Gujarat,2013-2014,30.00
Haryana,2013-2014,0.30
Himachal Pradesh,2013-2014,0.00
Jammu & Kashmir,2013-2014,2.80
Rajasthan,2013-2014,927.30
India,2013-2014,960.40
Gujarat,2014-2015,10.00
Haryana,2014-2015,0.50
Himachal Pradesh,2014-2015,2.20
Jammu & Kashmir,2014-2015,1.90
Rajasthan,2014-2015,868.90
India,2014-2015,883.40
Gujarat,2015-2016,19.00
Haryana,2015-2016,0.40
Rajasthan,2015-2016,1087.90
India,2015-2016,1107.30
Gujarat,2016-2017,32.00
Haryana,2016-2017,0.70
Himachal Pradesh,2016-2017,0.03
Jammu & Kashmir,2016-2017,1.11
Rajasthan,2016-2017,1387.69
India,2016-2017,1421.53
Chhattisgarh,2017-2018,0.45
Gujarat,2017-2018,27.00
Haryana,2017-2018,0.90
Himachal Pradesh,2017-2018,0.02
Jammu & Kashmir,2017-2018,1.12
Rajasthan,2017-2018,1043.48
India,2017-2018,1072.97
