State,Year,Value
Dadra & Nagar Haveli  ,1974-1975,2.00
Haryana,1974-1975,11.00
Himachal Pradesh,1974-1975,24.00
Jammu & Kashmir,1974-1975,21.00
Karnataka,1974-1975,44.00
Kerala,1974-1975,3.00
Madhya Pradesh,1974-1975,620.00
Maharashtra,1974-1975,511.00
Puducherry,1974-1975,3.00
Punjab,1974-1975,26.00
Rajasthan,1974-1975,109.00
Tamil Nadu,1974-1975,96.00
Tripura,1974-1975,1.00
Uttar Pradesh,1974-1975,150.00
West Bengal,1974-1975,191.00
India,1974-1975,2169.00
Andhra Pradesh,1975-1976,188.00
Assam,1975-1976,46.00
Bihar,1975-1976,110.00
Dadra & Nagar Haveli  ,1975-1976,2.00
Haryana,1975-1976,8.00
Himachal Pradesh,1975-1976,26.00
Jammu & Kashmir,1975-1976,24.00
Karnataka,1975-1976,47.00
Kerala,1975-1976,3.00
Madhya Pradesh,1975-1976,632.00
Maharashtra,1975-1976,510.00
Puducherry,1975-1976,3.00
Punjab,1975-1976,24.00
Rajasthan,1975-1976,102.00
Tamil Nadu,1975-1976,92.00
Tripura,1975-1976,2.00
Uttar Pradesh,1975-1976,146.00
West Bengal,1975-1976,196.00
India,1975-1976,2161.00
Andhra Pradesh,1976-1977,177.00
Assam,1976-1977,49.00
Bihar,1976-1977,100.00
Dadra & Nagar Haveli  ,1976-1977,2.00
Haryana,1976-1977,8.00
Himachal Pradesh,1976-1977,25.00
Jammu & Kashmir,1976-1977,18.00
Karnataka,1976-1977,43.00
Madhya Pradesh,1976-1977,623.00
Maharashtra,1976-1977,496.00
Puducherry,1976-1977,3.00
Punjab,1976-1977,18.00
Rajasthan,1976-1977,91.00
Tamil Nadu,1976-1977,120.00
Tripura,1976-1977,2.00
Uttar Pradesh,1976-1977,134.00
West Bengal,1976-1977,164.00
India,1976-1977,2074.00
Andhra Pradesh,1977-1978,155.00
Assam,1977-1978,48.00
Bihar,1977-1978,110.00
Dadra & Nagar Haveli  ,1977-1978,2.00
Haryana,1977-1978,10.00
Himachal Pradesh,1977-1978,20.00
Jammu & Kashmir,1977-1978,23.00
Karnataka,1977-1978,47.00
Kerala,1977-1978,3.00
Madhya Pradesh,1977-1978,668.00
Maharashtra,1977-1978,503.00
Puducherry,1977-1978,4.00
Rajasthan,1977-1978,108.00
Tamil Nadu,1977-1978,146.00
Tripura,1977-1978,1.00
Uttar Pradesh,1977-1978,148.00
West Bengal,1977-1978,175.00
India,1977-1978,2172.00
Andhra Pradesh,1978-1979,227.00
Assam,1978-1979,48.00
Bihar,1978-1979,101.00
Dadra & Nagar Haveli  ,1978-1979,2.00
Haryana,1978-1979,8.00
Himachal Pradesh,1978-1979,24.00
Jammu & Kashmir,1978-1979,25.00
Karnataka,1978-1979,54.00
Kerala,1978-1979,3.00
Madhya Pradesh,1978-1979,686.00
Maharashtra,1978-1979,490.00
Puducherry,1978-1979,4.00
Punjab,1978-1979,22.00
Rajasthan,1978-1979,112.00
Tamil Nadu,1978-1979,167.00
Tripura,1978-1979,1.00
Uttar Pradesh,1978-1979,174.00
West Bengal,1978-1979,125.00
India,1978-1979,2274.00
Andhra Pradesh,1979-1980,244.00
Assam,1979-1980,46.00
Bihar,1979-1980,113.00
Dadra & Nagar Haveli  ,1979-1980,2.00
Haryana,1979-1980,10.00
Himachal Pradesh,1979-1980,10.00
Jammu & Kashmir,1979-1980,21.00
Karnataka,1979-1980,60.00
Kerala,1979-1980,3.00
Madhya Pradesh,1979-1980,705.00
Maharashtra,1979-1980,452.00
Odisha,1979-1980,382.00
Puducherry,1979-1980,4.00
Punjab,1979-1980,20.00
Rajasthan,1979-1980,128.00
Tamil Nadu,1979-1980,172.00
Tripura,1979-1980,1.00
Uttar Pradesh,1979-1980,204.00
West Bengal,1979-1980,142.00
India,1979-1980,2719.00
Andhra Pradesh,1980-1981,232.00
Assam,1980-1981,47.00
Bihar,1980-1981,120.00
Dadra & Nagar Haveli  ,1980-1981,2.00
Haryana,1980-1981,13.00
Himachal Pradesh,1980-1981,10.00
Jammu & Kashmir,1980-1981,23.00
Karnataka,1980-1981,55.00
Kerala,1980-1981,3.00
Madhya Pradesh,1980-1981,751.00
Maharashtra,1980-1981,475.00
Odisha,1980-1981,410.00
Puducherry,1980-1981,4.00
Punjab,1980-1981,21.00
Rajasthan,1980-1981,161.00
Tamil Nadu,1980-1981,168.00
Tripura,1980-1981,1.00
Uttar Pradesh,1980-1981,200.00
West Bengal,1980-1981,134.00
India,1980-1981,2830.00
Andhra Pradesh,1980-1981,219.00
Bihar,1980-1981,124.00
Dadra & Nagar Haveli  ,1980-1981,2.00
Haryana,1980-1981,10.00
Himachal Pradesh,1980-1981,15.00
Jammu & Kashmir,1980-1981,24.00
Karnataka,1980-1981,57.00
Kerala,1980-1981,3.00
Madhya Pradesh,1980-1981,755.00
Maharashtra,1980-1981,445.00
Odisha,1980-1981,434.00
Puducherry,1980-1981,2.00
Punjab,1980-1981,18.00
Rajasthan,1980-1981,148.00
Tamil Nadu,1980-1981,156.00
Tripura,1980-1981,1.00
Uttar Pradesh,1980-1981,227.00
West Bengal,1980-1981,136.00
India,1980-1981,2776.00
Andhra Pradesh,1981-1982,219.00
Bihar,1981-1982,124.00
Dadra & Nagar Haveli  ,1981-1982,2.00
Gujarat,1981-1982,10.00
Haryana,1981-1982,15.00
Himachal Pradesh,1981-1982,24.00
Jammu & Kashmir,1981-1982,57.00
Karnataka,1981-1982,3.00
Kerala,1981-1982,755.00
Madhya Pradesh,1981-1982,445.00
Maharashtra,1981-1982,434.00
Odisha,1981-1982,2.00
Punjab,1981-1982,18.00
Rajasthan,1981-1982,148.00
Tamil Nadu,1981-1982,156.00
Tripura,1981-1982,1.00
Uttar Pradesh,1981-1982,227.00
West Bengal,1981-1982,136.00
India,1981-1982,2776.00
Andhra Pradesh,1982-1983,217.00
Bihar,1982-1983,112.00
Dadra & Nagar Haveli  ,1982-1983,2.00
Gujarat,1982-1983,63.00
Haryana,1982-1983,8.00
Himachal Pradesh,1982-1983,6.00
Jammu & Kashmir,1982-1983,24.00
Karnataka,1982-1983,54.00
Kerala,1982-1983,3.00
Madhya Pradesh,1982-1983,749.00
Maharashtra,1982-1983,472.00
Odisha,1982-1983,438.00
Punjab,1982-1983,16.00
Rajasthan,1982-1983,143.00
Tamil Nadu,1982-1983,156.00
Tripura,1982-1983,1.00
Uttar Pradesh,1982-1983,188.00
West Bengal,1982-1983,118.00
India,1982-1983,2771.00
Andhra Pradesh,1983-1984,224.00
Bihar,1983-1984,113.00
Dadra & Nagar Haveli  ,1983-1984,2.00
Gujarat,1983-1984,65.00
Haryana,1983-1984,9.00
Himachal Pradesh,1983-1984,10.00
Jammu & Kashmir,1983-1984,25.00
Karnataka,1983-1984,55.00
Kerala,1983-1984,3.00
Madhya Pradesh,1983-1984,790.00
Maharashtra,1983-1984,536.00
Odisha,1983-1984,459.00
Puducherry,1983-1984,1.00
Punjab,1983-1984,14.00
Rajasthan,1983-1984,156.00
Sikkim,1983-1984,-
Tamil Nadu,1983-1984,230.00
Tripura,1983-1984,1.00
Uttar Pradesh,1983-1984,188.00
West Bengal,1983-1984,112.00
India,1983-1984,2997.00
Andhra Pradesh,1984-1985,235.00
Bihar,1984-1985,100.00
Dadra & Nagar Haveli  ,1984-1985,2.00
Gujarat,1984-1985,76.00
Haryana,1984-1985,5.00
Himachal Pradesh,1984-1985,23.00
Jammu & Kashmir,1984-1985,24.00
Karnataka,1984-1985,67.00
Kerala,1984-1985,3.00
Madhya Pradesh,1984-1985,771.00
Maharashtra,1984-1985,463.00
Odisha,1984-1985,469.00
Puducherry,1984-1985,3.00
Punjab,1984-1985,12.00
Rajasthan,1984-1985,158.00
Sikkim,1984-1985,-
Tamil Nadu,1984-1985,222.00
Tripura,1984-1985,1.00
Uttar Pradesh,1984-1985,188.00
West Bengal,1984-1985,80.00
India,1984-1985,2906.00
Andhra Pradesh,1985-1986,294.00
Bihar,1985-1986,99.00
Dadra & Nagar Haveli  ,1985-1986,2.00
Gujarat,1985-1986,81.00
Haryana,1985-1986,5.00
Himachal Pradesh,1985-1986,21.00
Jammu & Kashmir,1985-1986,23.00
Karnataka,1985-1986,72.00
Kerala,1985-1986,2.00
Madhya Pradesh,1985-1986,792.00
Maharashtra,1985-1986,454.00
Odisha,1985-1986,513.00
Puducherry,1985-1986,2.00
Punjab,1985-1986,13.00
Rajasthan,1985-1986,180.00
Sikkim,1985-1986,-
Tamil Nadu,1985-1986,332.00
Tripura,1985-1986,1.00
Uttar Pradesh,1985-1986,209.00
West Bengal,1985-1986,88.00
India,1985-1986,3187.00
Andhra Pradesh,1986-1987,315.00
Bihar,1986-1987,-
Dadra & Nagar Haveli  ,1986-1987,-
Gujarat,1986-1987,-
Haryana,1986-1987,-
Himachal Pradesh,1986-1987,-
Jammu & Kashmir,1986-1987,-
Karnataka,1986-1987,18.00
Kerala,1986-1987,-
Madhya Pradesh,1986-1987,65.00
Maharashtra,1986-1987,20.00
Odisha,1986-1987,331.00
Puducherry,1986-1987,2.00
Punjab,1986-1987,-
Rajasthan,1986-1987,-
Sikkim,1986-1987,-
Tamil Nadu,1986-1987,-
Tripura,1986-1987,-
Uttar Pradesh,1986-1987,-
West Bengal,1986-1987,82.00
India,1986-1987,833.00
Andhra Pradesh,1987-1988,391.20
Bihar,1987-1988,96.10
Dadra & Nagar Haveli  ,1987-1988,2.00
Gujarat,1987-1988,68.00
Haryana,1987-1988,3.30
Himachal Pradesh,1987-1988,19.40
Jammu & Kashmir,1987-1988,21.90
Karnataka,1987-1988,81.70
Kerala,1987-1988,1.90
Madhya Pradesh,1987-1988,706.40
Maharashtra,1987-1988,468.90
Odisha,1987-1988,524.00
Punjab,1987-1988,9.30
Rajasthan,1987-1988,124.00
Sikkim,1987-1988,6.00
Tamil Nadu,1987-1988,137.70
Tripura,1987-1988,1.80
Uttar Pradesh,1987-1988,253.50
West Bengal,1987-1988,97.50
India,1987-1988,3015.90
Andhra Pradesh,1988-1989,427.00
Bihar,1988-1989,104.00
Dadra & Nagar Haveli  ,1988-1989,2.00
Gujarat,1988-1989,91.00
Haryana,1988-1989,2.00
Himachal Pradesh,1988-1989,20.00
Karnataka,1988-1989,84.00
Kerala,1988-1989,2.00
Madhya Pradesh,1988-1989,663.00
Maharashtra,1988-1989,514.00
Odisha,1988-1989,527.00
Puducherry,1988-1989,1.00
Punjab,1988-1989,11.00
Rajasthan,1988-1989,140.00
Sikkim,1988-1989,7.00
Tamil Nadu,1988-1989,350.00
Tripura,1988-1989,2.00
Uttar Pradesh,1988-1989,264.00
West Bengal,1988-1989,109.00
India,1988-1989,3318.00
Andhra Pradesh,1991-1992,563.00
Assam,1991-1992,35.00
Bihar,1991-1992,83.00
Dadra & Nagar Haveli  ,1991-1992,2.00
Gujarat,1991-1992,117.00
Haryana,1991-1992,2.00
Himachal Pradesh,1991-1992,14.00
Jammu & Kashmir,1991-1992,21.00
Karnataka,1991-1992,116.00
Kerala,1991-1992,1.00
Madhya Pradesh,1991-1992,584.00
Maharashtra,1991-1992,416.00
Odisha,1991-1992,594.00
Puducherry,1991-1992,2.00
Punjab,1991-1992,7.00
Rajasthan,1991-1992,149.00
Sikkim,1991-1992,6.00
Tamil Nadu,1991-1992,315.00
Tripura,1991-1992,3.00
Uttar Pradesh,1991-1992,278.00
West Bengal,1991-1992,111.00
India,1991-1992,3418.00
Andhra Pradesh,1992-1993,530.60
Assam,1992-1993,33.00
Bihar,1992-1993,88.70
Dadra & Nagar Haveli  ,1992-1993,1.80
Gujarat,1992-1993,131.80
Haryana,1992-1993,2.30
Himachal Pradesh,1992-1993,13.90
Jammu & Kashmir,1992-1993,18.50
Karnataka,1992-1993,120.20
Kerala,1992-1993,1.40
Madhya Pradesh,1992-1993,569.80
Maharashtra,1992-1993,480.30
Odisha,1992-1993,149.20
Puducherry,1992-1993,2.50
Punjab,1992-1993,6.70
Rajasthan,1992-1993,157.80
Sikkim,1992-1993,4.60
Tamil Nadu,1992-1993,267.80
Tripura,1992-1993,2.30
Uttar Pradesh,1992-1993,314.30
West Bengal,1992-1993,125.10
India,1992-1993,3022.60
Andhra Pradesh,1993-1994,477.40
Assam,1993-1994,-
Bihar,1993-1994,81.60
Dadra & Nagar Haveli  ,1993-1994,1.10
Gujarat,1993-1994,121.80
Haryana,1993-1994,1.80
Himachal Pradesh,1993-1994,13.40
Jammu & Kashmir,1993-1994,17.90
Karnataka,1993-1994,113.20
Kerala,1993-1994,1.30
Madhya Pradesh,1993-1994,574.40
Maharashtra,1993-1994,506.40
Odisha,1993-1994,263.00
Puducherry,1993-1994,-
Punjab,1993-1994,5.60
Rajasthan,1993-1994,182.90
Sikkim,1993-1994,4.00
Tamil Nadu,1993-1994,216.30
Tripura,1993-1994,2.50
Uttar Pradesh,1993-1994,311.10
West Bengal,1993-1994,119.40
India,1993-1994,3049.70
Andhra Pradesh,1994-1995,464.70
Assam,1994-1995,33.90
Bihar,1994-1995,83.70
Dadra & Nagar Haveli  ,1994-1995,1.70
Gujarat,1994-1995,116.80
Haryana,1994-1995,2.00
Himachal Pradesh,1994-1995,12.50
Jammu & Kashmir,1994-1995,17.80
Karnataka,1994-1995,118.40
Kerala,1994-1995,1.30
Madhya Pradesh,1994-1995,506.50
Maharashtra,1994-1995,515.90
Odisha,1994-1995,160.60
Puducherry,1994-1995,2.70
Punjab,1994-1995,5.40
Rajasthan,1994-1995,147.10
Sikkim,1994-1995,4.10
Tamil Nadu,1994-1995,234.40
Tripura,1994-1995,1.90
Uttar Pradesh,1994-1995,266.90
West Bengal,1994-1995,103.70
India,1994-1995,2802.00
Andhra Pradesh,1995-1996,544.50
Assam,1995-1996,32.80
Bihar,1995-1996,73.90
Dadra & Nagar Haveli  ,1995-1996,1.40
Gujarat,1995-1996,120.30
Haryana,1995-1996,1.30
Himachal Pradesh,1995-1996,12.10
Jammu & Kashmir,1995-1996,15.90
Karnataka,1995-1996,127.00
Kerala,1995-1996,0.30
Madhya Pradesh,1995-1996,500.00
Maharashtra,1995-1996,501.10
Odisha,1995-1996,129.10
Puducherry,1995-1996,2.70
Punjab,1995-1996,6.20
Rajasthan,1995-1996,150.30
Sikkim,1995-1996,4.50
Tamil Nadu,1995-1996,204.40
Tripura,1995-1996,1.00
Uttar Pradesh,1995-1996,293.00
West Bengal,1995-1996,77.30
India,1995-1996,2799.60
Andaman & Nicobar Islands,1996-1997,2.00
Andhra Pradesh,1996-1997,525.00
Arunachal Pradesh,1996-1997,2.90
Assam,1996-1997,41.10
Bihar,1996-1997,81.20
Dadra & Nagar Haveli  ,1996-1997,1.20
Gujarat,1996-1997,134.00
Haryana,1996-1997,1.60
Himachal Pradesh,1996-1997,11.40
Jammu & Kashmir,1996-1997,15.10
Karnataka,1996-1997,148.90
Kerala,1996-1997,0.30
Madhya Pradesh,1996-1997,534.70
Maharashtra,1996-1997,545.50
Nagaland,1996-1997,6.50
Odisha,1996-1997,123.10
Puducherry,1996-1997,3.60
Punjab,1996-1997,6.30
Rajasthan,1996-1997,204.20
Sikkim,1996-1997,4.40
Tamil Nadu,1996-1997,204.60
Tripura,1996-1997,2.00
Uttar Pradesh,1996-1997,330.30
West Bengal,1996-1997,88.90
India,1996-1997,3007.40
Andaman & Nicobar Islands,1997-1998,2.40
Andhra Pradesh,1997-1998,502.00
Arunachal Pradesh,1997-1998,2.90
Assam,1997-1998,40.50
Bihar,1997-1998,72.60
Gujarat,1997-1998,131.40
Haryana,1997-1998,1.50
Himachal Pradesh,1997-1998,10.40
Jammu & Kashmir,1997-1998,14.70
Karnataka,1997-1998,146.80
Kerala,1997-1998,4.70
Madhya Pradesh,1997-1998,557.40
Maharashtra,1997-1998,538.40
Nagaland,1997-1998,8.00
Odisha,1997-1998,155.50
Puducherry,1997-1998,3.20
Punjab,1997-1998,5.10
Rajasthan,1997-1998,208.30
Sikkim,1997-1998,4.40
Tamil Nadu,1997-1998,218.20
Tripura,1997-1998,1.70
Uttar Pradesh,1997-1998,360.20
West Bengal,1997-1998,86.00
India,1997-1998,3064.40
Andaman & Nicobar Islands,1998-1999,0.70
Andhra Pradesh,1998-1999,430.00
Arunachal Pradesh,1998-1999,3.10
Assam,1998-1999,43.40
Bihar,1998-1999,69.90
Dadra & Nagar Haveli  ,1998-1999,1.50
Gujarat,1998-1999,125.20
Haryana,1998-1999,1.30
Himachal Pradesh,1998-1999,10.40
Jammu & Kashmir,1998-1999,14.50
Karnataka,1998-1999,142.70
Kerala,1998-1999,4.10
Madhya Pradesh,1998-1999,554.30
Maharashtra,1998-1999,546.10
Nagaland,1998-1999,7.00
Odisha,1998-1999,138.60
Punjab,1998-1999,4.20
Rajasthan,1998-1999,172.00
Sikkim,1998-1999,4.40
Tamil Nadu,1998-1999,226.10
Tripura,1998-1999,1.00
Uttar Pradesh,1998-1999,348.40
West Bengal,1998-1999,74.00
India,1998-1999,2916.00
Andaman & Nicobar Islands,1999-2000,0.90
Andhra Pradesh,1999-2000,460.70
Arunachal Pradesh,1999-2000,3.10
Bihar,1999-2000,70.60
Dadra & Nagar Haveli  ,1999-2000,1.50
Gujarat,1999-2000,109.30
Haryana,1999-2000,0.70
Himachal Pradesh,1999-2000,11.60
Jammu & Kashmir,1999-2000,15.40
Karnataka,1999-2000,130.00
Kerala,1999-2000,2.80
Madhya Pradesh,1999-2000,562.70
Maharashtra,1999-2000,566.10
Nagaland,1999-2000,8.50
Odisha,1999-2000,112.10
Puducherry,1999-2000,3.20
Punjab,1999-2000,4.10
Rajasthan,1999-2000,119.80
Sikkim,1999-2000,4.40
Tamil Nadu,1999-2000,308.90
Tripura,1999-2000,1.30
Uttar Pradesh,1999-2000,331.00
West Bengal,1999-2000,84.10
India,1999-2000,2939.40
Andaman & Nicobar Islands,2000-2001,0.70
Andhra Pradesh,2000-2001,554.80
Arunachal Pradesh,2000-2001,2.50
Assam,2000-2001,37.10
Bihar,2000-2001,32.00
Chhattisgarh,2000-2001,121.90
Dadra & Nagar Haveli  ,2000-2001,1.50
Gujarat,2000-2001,84.00
Haryana,2000-2001,1.20
Himachal Pradesh,2000-2001,11.00
Jammu & Kashmir,2000-2001,12.10
Jharkhand,2000-2001,40.00
Karnataka,2000-2001,145.60
Kerala,2000-2001,1.40
Madhya Pradesh,2000-2001,420.20
Maharashtra,2000-2001,574.00
Nagaland,2000-2001,8.00
Odisha,2000-2001,109.10
Puducherry,2000-2001,3.40
Punjab,2000-2001,3.50
Rajasthan,2000-2001,112.80
Sikkim,2000-2001,3.80
Tamil Nadu,2000-2001,275.60
Tripura,2000-2001,2.30
Uttar Pradesh,2000-2001,385.20
Uttarakhand,2000-2001,8.70
West Bengal,2000-2001,70.10
India,2000-2001,3011.30
Andaman & Nicobar Islands,2001-2002,0.40
Andhra Pradesh,2001-2002,627.00
Arunachal Pradesh,2001-2002,4.20
Bihar,2001-2002,37.50
Chhattisgarh,2001-2002,113.50
Dadra & Nagar Haveli  ,2001-2002,1.90
Gujarat,2001-2002,113.70
Haryana,2001-2002,1.30
Himachal Pradesh,2001-2002,10.00
Jammu & Kashmir,2001-2002,12.90
Jharkhand,2001-2002,3.90
Karnataka,2001-2002,162.50
Kerala,2001-2002,1.40
Madhya Pradesh,2001-2002,449.90
Maharashtra,2001-2002,600.00
Nagaland,2001-2002,10.00
Odisha,2001-2002,148.90
Punjab,2001-2002,4.50
Rajasthan,2001-2002,181.50
Sikkim,2001-2002,4.20
Tamil Nadu,2001-2002,289.10
Tripura,2001-2002,1.20
Uttar Pradesh,2001-2002,422.90
Uttarakhand,2001-2002,9.80
West Bengal,2001-2002,62.80
India,2001-2002,3303.00
Andaman & Nicobar Islands,2002-2003,1.30
Andhra Pradesh,2002-2003,694.30
Arunachal Pradesh,2002-2003,3.10
Assam,2002-2003,40.00
Bihar,2002-2003,25.10
Chhattisgarh,2002-2003,112.50
Dadra & Nagar Haveli  ,2002-2003,1.50
Gujarat,2002-2003,121.60
Haryana,2002-2003,2.40
Himachal Pradesh,2002-2003,10.50
Jammu & Kashmir,2002-2003,14.20
Jharkhand,2002-2003,56.90
Karnataka,2002-2003,165.50
Kerala,2002-2003,0.30
Madhya Pradesh,2002-2003,526.70
Maharashtra,2002-2003,645.40
Nagaland,2002-2003,8.00
Odisha,2002-2003,117.20
Puducherry,2002-2003,0.80
Punjab,2002-2003,3.90
Rajasthan,2002-2003,258.70
Sikkim,2002-2003,3.90
Tamil Nadu,2002-2003,203.80
Tripura,2002-2003,1.70
Uttar Pradesh,2002-2003,454.00
Uttarakhand,2002-2003,27.00
West Bengal,2002-2003,62.20
India,2002-2003,3550.10
Andaman & Nicobar Islands,2003-2004,0.70
Andhra Pradesh,2003-2004,438.00
Arunachal Pradesh,2003-2004,2.90
Assam,2003-2004,40.00
Bihar,2003-2004,24.20
Chhattisgarh,2003-2004,121.30
Dadra & Nagar Haveli  ,2003-2004,1.60
Gujarat,2003-2004,107.50
Haryana,2003-2004,2.40
Himachal Pradesh,2003-2004,10.50
Jammu & Kashmir,2003-2004,14.60
Jharkhand,2003-2004,74.10
Karnataka,2003-2004,140.60
Kerala,2003-2004,0.10
Madhya Pradesh,2003-2004,619.00
Maharashtra,2003-2004,612.00
Nagaland,2003-2004,11.00
Odisha,2003-2004,136.00
Puducherry,2003-2004,1.20
Punjab,2003-2004,5.20
Rajasthan,2003-2004,239.60
Sikkim,2003-2004,3.90
Tamil Nadu,2003-2004,185.80
Tripura,2003-2004,1.70
Uttar Pradesh,2003-2004,556.50
Uttarakhand,2003-2004,22.00
West Bengal,2003-2004,66.30
India,2003-2004,3424.10
Andaman & Nicobar Islands,2004-2005,0.70
Andhra Pradesh,2004-2005,427.50
Arunachal Pradesh,2004-2005,3.30
Assam,2004-2005,37.30
Bihar,2004-2005,24.00
Chhattisgarh,2004-2005,120.40
Dadra & Nagar Haveli  ,2004-2005,1.60
Gujarat,2004-2005,96.00
Haryana,2004-2005,3.80
Himachal Pradesh,2004-2005,10.10
Jammu & Kashmir,2004-2005,14.30
Jharkhand,2004-2005,68.60
Karnataka,2004-2005,132.00
Kerala,2004-2005,0.10
Madhya Pradesh,2004-2005,563.40
Maharashtra,2004-2005,537.60
Nagaland,2004-2005,9.50
Odisha,2004-2005,124.60
Puducherry,2004-2005,1.70
Punjab,2004-2005,3.40
Rajasthan,2004-2005,146.20
Sikkim,2004-2005,4.00
Tamil Nadu,2004-2005,234.30
Tripura,2004-2005,1.60
Uttar Pradesh,2004-2005,534.90
Uttarakhand,2004-2005,23.00
West Bengal,2004-2005,58.90
India,2004-2005,3169.30
Andaman & Nicobar Islands,2005-2006,0.80
Andhra Pradesh,2005-2006,421.20
Arunachal Pradesh,2005-2006,3.20
Assam,2005-2006,35.40
Bihar,2005-2006,25.20
Chhattisgarh,2005-2006,119.60
Dadra & Nagar Haveli  ,2005-2006,1.60
Gujarat,2005-2006,95.90
Haryana,2005-2006,2.30
Himachal Pradesh,2005-2006,11.30
Jammu & Kashmir,2005-2006,15.50
Jharkhand,2005-2006,72.20
Karnataka,2005-2006,112.00
Kerala,2005-2006,0.70
Madhya Pradesh,2005-2006,449.70
Maharashtra,2005-2006,480.00
Nagaland,2005-2006,6.60
Odisha,2005-2006,133.30
Puducherry,2005-2006,1.70
Punjab,2005-2006,2.80
Rajasthan,2005-2006,138.50
Sikkim,2005-2006,4.00
Tamil Nadu,2005-2006,215.50
Tripura,2005-2006,1.70
Uttar Pradesh,2005-2006,538.60
Uttarakhand,2005-2006,33.00
West Bengal,2005-2006,57.10
India,2005-2006,2968.80
Andaman & Nicobar Islands,2006-2007,0.60
Andhra Pradesh,2006-2007,498.00
Arunachal Pradesh,2006-2007,3.20
Assam,2006-2007,37.00
Bihar,2006-2007,25.50
Chhattisgarh,2006-2007,118.80
Dadra & Nagar Haveli  ,2006-2007,1.60
Gujarat,2006-2007,91.00
Haryana,2006-2007,2.00
Himachal Pradesh,2006-2007,11.50
Jammu & Kashmir,2006-2007,13.80
Jharkhand,2006-2007,91.80
Karnataka,2006-2007,145.00
Kerala,2006-2007,1.00
Madhya Pradesh,2006-2007,442.20
Maharashtra,2006-2007,502.30
Nagaland,2006-2007,11.00
Odisha,2006-2007,125.90
Puducherry,2006-2007,1.70
Punjab,2006-2007,3.30
Rajasthan,2006-2007,107.70
Sikkim,2006-2007,4.00
Tamil Nadu,2006-2007,251.00
Tripura,2006-2007,1.80
Uttar Pradesh,2006-2007,529.00
West Bengal,2006-2007,60.80
India,2006-2007,3066.70
Andaman & Nicobar Islands,2007-2008,2.10
Andhra Pradesh,2007-2008,503.00
Arunachal Pradesh,2007-2008,3.20
Assam,2007-2008,38.00
Bihar,2007-2008,24.30
Chhattisgarh,2007-2008,113.50
Dadra & Nagar Haveli  ,2007-2008,1.60
Gujarat,2007-2008,104.00
Haryana,2007-2008,2.00
Himachal Pradesh,2007-2008,12.30
Jammu & Kashmir,2007-2008,15.40
Jharkhand,2007-2008,97.50
Karnataka,2007-2008,162.00
Kerala,2007-2008,1.00
Madhya Pradesh,2007-2008,472.70
Maharashtra,2007-2008,580.00
Nagaland,2007-2008,11.00
Odisha,2007-2008,149.00
Puducherry,2007-2008,2.00
Punjab,2007-2008,3.50
Rajasthan,2007-2008,144.70
Sikkim,2007-2008,7.50
Tamil Nadu,2007-2008,307.70
