State,Year,Value
Chhattisgarh,2000-2001,14.00
Gujarat,2000-2001,153.00
Haryana,2000-2001,10.00
Jammu & Kashmir,2000-2001,2.00
Jharkhand,2000-2001,1.00
Karnataka,2000-2001,451.00
Kerala,2000-2001,2.00
Madhya Pradesh,2000-2001,90.00
Maharashtra,2000-2001,714.00
Odisha,2000-2001,147.00
Puducherry,2000-2001,3.00
Punjab,2000-2001,30.00
Rajasthan,2000-2001,458.00
Tamil Nadu,2000-2001,127.00
Tripura,2000-2001,2.00
Uttar Pradesh,2000-2001,82.00
West Bengal,2000-2001,11.00
India,2000-2001,3008.00
Andhra Pradesh,2001-2002,476.00
Assam,2001-2002,8.00
Bihar,2001-2002,181.00
Chhattisgarh,2001-2002,16.00
Gujarat,2001-2002,171.00
Haryana,2001-2002,15.00
Jammu & Kashmir,2001-2002,2.00
Karnataka,2001-2002,258.00
Kerala,2001-2002,2.00
Madhya Pradesh,2001-2002,86.00
Maharashtra,2001-2002,723.00
Odisha,2001-2002,213.00
Punjab,2001-2002,23.00
Rajasthan,2001-2002,702.00
Tamil Nadu,2001-2002,129.00
Tripura,2001-2002,1.00
Uttar Pradesh,2001-2002,72.00
West Bengal,2001-2002,11.00
India,2001-2002,3087.00
Andhra Pradesh,2002-2003,473.00
Assam,2002-2003,7.00
Bihar,2002-2003,196.00
Chhattisgarh,2002-2003,16.00
Gujarat,2002-2003,144.00
Haryana,2002-2003,23.00
Jammu & Kashmir,2002-2003,3.00
Jharkhand,2002-2003,10.00
Karnataka,2002-2003,413.00
Madhya Pradesh,2002-2003,86.00
Maharashtra,2002-2003,774.00
Odisha,2002-2003,168.00
Punjab,2002-2003,16.00
Rajasthan,2002-2003,515.00
Tamil Nadu,2002-2003,108.00
Tripura,2002-2003,1.00
Uttar Pradesh,2002-2003,54.00
West Bengal,2002-2003,10.00
India,2002-2003,3015.00
Andhra Pradesh,2003-2004,681.00
Assam,2003-2004,8.00
Bihar,2003-2004,190.00
Chhattisgarh,2003-2004,18.00
Gujarat,2003-2004,212.00
Haryana,2003-2004,25.00
Jammu & Kashmir,2003-2004,2.00
Jharkhand,2003-2004,13.00
Karnataka,2003-2004,273.00
Madhya Pradesh,2003-2004,92.00
Maharashtra,2003-2004,711.00
Odisha,2003-2004,257.00
Puducherry,2003-2004,1.00
Punjab,2003-2004,19.00
Rajasthan,2003-2004,829.00
Tamil Nadu,2003-2004,126.00
Tripura,2003-2004,1.00
Uttar Pradesh,2003-2004,85.00
West Bengal,2003-2004,11.00
India,2003-2004,3548.00
Andhra Pradesh,2004-2005,454.00
Assam,2004-2005,8.00
Bihar,2004-2005,183.00
Chhattisgarh,2004-2005,17.00
Gujarat,2004-2005,177.00
Haryana,2004-2005,30.00
Jammu & Kashmir,2004-2005,2.00
Jharkhand,2004-2005,12.00
Karnataka,2004-2005,523.00
Madhya Pradesh,2004-2005,89.00
Maharashtra,2004-2005,664.00
Odisha,2004-2005,195.00
Puducherry,2004-2005,2.00
Punjab,2004-2005,15.00
Rajasthan,2004-2005,755.00
Tamil Nadu,2004-2005,123.00
Tripura,2004-2005,1.00
Uttar Pradesh,2004-2005,86.00
West Bengal,2004-2005,12.00
India,2004-2005,3341.00
Andhra Pradesh,2005-2006,385.00
Assam,2005-2006,8.00
Bihar,2005-2006,182.00
Chhattisgarh,2005-2006,17.00
Gujarat,2005-2006,200.00
Haryana,2005-2006,14.00
Jammu & Kashmir,2005-2006,2.00
Jharkhand,2005-2006,12.00
Karnataka,2005-2006,400.00
Kerala,2005-2006,1.00
Madhya Pradesh,2005-2006,80.00
Maharashtra,2005-2006,546.00
Odisha,2005-2006,257.00
Puducherry,2005-2006,2.00
Punjab,2005-2006,12.00
Rajasthan,2005-2006,800.00
Tamil Nadu,2005-2006,137.00
Tripura,2005-2006,1.00
Uttar Pradesh,2005-2006,69.00
West Bengal,2005-2006,12.00
India,2005-2006,3109.00
Andhra Pradesh,2006-2007,394.00
Assam,2006-2007,7.00
Bihar,2006-2007,179.00
Chhattisgarh,2006-2007,17.00
Gujarat,2006-2007,296.00
Haryana,2006-2007,17.00
Himachal Pradesh,2006-2007,1.00
Jammu & Kashmir,2006-2007,2.00
Jharkhand,2006-2007,19.00
Karnataka,2006-2007,448.00
Kerala,2006-2007,1.00
Madhya Pradesh,2006-2007,80.00
Maharashtra,2006-2007,585.00
Odisha,2006-2007,235.00
Puducherry,2006-2007,2.00
Punjab,2006-2007,12.00
Rajasthan,2006-2007,756.00
Tamil Nadu,2006-2007,134.00
Tripura,2006-2007,1.00
Uttar Pradesh,2006-2007,78.00
West Bengal,2006-2007,13.00
India,2006-2007,3194.00
Andhra Pradesh,2007-2008,438.00
Assam,2007-2008,8.00
Bihar,2007-2008,172.00
Chhattisgarh,2007-2008,16.00
Gujarat,2007-2008,219.00
Haryana,2007-2008,18.00
Himachal Pradesh,2007-2008,1.00
Jammu & Kashmir,2007-2008,1.00
Jharkhand,2007-2008,15.00
Karnataka,2007-2008,530.00
Kerala,2007-2008,1.00
Madhya Pradesh,2007-2008,80.00
Maharashtra,2007-2008,674.00
Odisha,2007-2008,267.00
Puducherry,2007-2008,2.00
Punjab,2007-2008,12.00
Rajasthan,2007-2008,1060.00
Tamil Nadu,2007-2008,159.00
Uttar Pradesh,2007-2008,63.00
West Bengal,2007-2008,2.00
India,2007-2008,3727.00
Andhra Pradesh,2008-2009,320.00
Assam,2008-2009,6.00
Bihar,2008-2009,171.00
Chhattisgarh,2008-2009,16.00
Gujarat,2008-2009,174.00
Haryana,2008-2009,15.00
Jammu & Kashmir,2008-2009,1.00
Jharkhand,2008-2009,15.00
Karnataka,2008-2009,274.00
Kerala,2008-2009,1.00
Madhya Pradesh,2008-2009,79.00
Maharashtra,2008-2009,436.00
Odisha,2008-2009,234.00
Puducherry,2008-2009,1.00
Punjab,2008-2009,9.00
Rajasthan,2008-2009,886.00
Tamil Nadu,2008-2009,139.00
Uttar Pradesh,2008-2009,65.00
West Bengal,2008-2009,14.00
India,2008-2009,2843.00
Andhra Pradesh,2009-2010,306.00
Assam,2009-2010,7.00
Bihar,2009-2010,163.00
Chhattisgarh,2009-2010,9.00
Gujarat,2009-2010,186.00
Haryana,2009-2010,13.00
Jammu & Kashmir,2009-2010,1.00
Jharkhand,2009-2010,14.00
Karnataka,2009-2010,379.00
Kerala,2009-2010,1.00
Madhya Pradesh,2009-2010,84.00
Maharashtra,2009-2010,438.00
Odisha,2009-2010,290.00
Puducherry,2009-2010,1.00
Punjab,2009-2010,7.00
Rajasthan,2009-2010,923.00
Tamil Nadu,2009-2010,138.00
Uttar Pradesh,2009-2010,106.00
West Bengal,2009-2010,17.00
India,2009-2010,3091.00
Andhra Pradesh,2010-2011,167.00
Assam,2010-2011,9.00
Bihar,2010-2011,172.00
Chhattisgarh,2010-2011,16.00
Gujarat,2010-2011,279.00
Haryana,2010-2011,22.00
Jammu & Kashmir,2010-2011,1.00
Jharkhand,2010-2011,47.00
Karnataka,2010-2011,402.00
Madhya Pradesh,2010-2011,99.00
Maharashtra,2010-2011,558.00
Odisha,2010-2011,288.00
Puducherry,2010-2011,2.00
Punjab,2010-2011,8.00
Rajasthan,2010-2011,1050.00
Tamil Nadu,2010-2011,172.00
Telangana,2010-2011,211.00
Uttar Pradesh,2010-2011,89.00
West Bengal,2010-2011,18.00
India,2010-2011,3610.00
Andhra Pradesh,2011-2012,136.00
Assam,2011-2012,7.00
Bihar,2011-2012,155.00
Chhattisgarh,2011-2012,17.00
Gujarat,2011-2012,266.00
Haryana,2011-2012,66.00
Jammu & Kashmir,2011-2012,2.00
Jharkhand,2011-2012,15.00
Karnataka,2011-2012,293.00
Madhya Pradesh,2011-2012,88.00
Maharashtra,2011-2012,436.00
Odisha,2011-2012,214.00
Punjab,2011-2012,7.00
Rajasthan,2011-2012,1281.00
Tamil Nadu,2011-2012,164.00
Telangana,2011-2012,147.00
Uttar Pradesh,2011-2012,73.00
West Bengal,2011-2012,18.00
India,2011-2012,3387.00
Andhra Pradesh,2012-2013,128.00
Assam,2012-2013,10.00
Bihar,2012-2013,156.00
Chhattisgarh,2012-2013,18.00
Gujarat,2012-2013,115.00
Haryana,2012-2013,88.00
Jammu & Kashmir,2012-2013,2.00
Jharkhand,2012-2013,27.00
Karnataka,2012-2013,175.00
Madhya Pradesh,2012-2013,88.00
Maharashtra,2012-2013,435.00
Odisha,2012-2013,281.00
Puducherry,2012-2013,1.00
Punjab,2012-2013,55.00
Rajasthan,2012-2013,790.00
Tamil Nadu,2012-2013,118.00
Telangana,2012-2013,150.00
Uttar Pradesh,2012-2013,78.00
West Bengal,2012-2013,3.00
India,2012-2013,2719.00
Andhra Pradesh,2013-2014,134.26
Bihar,2013-2014,155.05
Chhattisgarh,2013-2014,14.30
Gujarat,2013-2014,183.00
Haryana,2013-2014,53.80
Karnataka,2013-2014,320.00
Madhya Pradesh,2013-2014,316.40
Maharashtra,2013-2014,431.00
Manipur,2013-2014,0.44
Odisha,2013-2014,251.99
Puducherry,2013-2014,0.59
Punjab,2013-2014,36.60
Tamil Nadu,2013-2014,195.28
Telangana,2013-2014,125.74
Tripura,2013-2014,0.90
Uttar Pradesh,2013-2014,79.00
West Bengal,2013-2014,33.43
India,2013-2014,3382.95
Andhra Pradesh,2014-2015,171.00
Bihar,2014-2015,167.72
Chhattisgarh,2014-2015,14.90
Gujarat,2014-2015,117.00
Haryana,2014-2015,6.50
Karnataka,2014-2015,263.00
Madhya Pradesh,2014-2015,261.00
Maharashtra,2014-2015,315.00
Manipur,2014-2015,0.45
Odisha,2014-2015,295.40
Puducherry,2014-2015,1.08
Punjab,2014-2015,39.60
Tamil Nadu,2014-2015,229.56
Telangana,2014-2015,88.00
Tripura,2014-2015,1.15
Uttar Pradesh,2014-2015,88.00
West Bengal,2014-2015,31.73
India,2014-2015,3019.48
Andhra Pradesh,2015-2016,212.00
Bihar,2015-2016,169.22
Chhattisgarh,2015-2016,15.80
Gujarat,2015-2016,129.00
Haryana,2015-2016,43.40
Karnataka,2015-2016,348.00
Madhya Pradesh,2015-2016,295.00
Maharashtra,2015-2016,366.00
Manipur,2015-2016,0.50
Odisha,2015-2016,289.79
Puducherry,2015-2016,1.00
Punjab,2015-2016,34.40
Tamil Nadu,2015-2016,238.84
Telangana,2015-2016,111.00
Tripura,2015-2016,3.23
Uttar Pradesh,2015-2016,111.00
West Bengal,2015-2016,57.29
India,2015-2016,3827.70
Andhra Pradesh,2016-2017,134.00
Bihar,2016-2017,172.23
Chhattisgarh,2016-2017,19.50
Gujarat,2016-2017,179.00
Haryana,2016-2017,27.20
Karnataka,2016-2017,419.70
Madhya Pradesh,2016-2017,487.00
Maharashtra,2016-2017,444.30
Manipur,2016-2017,0.46
Odisha,2016-2017,326.17
Puducherry,2016-2017,0.77
Punjab,2016-2017,24.00
Tamil Nadu,2016-2017,165.97
Telangana,2016-2017,146.00
Tripura,2016-2017,3.43
Uttar Pradesh,2016-2017,92.00
West Bengal,2016-2017,4.00
India,2016-2017,4326.80
Andhra Pradesh,2017-2018,139.00
Bihar,2017-2018,177.38
Chhattisgarh,2017-2018,17.55
Gujarat,2017-2018,152.00
Haryana,2017-2018,29.60
Karnataka,2017-2018,396.70
Madhya Pradesh,2017-2018,434.00
Maharashtra,2017-2018,432.00
Manipur,2017-2018,0.45
Odisha,2017-2018,236.01
Puducherry,2017-2018,0.64
Punjab,2017-2018,21.50
Tamil Nadu,2017-2018,180.59
Telangana,2017-2018,99.00
Tripura,2017-2018,4.79
Uttar Pradesh,2017-2018,87.00
West Bengal,2017-2018,72.30
India,2017-2018,4242.29
Andhra Pradesh,2018-2019,121.00
Bihar,2018-2019,169.63
Chhattisgarh,2018-2019,13.54
Gujarat,2018-2019,86.84
Haryana,2018-2019,19.10
Karnataka,2018-2019,421.04
Madhya Pradesh,2018-2019,291.00
Maharashtra,2018-2019,481.10
Manipur,2018-2019,0.46
Odisha,2018-2019,216.65
Puducherry,2018-2019,0.67
Punjab,2018-2019,19.20
Rajasthan,2018-2019,2466.78
Tamil Nadu,2018-2019,170.32
Telangana,2018-2019,73.00
Tripura,2018-2019,4.04
Uttar Pradesh,2018-2019,92.00
West Bengal,2018-2019,64.68
India,2018-2019,4754.96
Andhra Pradesh,2019-2020,107.00
Bihar,2019-2020,165.67
Chhattisgarh,2019-2020,10.64
Gujarat,2019-2020,134.92
Haryana,2019-2020,20.17
Karnataka,2019-2020,382.30
Madhya Pradesh,2019-2020,334.20
Maharashtra,2019-2020,386.79
Manipur,2019-2020,0.43
Odisha,2019-2020,240.14
Puducherry,2019-2020,0.65
Punjab,2019-2020,25.40
Rajasthan,2019-2020,2326.52
Tamil Nadu,2019-2020,171.94
Telangana,2019-2020,66.00
Tripura,2019-2020,4.03
Uttar Pradesh,2019-2020,93.00
West Bengal,2019-2020,74.38
India,2019-2020,4580.54
Andhra Pradesh,2020-2021,105.00
Bihar,2020-2021,166.43
Chhattisgarh,2020-2021,8.06
Gujarat,2020-2021,154.69
Haryana,2020-2021,45.96
Karnataka,2020-2021,453.00
Madhya Pradesh,2020-2021,544.00
Manipur,2020-2021,0.49
Odisha,2020-2021,235.37
Puducherry,2020-2021,0.61
Punjab,2020-2021,24.10
Rajasthan,2020-2021,2553.05
Tamil Nadu,2020-2021,160.56
Telangana,2020-2021,75.00
Tripura,2020-2021,2.92
Uttar Pradesh,2020-2021,86.00
West Bengal,2020-2021,74.72
India,2020-2021,5130.17
Andhra Pradesh,2021-2022,97.00
Bihar,2021-2022,163.50
Chhattisgarh,2021-2022,5.87
Gujarat,2021-2022,169.03
Haryana,2021-2022,79.24
Karnataka,2021-2022,419.00
Kerala,2021-2022,0.14
Madhya Pradesh,2021-2022,938.10
Maharashtra,2021-2022,402.85
Manipur,2021-2022,0.49
Odisha,2021-2022,249.64
Puducherry,2021-2022,0.56
Punjab,2021-2022,54.10
Rajasthan,2021-2022,2560.67
Tamil Nadu,2021-2022,164.19
Telangana,2021-2022,51.00
Tripura,2021-2022,2.08
Uttar Pradesh,2021-2022,85.00
West Bengal,2021-2022,73.78
India,2021-2022,5550.53
