State,Year,Value
Madhya Pradesh,1978-1979,620.00
Maharashtra,1978-1979,453.00
Punjab,1978-1979,22.00
Rajasthan,1978-1979,112.00
Tamil Nadu,1978-1979,167.00
Tripura,1978-1979,1.00
Uttar Pradesh,1978-1979,174.00
West Bengal,1978-1979,23.00
India,1978-1979,1831.00
Andhra Pradesh,1979-1980,55.00
Bihar,1979-1980,113.00
Dadra & Nagar Haveli  ,1979-1980,2.00
Haryana,1979-1980,10.00
Himachal Pradesh,1979-1980,10.00
Jammu & Kashmir,1979-1980,21.00
Karnataka,1979-1980,54.00
Kerala,1979-1980,3.00
Madhya Pradesh,1979-1980,658.00
Maharashtra,1979-1980,428.00
Odisha,1979-1980,84.00
Punjab,1979-1980,20.00
Rajasthan,1979-1980,128.00
Tamil Nadu,1979-1980,172.00
Tripura,1979-1980,1.00
Uttar Pradesh,1979-1980,204.00
West Bengal,1979-1980,33.00
India,1979-1980,1996.00
Andhra Pradesh,1980-1981,51.00
Bihar,1980-1981,120.00
Dadra & Nagar Haveli  ,1980-1981,2.00
Haryana,1980-1981,13.00
Himachal Pradesh,1980-1981,10.00
Jammu & Kashmir,1980-1981,23.00
Karnataka,1980-1981,52.00
Kerala,1980-1981,3.00
Madhya Pradesh,1980-1981,656.00
Maharashtra,1980-1981,456.00
Odisha,1980-1981,102.00
Punjab,1980-1981,21.00
Rajasthan,1980-1981,161.00
Tamil Nadu,1980-1981,168.00
Tripura,1980-1981,1.00
Uttar Pradesh,1980-1981,200.00
West Bengal,1980-1981,31.00
India,1980-1981,2071.00
Andhra Pradesh,1980-1981,47.00
Bihar,1980-1981,124.00
Dadra & Nagar Haveli  ,1980-1981,2.00
Haryana,1980-1981,10.00
Himachal Pradesh,1980-1981,15.00
Jammu & Kashmir,1980-1981,24.00
Karnataka,1980-1981,50.00
Kerala,1980-1981,3.00
Madhya Pradesh,1980-1981,639.00
Maharashtra,1980-1981,411.00
Odisha,1980-1981,126.00
Punjab,1980-1981,18.00
Rajasthan,1980-1981,148.00
Tamil Nadu,1980-1981,156.00
Tripura,1980-1981,1.00
Uttar Pradesh,1980-1981,227.00
West Bengal,1980-1981,38.00
India,1980-1981,2039.00
Andhra Pradesh,1981-1982,47.00
Bihar,1981-1982,124.00
Dadra & Nagar Haveli  ,1981-1982,2.00
Gujarat,1981-1982,10.00
Haryana,1981-1982,15.00
Himachal Pradesh,1981-1982,24.00
Jammu & Kashmir,1981-1982,50.00
Karnataka,1981-1982,3.00
Kerala,1981-1982,639.00
Madhya Pradesh,1981-1982,411.00
Maharashtra,1981-1982,126.00
Punjab,1981-1982,18.00
Rajasthan,1981-1982,148.00
Tamil Nadu,1981-1982,156.00
Tripura,1981-1982,1.00
Uttar Pradesh,1981-1982,227.00
West Bengal,1981-1982,38.00
India,1981-1982,2039.00
Andhra Pradesh,1982-1983,44.00
Bihar,1982-1983,112.00
Dadra & Nagar Haveli  ,1982-1983,2.00
Gujarat,1982-1983,63.00
Haryana,1982-1983,8.00
Himachal Pradesh,1982-1983,6.00
Jammu & Kashmir,1982-1983,24.00
Karnataka,1982-1983,48.00
Kerala,1982-1983,3.00
Madhya Pradesh,1982-1983,645.00
Maharashtra,1982-1983,450.00
Odisha,1982-1983,152.00
Punjab,1982-1983,16.00
Rajasthan,1982-1983,143.00
Tamil Nadu,1982-1983,156.00
Tripura,1982-1983,1.00
Uttar Pradesh,1982-1983,188.00
West Bengal,1982-1983,35.00
India,1982-1983,2095.00
Andhra Pradesh,1983-1984,47.00
Bihar,1983-1984,113.00
Dadra & Nagar Haveli  ,1983-1984,2.00
Gujarat,1983-1984,65.00
Haryana,1983-1984,9.00
Himachal Pradesh,1983-1984,10.00
Jammu & Kashmir,1983-1984,25.00
Karnataka,1983-1984,47.00
Kerala,1983-1984,3.00
Madhya Pradesh,1983-1984,684.00
Maharashtra,1983-1984,503.00
Odisha,1983-1984,173.00
Punjab,1983-1984,14.00
Rajasthan,1983-1984,156.00
Sikkim,1983-1984,4.00
Tamil Nadu,1983-1984,230.00
Tripura,1983-1984,1.00
Uttar Pradesh,1983-1984,188.00
West Bengal,1983-1984,39.00
India,1983-1984,2313.00
Andhra Pradesh,1984-1985,43.00
Bihar,1984-1985,100.00
Dadra & Nagar Haveli  ,1984-1985,2.00
Gujarat,1984-1985,76.00
Haryana,1984-1985,5.00
Himachal Pradesh,1984-1985,23.00
Jammu & Kashmir,1984-1985,24.00
Karnataka,1984-1985,49.00
Kerala,1984-1985,2.00
Madhya Pradesh,1984-1985,676.00
Maharashtra,1984-1985,443.00
Odisha,1984-1985,161.00
Punjab,1984-1985,12.00
Rajasthan,1984-1985,158.00
Sikkim,1984-1985,4.00
Tamil Nadu,1984-1985,222.00
Tripura,1984-1985,1.00
Uttar Pradesh,1984-1985,189.00
West Bengal,1984-1985,33.00
India,1984-1985,2223.00
Andhra Pradesh,1985-1986,42.00
Bihar,1985-1986,99.00
Dadra & Nagar Haveli  ,1985-1986,2.00
Gujarat,1985-1986,81.00
Haryana,1985-1986,4.00
Himachal Pradesh,1985-1986,21.00
Jammu & Kashmir,1985-1986,23.00
Karnataka,1985-1986,57.00
Kerala,1985-1986,2.00
Madhya Pradesh,1985-1986,701.00
Maharashtra,1985-1986,433.00
Odisha,1985-1986,197.00
Punjab,1985-1986,13.00
Rajasthan,1985-1986,180.00
Sikkim,1985-1986,4.00
Tamil Nadu,1985-1986,332.00
Tripura,1985-1986,1.00
Uttar Pradesh,1985-1986,209.00
West Bengal,1985-1986,36.00
India,1985-1986,2436.00
Andhra Pradesh,1986-1987,55.00
Bihar,1986-1987,107.00
Dadra & Nagar Haveli  ,1986-1987,2.00
Gujarat,1986-1987,82.00
Haryana,1986-1987,3.00
Himachal Pradesh,1986-1987,20.00
Jammu & Kashmir,1986-1987,23.00
Karnataka,1986-1987,54.00
Kerala,1986-1987,2.00
Madhya Pradesh,1986-1987,693.00
Maharashtra,1986-1987,436.00
Odisha,1986-1987,204.00
Punjab,1986-1987,12.00
Rajasthan,1986-1987,187.00
Sikkim,1986-1987,4.00
Tamil Nadu,1986-1987,223.00
Tripura,1986-1987,1.00
Uttar Pradesh,1986-1987,202.00
West Bengal,1986-1987,12.00
India,1986-1987,2320.00
Andhra Pradesh,1987-1988,55.20
Bihar,1987-1988,96.10
Dadra & Nagar Haveli  ,1987-1988,2.00
Gujarat,1987-1988,68.00
Haryana,1987-1988,3.30
Himachal Pradesh,1987-1988,19.40
Jammu & Kashmir,1987-1988,21.90
Karnataka,1987-1988,62.50
Kerala,1987-1988,1.90
Madhya Pradesh,1987-1988,651.90
Maharashtra,1987-1988,452.90
Odisha,1987-1988,179.10
Punjab,1987-1988,9.30
Rajasthan,1987-1988,124.00
Sikkim,1987-1988,6.00
Tamil Nadu,1987-1988,137.70
Tripura,1987-1988,1.40
Uttar Pradesh,1987-1988,198.60
West Bengal,1987-1988,60.50
India,1987-1988,2151.70
Andhra Pradesh,1988-1989,57.00
Bihar,1988-1989,104.00
Dadra & Nagar Haveli  ,1988-1989,2.00
Gujarat,1988-1989,91.00
Haryana,1988-1989,2.00
Himachal Pradesh,1988-1989,20.00
Karnataka,1988-1989,69.00
Kerala,1988-1989,2.00
Madhya Pradesh,1988-1989,625.00
Maharashtra,1988-1989,485.00
Odisha,1988-1989,221.00
Punjab,1988-1989,11.00
Rajasthan,1988-1989,140.00
Sikkim,1988-1989,7.00
Tamil Nadu,1988-1989,350.00
Tripura,1988-1989,1.00
Uttar Pradesh,1988-1989,205.00
West Bengal,1988-1989,60.00
India,1988-1989,2449.00
Andhra Pradesh,1989-1990,62.00
Bihar,1989-1990,97.00
Dadra & Nagar Haveli  ,1989-1990,2.00
Gujarat,1989-1990,116.00
Haryana,1989-1990,2.00
Himachal Pradesh,1989-1990,19.00
Jammu & Kashmir,1989-1990,19.00
Karnataka,1989-1990,72.00
Kerala,1989-1990,2.00
Madhya Pradesh,1989-1990,610.00
Maharashtra,1989-1990,373.00
Odisha,1989-1990,177.00
Punjab,1989-1990,7.00
Rajasthan,1989-1990,141.00
Sikkim,1989-1990,9.00
Tamil Nadu,1989-1990,408.00
Tripura,1989-1990,1.00
Uttar Pradesh,1989-1990,211.00
West Bengal,1989-1990,93.00
India,1989-1990,2420.00
Andhra Pradesh,1990-1991,60.00
Bihar,1990-1991,93.00
Gujarat,1990-1991,128.00
Haryana,1990-1991,1.00
Himachal Pradesh,1990-1991,20.00
Jammu & Kashmir,1990-1991,19.00
Karnataka,1990-1991,81.00
Kerala,1990-1991,2.00
Madhya Pradesh,1990-1991,609.00
Maharashtra,1990-1991,387.00
Odisha,1990-1991,244.00
Punjab,1990-1991,8.00
Rajasthan,1990-1991,153.00
Sikkim,1990-1991,8.00
Tamil Nadu,1990-1991,358.00
Tripura,1990-1991,2.00
Uttar Pradesh,1990-1991,227.00
West Bengal,1990-1991,79.00
India,1990-1991,2480.00
Andhra Pradesh,1991-1992,62.00
Bihar,1991-1992,83.00
Dadra & Nagar Haveli  ,1991-1992,2.00
Gujarat,1991-1992,117.00
Haryana,1991-1992,2.00
Himachal Pradesh,1991-1992,14.00
Jammu & Kashmir,1991-1992,21.00
Karnataka,1991-1992,100.00
Kerala,1991-1992,1.00
Madhya Pradesh,1991-1992,553.00
Maharashtra,1991-1992,407.00
Odisha,1991-1992,251.00
Punjab,1991-1992,7.00
Rajasthan,1991-1992,149.00
Sikkim,1991-1992,1.00
Tamil Nadu,1991-1992,315.00
Tripura,1991-1992,2.00
Uttar Pradesh,1991-1992,209.00
West Bengal,1991-1992,62.00
India,1991-1992,2356.00
Andhra Pradesh,1992-1993,67.60
Bihar,1992-1993,88.70
Dadra & Nagar Haveli  ,1992-1993,1.80
Gujarat,1992-1993,131.80
Haryana,1992-1993,2.30
Himachal Pradesh,1992-1993,13.90
Jammu & Kashmir,1992-1993,18.50
Karnataka,1992-1993,104.30
Kerala,1992-1993,1.40
Madhya Pradesh,1992-1993,539.40
Maharashtra,1992-1993,468.90
Odisha,1992-1993,146.30
Punjab,1992-1993,6.70
Rajasthan,1992-1993,157.80
Sikkim,1992-1993,0.60
Tamil Nadu,1992-1993,267.80
Tripura,1992-1993,1.60
Uttar Pradesh,1992-1993,237.50
West Bengal,1992-1993,68.50
India,1992-1993,2325.40
Andhra Pradesh,1993-1994,70.00
Bihar,1993-1994,81.60
Dadra & Nagar Haveli  ,1993-1994,1.10
Gujarat,1993-1994,121.80
Haryana,1993-1994,1.80
Himachal Pradesh,1993-1994,13.40
Jammu & Kashmir,1993-1994,17.90
Karnataka,1993-1994,99.50
Kerala,1993-1994,1.30
Madhya Pradesh,1993-1994,543.10
Maharashtra,1993-1994,492.30
Odisha,1993-1994,258.60
Punjab,1993-1994,5.60
Rajasthan,1993-1994,182.90
Sikkim,1993-1994,0.60
Tamil Nadu,1993-1994,111.50
Tripura,1993-1994,2.00
Uttar Pradesh,1993-1994,238.30
West Bengal,1993-1994,66.10
India,1993-1994,2309.40
Andhra Pradesh,1994-1995,71.70
Bihar,1994-1995,83.70
Dadra & Nagar Haveli  ,1994-1995,1.70
Gujarat,1994-1995,116.80
Haryana,1994-1995,2.00
Himachal Pradesh,1994-1995,12.50
Jammu & Kashmir,1994-1995,17.80
Karnataka,1994-1995,105.10
Kerala,1994-1995,1.30
Madhya Pradesh,1994-1995,476.60
Maharashtra,1994-1995,504.70
Odisha,1994-1995,157.80
Punjab,1994-1995,5.40
Rajasthan,1994-1995,147.10
Sikkim,1994-1995,0.10
Tamil Nadu,1994-1995,76.80
Tripura,1994-1995,1.40
Uttar Pradesh,1994-1995,198.90
West Bengal,1994-1995,81.50
India,1994-1995,2062.90
Andhra Pradesh,1995-1996,91.90
Bihar,1995-1996,73.90
Dadra & Nagar Haveli  ,1995-1996,1.40
Gujarat,1995-1996,120.30
Haryana,1995-1996,1.30
Himachal Pradesh,1995-1996,12.10
Jammu & Kashmir,1995-1996,15.90
Karnataka,1995-1996,113.60
Kerala,1995-1996,0.30
Madhya Pradesh,1995-1996,473.20
Maharashtra,1995-1996,488.20
Odisha,1995-1996,126.80
Punjab,1995-1996,6.20
Rajasthan,1995-1996,150.30
Sikkim,1995-1996,0.20
Tamil Nadu,1995-1996,58.10
Tripura,1995-1996,1.00
Uttar Pradesh,1995-1996,221.00
West Bengal,1995-1996,63.80
India,1995-1996,2019.50
Andhra Pradesh,1996-1997,100.00
Arunachal Pradesh,1996-1997,2.90
Assam,1996-1997,-
Bihar,1996-1997,81.20
Dadra & Nagar Haveli  ,1996-1997,1.20
Gujarat,1996-1997,134.00
Haryana,1996-1997,1.60
Himachal Pradesh,1996-1997,11.40
Jammu & Kashmir,1996-1997,15.10
Karnataka,1996-1997,134.90
Kerala,1996-1997,0.30
Madhya Pradesh,1996-1997,509.60
Maharashtra,1996-1997,524.40
Nagaland,1996-1997,6.50
Odisha,1996-1997,118.30
Punjab,1996-1997,6.30
Rajasthan,1996-1997,204.20
Sikkim,1996-1997,0.10
Tamil Nadu,1996-1997,62.60
Tripura,1996-1997,1.50
Uttar Pradesh,1996-1997,261.30
West Bengal,1996-1997,72.00
India,1996-1997,2240.00
Andhra Pradesh,1997-1998,89.00
Arunachal Pradesh,1997-1998,2.90
Bihar,1997-1998,72.60
Gujarat,1997-1998,131.40
Haryana,1997-1998,1.50
Himachal Pradesh,1997-1998,10.40
Jammu & Kashmir,1997-1998,14.70
Karnataka,1997-1998,139.30
Kerala,1997-1998,4.70
Madhya Pradesh,1997-1998,536.30
Maharashtra,1997-1998,524.90
Nagaland,1997-1998,8.00
Odisha,1997-1998,150.70
Punjab,1997-1998,5.10
Rajasthan,1997-1998,208.30
Sikkim,1997-1998,0.10
Tamil Nadu,1997-1998,59.60
Tripura,1997-1998,1.20
Uttar Pradesh,1997-1998,292.10
West Bengal,1997-1998,69.30
India,1997-1998,2312.60
Andaman & Nicobar Islands,1998-1999,-
Andhra Pradesh,1998-1999,76.00
Arunachal Pradesh,1998-1999,3.10
Bihar,1998-1999,69.90
Dadra & Nagar Haveli  ,1998-1999,1.50
Gujarat,1998-1999,125.20
Haryana,1998-1999,1.30
Himachal Pradesh,1998-1999,10.40
Jammu & Kashmir,1998-1999,14.50
Karnataka,1998-1999,135.90
Kerala,1998-1999,4.10
Madhya Pradesh,1998-1999,535.60
Maharashtra,1998-1999,531.50
Nagaland,1998-1999,7.00
Odisha,1998-1999,136.10
Punjab,1998-1999,4.20
Rajasthan,1998-1999,172.00
Sikkim,1998-1999,0.10
Tamil Nadu,1998-1999,76.60
Tripura,1998-1999,1.00
Uttar Pradesh,1998-1999,287.70
West Bengal,1998-1999,58.90
India,1998-1999,2242.50
Andhra Pradesh,1999-2000,80.20
Arunachal Pradesh,1999-2000,3.10
Bihar,1999-2000,70.60
Dadra & Nagar Haveli  ,1999-2000,1.50
Gujarat,1999-2000,109.30
Haryana,1999-2000,0.70
Himachal Pradesh,1999-2000,11.60
Jammu & Kashmir,1999-2000,15.40
Karnataka,1999-2000,118.50
Kerala,1999-2000,2.80
Madhya Pradesh,1999-2000,546.90
Maharashtra,1999-2000,549.00
Nagaland,1999-2000,8.50
Odisha,1999-2000,110.00
Punjab,1999-2000,4.10
Rajasthan,1999-2000,119.80
Sikkim,1999-2000,0.10
Tamil Nadu,1999-2000,93.20
Tripura,1999-2000,0.80
Uttar Pradesh,1999-2000,272.00
West Bengal,1999-2000,60.30
India,1999-2000,2166.80
Andhra Pradesh,2000-2001,99.00
Arunachal Pradesh,2000-2001,2.50
Bihar,2000-2001,32.00
Chhattisgarh,2000-2001,116.70
Dadra & Nagar Haveli  ,2000-2001,1.50
Gujarat,2000-2001,84.00
Haryana,2000-2001,1.20
Himachal Pradesh,2000-2001,11.00
Jammu & Kashmir,2000-2001,12.10
Jharkhand,2000-2001,40.00
Karnataka,2000-2001,133.70
Kerala,2000-2001,1.40
Madhya Pradesh,2000-2001,414.20
Maharashtra,2000-2001,574.00
Nagaland,2000-2001,8.00
Odisha,2000-2001,108.10
Puducherry,2000-2001,-
Punjab,2000-2001,3.50
Rajasthan,2000-2001,112.80
Sikkim,2000-2001,0.10
Tamil Nadu,2000-2001,69.90
Tripura,2000-2001,2.00
Uttar Pradesh,2000-2001,322.30
Uttarakhand,2000-2001,8.70
West Bengal,2000-2001,56.20
India,2000-2001,2204.40
Andhra Pradesh,2001-2002,107.00
Arunachal Pradesh,2001-2002,4.20
Bihar,2001-2002,32.00
Chhattisgarh,2001-2002,113.50
Dadra & Nagar Haveli  ,2001-2002,1.90
Gujarat,2001-2002,113.70
Haryana,2001-2002,1.30
Himachal Pradesh,2001-2002,10.00
Jammu & Kashmir,2001-2002,12.90
Jharkhand,2001-2002,3.90
Karnataka,2001-2002,150.60
Kerala,2001-2002,1.40
Madhya Pradesh,2001-2002,443.10
Maharashtra,2001-2002,588.00
Nagaland,2001-2002,10.00
Odisha,2001-2002,147.00
Punjab,2001-2002,4.50
Rajasthan,2001-2002,181.50
Sikkim,2001-2002,0.10
Tamil Nadu,2001-2002,71.00
Tripura,2001-2002,0.80
Uttar Pradesh,2001-2002,362.90
Uttarakhand,2001-2002,9.80
West Bengal,2001-2002,49.30
India,2001-2002,2406.20
Andhra Pradesh,2002-2003,110.00
Arunachal Pradesh,2002-2003,3.10
Bihar,2002-2003,25.10
Chhattisgarh,2002-2003,106.30
Dadra & Nagar Haveli  ,2002-2003,1.50
Gujarat,2002-2003,121.60
Haryana,2002-2003,2.40
Himachal Pradesh,2002-2003,10.50
Jammu & Kashmir,2002-2003,14.20
Jharkhand,2002-2003,56.90
Karnataka,2002-2003,149.40
Kerala,2002-2003,0.30
Madhya Pradesh,2002-2003,520.90
Maharashtra,2002-2003,633.60
Nagaland,2002-2003,8.00
Odisha,2002-2003,115.20
Punjab,2002-2003,3.90
Rajasthan,2002-2003,258.70
Sikkim,2002-2003,0.10
Tamil Nadu,2002-2003,41.50
Tripura,2002-2003,1.30
Uttar Pradesh,2002-2003,402.00
Uttarakhand,2002-2003,27.00
West Bengal,2002-2003,48.70
India,2002-2003,2651.10
Andhra Pradesh,2003-2004,95.00
Arunachal Pradesh,2003-2004,2.90
Bihar,2003-2004,24.20
Chhattisgarh,2003-2004,115.70
Dadra & Nagar Haveli  ,2003-2004,1.60
Gujarat,2003-2004,107.50
Haryana,2003-2004,2.40
Himachal Pradesh,2003-2004,10.50
Jammu & Kashmir,2003-2004,14.60
Jharkhand,2003-2004,74.10
Karnataka,2003-2004,129.20
Kerala,2003-2004,0.10
Madhya Pradesh,2003-2004,613.00
Maharashtra,2003-2004,601.00
Nagaland,2003-2004,11.00
Odisha,2003-2004,132.40
Punjab,2003-2004,5.20
Rajasthan,2003-2004,239.60
Sikkim,2003-2004,0.10
Tamil Nadu,2003-2004,50.80
Tripura,2003-2004,1.30
Uttar Pradesh,2003-2004,497.60
Uttarakhand,2003-2004,22.00
West Bengal,2003-2004,51.20
India,2003-2004,2789.10
Andhra Pradesh,2004-2005,76.50
Arunachal Pradesh,2004-2005,3.30
Bihar,2004-2005,24.00
Chhattisgarh,2004-2005,113.60
Dadra & Nagar Haveli  ,2004-2005,1.60
Gujarat,2004-2005,96.00
Haryana,2004-2005,3.80
Himachal Pradesh,2004-2005,10.10
Jammu & Kashmir,2004-2005,14.30
Jharkhand,2004-2005,68.60
Karnataka,2004-2005,122.00
Kerala,2004-2005,0.10
Madhya Pradesh,2004-2005,556.60
Maharashtra,2004-2005,530.00
Nagaland,2004-2005,9.50
Odisha,2004-2005,122.50
Punjab,2004-2005,3.40
Rajasthan,2004-2005,146.20
Sikkim,2004-2005,0.10
Tamil Nadu,2004-2005,46.90
Tripura,2004-2005,1.20
Uttar Pradesh,2004-2005,476.30
Uttarakhand,2004-2005,23.00
West Bengal,2004-2005,47.50
India,2004-2005,2484.30
Andhra Pradesh,2005-2006,79.20
Arunachal Pradesh,2005-2006,3.20
Bihar,2005-2006,25.20
Chhattisgarh,2005-2006,113.40
Dadra & Nagar Haveli  ,2005-2006,1.60
Gujarat,2005-2006,95.90
Haryana,2005-2006,2.30
Himachal Pradesh,2005-2006,11.30
Jammu & Kashmir,2005-2006,15.50
Jharkhand,2005-2006,72.20
Karnataka,2005-2006,101.00
Kerala,2005-2006,0.70
Madhya Pradesh,2005-2006,443.40
Maharashtra,2005-2006,468.00
Nagaland,2005-2006,6.60
Odisha,2005-2006,127.20
Punjab,2005-2006,2.80
Rajasthan,2005-2006,138.50
Sikkim,2005-2006,0.10
Tamil Nadu,2005-2006,48.80
Tripura,2005-2006,1.30
Uttar Pradesh,2005-2006,492.00
Uttarakhand,2005-2006,33.00
West Bengal,2005-2006,48.60
India,2005-2006,2322.00
Andhra Pradesh,2006-2007,82.00
Arunachal Pradesh,2006-2007,3.20
Bihar,2006-2007,25.50
Chhattisgarh,2006-2007,112.80
Dadra & Nagar Haveli  ,2006-2007,1.60
Gujarat,2006-2007,91.00
Haryana,2006-2007,2.00
Himachal Pradesh,2006-2007,11.50
Jammu & Kashmir,2006-2007,13.80
Jharkhand,2006-2007,91.80
Karnataka,2006-2007,134.00
Kerala,2006-2007,1.00
Madhya Pradesh,2006-2007,436.10
Maharashtra,2006-2007,490.00
Nagaland,2006-2007,11.00
Odisha,2006-2007,119.80
Punjab,2006-2007,3.30
Rajasthan,2006-2007,107.70
Sikkim,2006-2007,0.10
Tamil Nadu,2006-2007,32.00
Tripura,2006-2007,1.30
Uttar Pradesh,2006-2007,474.00
West Bengal,2006-2007,53.40
India,2006-2007,2284.70
Andhra Pradesh,2007-2008,96.00
Arunachal Pradesh,2007-2008,3.20
Bihar,2007-2008,24.30
Chhattisgarh,2007-2008,108.10
Dadra & Nagar Haveli  ,2007-2008,1.60
Gujarat,2007-2008,104.00
Haryana,2007-2008,2.00
Himachal Pradesh,2007-2008,12.30
Jammu & Kashmir,2007-2008,15.40
Jharkhand,2007-2008,97.50
Karnataka,2007-2008,152.00
Kerala,2007-2008,1.00
Madhya Pradesh,2007-2008,465.90
Maharashtra,2007-2008,564.00
Nagaland,2007-2008,11.00
Odisha,2007-2008,139.60
Punjab,2007-2008,3.50
Rajasthan,2007-2008,144.70
Sikkim,2007-2008,3.60
Tamil Nadu,2007-2008,32.70
Tripura,2007-2008,0.80
Uttar Pradesh,2007-2008,342.00
West Bengal,2007-2008,45.60
India,2007-2008,2356.60
Andhra Pradesh,2008-2009,69.00
Arunachal Pradesh,2008-2009,3.50
Bihar,2008-2009,21.40
Chhattisgarh,2008-2009,105.20
Dadra & Nagar Haveli  ,2008-2009,1.60
Gujarat,2008-2009,96.00
Haryana,2008-2009,2.40
Himachal Pradesh,2008-2009,10.60
Jammu & Kashmir,2008-2009,15.70
Jharkhand,2008-2009,86.40
Karnataka,2008-2009,101.00
Kerala,2008-2009,0.60
Madhya Pradesh,2008-2009,476.30
Maharashtra,2008-2009,324.00
Nagaland,2008-2009,12.80
Odisha,2008-2009,119.50
Punjab,2008-2009,2.90
Rajasthan,2008-2009,137.20
Sikkim,2008-2009,3.60
