State,Year,Value
Andhra Pradesh,2009-2010,21.00
Bihar,2009-2010,6.00
Chhattisgarh,2009-2010,2.00
Gujarat,2009-2010,59.00
Haryana,2009-2010,7.00
Jammu & Kashmir,2009-2010,-
Jharkhand,2009-2010,8.00
Karnataka,2009-2010,44.00
Kerala,2009-2010,1.00
Madhya Pradesh,2009-2010,28.00
Maharashtra,2009-2010,142.00
Odisha,2009-2010,32.00
Punjab,2009-2010,6.00
Rajasthan,2009-2010,44.00
Tamil Nadu,2009-2010,10.00
Uttar Pradesh,2009-2010,32.00
West Bengal,2009-2010,2.00
India,2009-2010,444.00
Andhra Pradesh,2010-2011,17.00
Bihar,2010-2011,6.00
Chhattisgarh,2010-2011,3.00
Gujarat,2010-2011,89.00
Haryana,2010-2011,12.00
Jammu & Kashmir,2010-2011,-
Jharkhand,2010-2011,23.00
Karnataka,2010-2011,108.00
Madhya Pradesh,2010-2011,34.00
Maharashtra,2010-2011,372.00
Odisha,2010-2011,24.00
Punjab,2010-2011,6.00
Rajasthan,2010-2011,653.00
Tamil Nadu,2010-2011,18.00
Telangana,2010-2011,105.00
Uttar Pradesh,2010-2011,62.00
West Bengal,2010-2011,1.00
India,2010-2011,1533.00
Andhra Pradesh,2011-2012,12.00
Bihar,2011-2012,5.00
Chhattisgarh,2011-2012,2.00
Gujarat,2011-2012,88.00
Haryana,2011-2012,4.00
Jammu & Kashmir,2011-2012,1.00
Jharkhand,2011-2012,10.00
Karnataka,2011-2012,70.00
Madhya Pradesh,2011-2012,21.00
Maharashtra,2011-2012,254.00
Odisha,2011-2012,14.00
Punjab,2011-2012,5.00
Rajasthan,2011-2012,647.00
Tamil Nadu,2011-2012,19.00
Telangana,2011-2012,70.00
Uttar Pradesh,2011-2012,16.00
West Bengal,2011-2012,1.00
India,2011-2012,1239.00
Andhra Pradesh,2012-2013,7.00
Bihar,2012-2013,7.00
Chhattisgarh,2012-2013,3.00
Gujarat,2012-2013,40.00
Haryana,2012-2013,8.00
Jammu & Kashmir,2012-2013,1.00
Jharkhand,2012-2013,17.00
Karnataka,2012-2013,51.00
Madhya Pradesh,2012-2013,40.00
Maharashtra,2012-2013,211.00
Odisha,2012-2013,33.00
Punjab,2012-2013,5.00
Rajasthan,2012-2013,234.00
Tamil Nadu,2012-2013,7.00
Telangana,2012-2013,100.00
Uttar Pradesh,2012-2013,20.00
West Bengal,2012-2013,1.00
India,2012-2013,786.00
Andhra Pradesh,2013-2014,43.81
Arunachal Pradesh,2013-2014,1.05
Bihar,2013-2014,7.36
Chhattisgarh,2013-2014,2.50
Gujarat,2013-2014,67.00
Haryana,2013-2014,3.40
Himachal Pradesh,2013-2014,0.10
Jammu & Kashmir,2013-2014,0.78
Jharkhand,2013-2014,10.28
Karnataka,2013-2014,79.00
Madhya Pradesh,2013-2014,40.30
Maharashtra,2013-2014,208.00
Manipur,2013-2014,0.44
Odisha,2013-2014,32.15
Punjab,2013-2014,3.80
Rajasthan,2013-2014,391.20
Tamil Nadu,2013-2014,14.08
Telangana,2013-2014,39.19
Tripura,2013-2014,0.34
Uttar Pradesh,2013-2014,12.00
West Bengal,2013-2014,0.82
India,2013-2014,957.60
Andhra Pradesh,2014-2015,10.00
Arunachal Pradesh,2014-2015,1.40
Bihar,2014-2015,9.23
Chhattisgarh,2014-2015,2.50
Gujarat,2014-2015,56.00
Haryana,2014-2015,3.20
Himachal Pradesh,2014-2015,0.10
Jammu & Kashmir,2014-2015,0.28
Jharkhand,2014-2015,15.17
Karnataka,2014-2015,51.00
Madhya Pradesh,2014-2015,70.00
Maharashtra,2014-2015,84.00
Manipur,2014-2015,0.43
Odisha,2014-2015,34.75
Puducherry,2014-2015,0.29
Punjab,2014-2015,3.10
Rajasthan,2014-2015,460.56
Tamil Nadu,2014-2015,17.91
Telangana,2014-2015,34.00
Tripura,2014-2015,0.27
Uttar Pradesh,2014-2015,12.00
West Bengal,2014-2015,0.90
India,2014-2015,867.09
Andhra Pradesh,2015-2016,18.00
Arunachal Pradesh,2015-2016,1.26
Bihar,2015-2016,8.34
Chhattisgarh,2015-2016,4.54
Gujarat,2015-2016,53.00
Haryana,2015-2016,4.84
Himachal Pradesh,2015-2016,0.10
Jammu & Kashmir,2015-2016,0.00
Jharkhand,2015-2016,16.10
Karnataka,2015-2016,41.00
Madhya Pradesh,2015-2016,78.00
Maharashtra,2015-2016,69.00
Odisha,2015-2016,20.24
Puducherry,2015-2016,0.01
Punjab,2015-2016,4.30
Rajasthan,2015-2016,596.85
Tamil Nadu,2015-2016,24.54
Telangana,2015-2016,47.00
Tripura,2015-2016,1.11
Uttar Pradesh,2015-2016,10.00
West Bengal,2015-2016,1.35
India,2015-2016,999.58
Andhra Pradesh,2016-2017,16.00
Arunachal Pradesh,2016-2017,1.28
Bihar,2016-2017,8.33
Chhattisgarh,2016-2017,4.00
Gujarat,2016-2017,69.00
Haryana,2016-2017,13.70
Himachal Pradesh,2016-2017,0.14
Jammu & Kashmir,2016-2017,0.46
Jharkhand,2016-2017,24.24
Karnataka,2016-2017,115.00
Madhya Pradesh,2016-2017,132.00
Maharashtra,2016-2017,259.70
Odisha,2016-2017,59.54
Puducherry,2016-2017,0.01
Punjab,2016-2017,4.00
Rajasthan,2016-2017,810.22
Tamil Nadu,2016-2017,23.24
Telangana,2016-2017,82.00
Tripura,2016-2017,1.23
Uttar Pradesh,2016-2017,18.00
West Bengal,2016-2017,1.11
India,2016-2017,1643.18
Andhra Pradesh,2017-2018,10.69
Arunachal Pradesh,2017-2018,1.30
Bihar,2017-2018,5.53
Chhattisgarh,2017-2018,4.87
Gujarat,2017-2018,71.00
Haryana,2017-2018,9.40
Himachal Pradesh,2017-2018,0.09
Jammu & Kashmir,2017-2018,0.24
Jharkhand,2017-2018,23.58
Karnataka,2017-2018,134.06
Kerala,2017-2018,0.00
Madhya Pradesh,2017-2018,137.00
Maharashtra,2017-2018,158.54
Nagaland,2017-2018,0.51
Odisha,2017-2018,33.94
Punjab,2017-2018,2.96
Rajasthan,2017-2018,742.45
Tamil Nadu,2017-2018,17.94
Telangana,2017-2018,58.70
Tripura,2017-2018,1.35
Uttar Pradesh,2017-2018,17.73
West Bengal,2017-2018,1.35
India,2017-2018,1433.23
Andhra Pradesh,2018-2019,5.29
Arunachal Pradesh,2018-2019,1.34
Bihar,2018-2019,5.32
Chhattisgarh,2018-2019,4.16
Gujarat,2018-2019,21.06
Haryana,2018-2019,12.49
Himachal Pradesh,2018-2019,0.08
Jammu & Kashmir,2018-2019,0.16
Jharkhand,2018-2019,22.65
Karnataka,2018-2019,141.57
Madhya Pradesh,2018-2019,38.19
Maharashtra,2018-2019,203.79
Nagaland,2018-2019,0.58
Odisha,2018-2019,20.02
Puducherry,2018-2019,0.00
Punjab,2018-2019,2.67
Rajasthan,2018-2019,1220.29
Tamil Nadu,2018-2019,18.18
Telangana,2018-2019,41.51
Tripura,2018-2019,1.26
Uttar Pradesh,2018-2019,21.62
West Bengal,2018-2019,1.95
India,2018-2019,1784.20
Andhra Pradesh,2019-2020,4.97
Arunachal Pradesh,2019-2020,1.35
Bihar,2019-2020,4.64
Chhattisgarh,2019-2020,2.57
Gujarat,2019-2020,58.75
Haryana,2019-2020,12.00
Himachal Pradesh,2019-2020,0.08
Jammu & Kashmir,2019-2020,0.13
Jharkhand,2019-2020,18.56
Karnataka,2019-2020,138.01
Madhya Pradesh,2019-2020,14.35
Maharashtra,2019-2020,150.85
Manipur,2019-2020,0.39
Nagaland,2019-2020,0.50
Odisha,2019-2020,23.14
Puducherry,2019-2020,0.02
Punjab,2019-2020,19.61
Rajasthan,2019-2020,1298.56
Tamil Nadu,2019-2020,13.06
Telangana,2019-2020,47.28
Tripura,2019-2020,1.46
Uttar Pradesh,2019-2020,14.06
West Bengal,2019-2020,1.90
India,2019-2020,1826.23
Andhra Pradesh,2020-2021,4.54
Arunachal Pradesh,2020-2021,1.36
Bihar,2020-2021,4.79
Chhattisgarh,2020-2021,1.73
Gujarat,2020-2021,37.75
Haryana,2020-2021,31.02
Himachal Pradesh,2020-2021,0.12
Jammu & Kashmir,2020-2021,0.16
Jharkhand,2020-2021,21.33
Karnataka,2020-2021,172.94
Madhya Pradesh,2020-2021,22.91
Maharashtra,2020-2021,207.33
Manipur,2020-2021,0.50
Nagaland,2020-2021,0.51
Odisha,2020-2021,20.66
Punjab,2020-2021,2.50
Rajasthan,2020-2021,1402.11
Tamil Nadu,2020-2021,20.28
Telangana,2020-2021,25.73
Tripura,2020-2021,0.94
Uttar Pradesh,2020-2021,15.52
West Bengal,2020-2021,1.66
India,2020-2021,1996.40
Andhra Pradesh,2021-2022,4.50
Arunachal Pradesh,2021-2022,1.41
Bihar,2021-2022,4.55
Chhattisgarh,2021-2022,1.49
Gujarat,2021-2022,43.87
Haryana,2021-2022,52.38
Himachal Pradesh,2021-2022,0.08
Jammu & Kashmir,2021-2022,0.14
Jharkhand,2021-2022,16.05
Karnataka,2021-2022,145.56
Madhya Pradesh,2021-2022,31.94
Maharashtra,2021-2022,186.78
Manipur,2021-2022,0.47
Nagaland,2021-2022,0.40
Odisha,2021-2022,30.34
Punjab,2021-2022,1.97
Rajasthan,2021-2022,906.48
Tamil Nadu,2021-2022,14.76
Telangana,2021-2022,21.53
Tripura,2021-2022,0.65
Uttar Pradesh,2021-2022,13.60
West Bengal,2021-2022,1.35
India,2021-2022,1480.31
