State,Year,Value
India,2003-2004,276.00
Andhra Pradesh,2004-2005,49.00
Assam,2004-2005,4.00
Bihar,2004-2005,97.00
Chhattisgarh,2004-2005,1.00
Gujarat,2004-2005,2.00
Karnataka,2004-2005,2.00
Madhya Pradesh,2004-2005,1.00
Maharashtra,2004-2005,2.00
Odisha,2004-2005,21.00
Puducherry,2004-2005,1.00
Tamil Nadu,2004-2005,37.00
Uttar Pradesh,2004-2005,29.00
West Bengal,2004-2005,4.00
India,2004-2005,247.00
Andhra Pradesh,2005-2006,42.00
Assam,2005-2006,3.00
Bihar,2005-2006,96.00
Chhattisgarh,2005-2006,2.00
Gujarat,2005-2006,18.00
Karnataka,2005-2006,3.00
Madhya Pradesh,2005-2006,1.00
Maharashtra,2005-2006,5.00
Odisha,2005-2006,43.00
Puducherry,2005-2006,1.00
Tamil Nadu,2005-2006,32.00
Uttar Pradesh,2005-2006,28.00
West Bengal,2005-2006,4.00
India,2005-2006,260.00
Andhra Pradesh,2006-2007,64.00
Assam,2006-2007,3.00
Bihar,2006-2007,89.00
Chhattisgarh,2006-2007,2.00
Gujarat,2006-2007,35.00
Karnataka,2006-2007,3.00
Madhya Pradesh,2006-2007,1.00
Maharashtra,2006-2007,5.00
Odisha,2006-2007,34.00
Puducherry,2006-2007,1.00
Tamil Nadu,2006-2007,55.00
Uttar Pradesh,2006-2007,19.00
West Bengal,2006-2007,5.00
India,2006-2007,280.00
Andhra Pradesh,2007-2008,52.00
Assam,2007-2008,4.00
Bihar,2007-2008,111.00
Chhattisgarh,2007-2008,2.00
Gujarat,2007-2008,8.00
Karnataka,2007-2008,3.00
Madhya Pradesh,2007-2008,1.00
Maharashtra,2007-2008,5.00
Odisha,2007-2008,39.00
Puducherry,2007-2008,-
Tamil Nadu,2007-2008,33.00
Uttar Pradesh,2007-2008,20.00
West Bengal,2007-2008,1.00
India,2007-2008,271.00
Andhra Pradesh,2008-2009,44.00
Assam,2008-2009,3.00
Bihar,2008-2009,109.00
Chhattisgarh,2008-2009,2.00
Gujarat,2008-2009,8.00
Karnataka,2008-2009,2.00
Madhya Pradesh,2008-2009,1.00
Maharashtra,2008-2009,3.00
Odisha,2008-2009,37.00
Puducherry,2008-2009,-
Tamil Nadu,2008-2009,24.00
Uttar Pradesh,2008-2009,25.00
West Bengal,2008-2009,7.00
India,2008-2009,256.00
Andhra Pradesh,2009-2010,41.00
Assam,2009-2010,3.00
Bihar,2009-2010,79.00
Chhattisgarh,2009-2010,2.00
Gujarat,2009-2010,15.00
Karnataka,2009-2010,3.00
Madhya Pradesh,2009-2010,1.00
Maharashtra,2009-2010,3.00
Odisha,2009-2010,47.00
Puducherry,2009-2010,-
Tamil Nadu,2009-2010,38.00
Uttar Pradesh,2009-2010,25.00
West Bengal,2009-2010,8.00
India,2009-2010,264.00
Andhra Pradesh,2010-2011,35.00
Assam,2010-2011,4.00
Bihar,2010-2011,98.00
Chhattisgarh,2010-2011,2.00
Gujarat,2010-2011,62.00
Karnataka,2010-2011,3.00
Madhya Pradesh,2010-2011,1.00
Maharashtra,2010-2011,2.00
Odisha,2010-2011,61.00
Puducherry,2010-2011,1.00
Tamil Nadu,2010-2011,40.00
Telangana,2010-2011,9.00
West Bengal,2010-2011,12.00
India,2010-2011,329.00
Andhra Pradesh,2011-2012,69.00
Assam,2011-2012,3.00
Bihar,2011-2012,88.00
Chhattisgarh,2011-2012,2.00
Gujarat,2011-2012,33.00
Haryana,2011-2012,20.00
Karnataka,2011-2012,3.00
Madhya Pradesh,2011-2012,1.00
Maharashtra,2011-2012,1.00
Odisha,2011-2012,48.00
Rajasthan,2011-2012,9.00
Tamil Nadu,2011-2012,66.00
Telangana,2011-2012,11.00
Uttar Pradesh,2011-2012,30.00
West Bengal,2011-2012,11.00
India,2011-2012,395.00
Andhra Pradesh,2012-2013,77.00
Assam,2012-2013,6.00
Bihar,2012-2013,92.00
Chhattisgarh,2012-2013,2.00
Gujarat,2012-2013,11.00
Haryana,2012-2013,46.00
Karnataka,2012-2013,1.00
Madhya Pradesh,2012-2013,1.00
Maharashtra,2012-2013,1.00
Odisha,2012-2013,54.00
Puducherry,2012-2013,-
Punjab,2012-2013,39.00
Tamil Nadu,2012-2013,27.00
Telangana,2012-2013,10.00
Uttar Pradesh,2012-2013,31.00
West Bengal,2012-2013,1.00
India,2012-2013,401.00
Andaman & Nicobar Islands,2013-2014,0.14
Andhra Pradesh,2013-2014,72.94
Assam,2013-2014,7.81
Bihar,2013-2014,98.01
Chhattisgarh,2013-2014,1.30
Gujarat,2013-2014,39.00
Haryana,2013-2014,30.00
Karnataka,2013-2014,2.00
Madhya Pradesh,2013-2014,105.78
Odisha,2013-2014,56.54
Puducherry,2013-2014,0.24
Punjab,2013-2014,28.00
Tamil Nadu,2013-2014,137.32
Telangana,2013-2014,14.06
Tripura,2013-2014,0.16
Uttar Pradesh,2013-2014,27.00
West Bengal,2013-2014,28.00
India,2013-2014,648.30
Andaman & Nicobar Islands,2014-2015,0.46
Andhra Pradesh,2014-2015,131.00
Assam,2014-2015,7.76
Bihar,2014-2015,90.73
Chhattisgarh,2014-2015,1.40
Gujarat,2014-2015,16.45
Karnataka,2014-2015,2.00
Madhya Pradesh,2014-2015,54.37
Odisha,2014-2015,70.27
Puducherry,2014-2015,0.15
Punjab,2014-2015,29.90
Tamil Nadu,2014-2015,162.82
Telangana,2014-2015,10.00
Tripura,2014-2015,0.34
Uttar Pradesh,2014-2015,34.00
West Bengal,2014-2015,24.70
India,2014-2015,636.35
Andaman & Nicobar Islands,2015-2016,0.55
Andhra Pradesh,2015-2016,119.00
Assam,2015-2016,7.31
Bihar,2015-2016,86.02
Chhattisgarh,2015-2016,2.30
Gujarat,2015-2016,14.00
Haryana,2015-2016,25.00
Karnataka,2015-2016,2.90
Madhya Pradesh,2015-2016,53.18
Manipur,2015-2016,0.50
Odisha,2015-2016,65.01
Puducherry,2015-2016,0.33
Punjab,2015-2016,27.60
Tamil Nadu,2015-2016,100.55
Telangana,2015-2016,9.00
Tripura,2015-2016,0.57
Uttar Pradesh,2015-2016,41.00
West Bengal,2015-2016,38.50
India,2015-2016,593.31
Andaman & Nicobar Islands,2016-2017,0.22
Andhra Pradesh,2016-2017,50.00
Assam,2016-2017,7.42
Bihar,2016-2017,111.55
Chhattisgarh,2016-2017,3.30
Gujarat,2016-2017,15.00
Karnataka,2016-2017,0.50
Madhya Pradesh,2016-2017,163.80
Manipur,2016-2017,0.50
Odisha,2016-2017,74.08
Puducherry,2016-2017,0.09
Punjab,2016-2017,16.20
Tamil Nadu,2016-2017,32.86
Telangana,2016-2017,10.00
Tripura,2016-2017,0.73
Uttar Pradesh,2016-2017,34.00
West Bengal,2016-2017,1.92
India,2016-2017,522.18
Andaman & Nicobar Islands,2017-2018,0.06
Andhra Pradesh,2017-2018,81.19
Assam,2017-2018,8.04
Bihar,2017-2018,120.15
Chhattisgarh,2017-2018,1.48
Gujarat,2017-2018,13.72
Haryana,2017-2018,14.99
Karnataka,2017-2018,1.20
Madhya Pradesh,2017-2018,128.75
Maharashtra,2017-2018,0.00
Manipur,2017-2018,0.50
Odisha,2017-2018,57.58
Puducherry,2017-2018,0.57
Punjab,2017-2018,15.53
Tamil Nadu,2017-2018,60.30
Telangana,2017-2018,5.82
Tripura,2017-2018,1.45
Uttar Pradesh,2017-2018,28.18
West Bengal,2017-2018,50.42
India,2017-2018,589.96
Andaman & Nicobar Islands,2018-2019,0.02
Andhra Pradesh,2018-2019,79.41
Assam,2018-2019,7.70
Bihar,2018-2019,113.13
Chhattisgarh,2018-2019,1.68
Gujarat,2018-2019,28.08
Karnataka,2018-2019,1.01
Madhya Pradesh,2018-2019,242.06
Manipur,2018-2019,0.48
Odisha,2018-2019,50.82
Puducherry,2018-2019,0.27
Punjab,2018-2019,14.08
Rajasthan,2018-2019,1.94
Tamil Nadu,2018-2019,58.63
Telangana,2018-2019,6.64
Tripura,2018-2019,1.30
Uttar Pradesh,2018-2019,34.03
West Bengal,2018-2019,29.89
India,2018-2019,671.17
Andaman & Nicobar Islands,2019-2020,0.22
Andhra Pradesh,2019-2020,81.50
Assam,2019-2020,7.79
Bihar,2019-2020,105.42
Chhattisgarh,2019-2020,1.57
Gujarat,2019-2020,45.36
Karnataka,2019-2020,3.05
Madhya Pradesh,2019-2020,233.44
Odisha,2019-2020,57.58
Puducherry,2019-2020,0.16
Punjab,2019-2020,2.37
Rajasthan,2019-2020,4.76
Tamil Nadu,2019-2020,63.41
Telangana,2019-2020,5.69
Tripura,2019-2020,1.22
Uttar Pradesh,2019-2020,38.94
West Bengal,2019-2020,30.16
India,2019-2020,682.64
Andaman & Nicobar Islands,2020-2021,0.10
Andhra Pradesh,2020-2021,76.52
Assam,2020-2021,8.58
Bihar,2020-2021,88.34
Chhattisgarh,2020-2021,1.47
Gujarat,2020-2021,72.39
Haryana,2020-2021,0.00
Karnataka,2020-2021,9.00
Madhya Pradesh,2020-2021,618.67
Odisha,2020-2021,37.24
Puducherry,2020-2021,0.13
Punjab,2020-2021,20.86
Rajasthan,2020-2021,5.08
Tamil Nadu,2020-2021,38.60
Telangana,2020-2021,12.32
Tripura,2020-2021,1.10
Uttar Pradesh,2020-2021,45.45
West Bengal,2020-2021,53.10
India,2020-2021,1088.95
Andaman & Nicobar Islands,2021-2022,0.10
Andhra Pradesh,2021-2022,79.03
Assam,2021-2022,8.71
Bihar,2021-2022,108.96
Chhattisgarh,2021-2022,0.90
Gujarat,2021-2022,92.98
Karnataka,2021-2022,5.53
Kerala,2021-2022,0.09
Madhya Pradesh,2021-2022,1102.58
Maharashtra,2021-2022,6.21
Odisha,2021-2022,58.06
Puducherry,2021-2022,0.13
Punjab,2021-2022,65.00
Tamil Nadu,2021-2022,47.46
Telangana,2021-2022,14.37
Tripura,2021-2022,0.75
Uttar Pradesh,2021-2022,40.14
West Bengal,2021-2022,54.52
India,2021-2022,1685.52
