State,Year,Value
Dadra & Nagar Haveli  ,1979-1980,1.00
Haryana,1979-1980,6.00
Himachal Pradesh,1979-1980,2.00
Jammu & Kashmir,1979-1980,8.00
Karnataka,1979-1980,13.00
Kerala,1979-1980,1.00
Madhya Pradesh,1979-1980,112.00
Maharashtra,1979-1980,140.00
Odisha,1979-1980,24.00
Punjab,1979-1980,7.00
Rajasthan,1979-1980,16.00
Tamil Nadu,1979-1980,56.00
Tripura,1979-1980,-
Uttar Pradesh,1979-1980,33.00
West Bengal,1979-1980,20.00
India,1979-1980,495.00
Andhra Pradesh,1980-1981,8.00
Bihar,1980-1981,56.00
Dadra & Nagar Haveli  ,1980-1981,1.00
Haryana,1980-1981,8.00
Himachal Pradesh,1980-1981,3.00
Jammu & Kashmir,1980-1981,10.00
Karnataka,1980-1981,16.00
Kerala,1980-1981,2.00
Madhya Pradesh,1980-1981,158.00
Maharashtra,1980-1981,102.00
Odisha,1980-1981,50.00
Punjab,1980-1981,9.00
Rajasthan,1980-1981,64.00
Tamil Nadu,1980-1981,45.00
Tripura,1980-1981,-
Uttar Pradesh,1980-1981,55.00
West Bengal,1980-1981,20.00
India,1980-1981,608.00
Andhra Pradesh,1980-1981,12.00
Bihar,1980-1981,60.00
Dadra & Nagar Haveli  ,1980-1981,1.00
Haryana,1980-1981,6.00
Himachal Pradesh,1980-1981,2.00
Jammu & Kashmir,1980-1981,8.00
Karnataka,1980-1981,14.00
Kerala,1980-1981,2.00
Madhya Pradesh,1980-1981,179.00
Maharashtra,1980-1981,142.00
Odisha,1980-1981,70.00
Punjab,1980-1981,7.00
Rajasthan,1980-1981,52.00
Tamil Nadu,1980-1981,46.00
Tripura,1980-1981,-
Uttar Pradesh,1980-1981,72.00
West Bengal,1980-1981,25.00
India,1980-1981,700.00
Andhra Pradesh,1981-1982,12.00
Bihar,1981-1982,60.00
Dadra & Nagar Haveli  ,1981-1982,1.00
Gujarat,1981-1982,6.00
Haryana,1981-1982,2.00
Himachal Pradesh,1981-1982,8.00
Jammu & Kashmir,1981-1982,14.00
Karnataka,1981-1982,2.00
Kerala,1981-1982,179.00
Madhya Pradesh,1981-1982,142.00
Maharashtra,1981-1982,70.00
Punjab,1981-1982,7.00
Rajasthan,1981-1982,52.00
Tamil Nadu,1981-1982,46.00
Tripura,1981-1982,-
Uttar Pradesh,1981-1982,72.00
West Bengal,1981-1982,25.00
India,1981-1982,700.00
Andhra Pradesh,1982-1983,13.00
Bihar,1982-1983,47.00
Dadra & Nagar Haveli  ,1982-1983,1.00
Gujarat,1982-1983,26.00
Haryana,1982-1983,5.00
Himachal Pradesh,1982-1983,1.00
Jammu & Kashmir,1982-1983,8.00
Karnataka,1982-1983,11.00
Kerala,1982-1983,2.00
Madhya Pradesh,1982-1983,160.00
Maharashtra,1982-1983,146.00
Odisha,1982-1983,84.00
Punjab,1982-1983,7.00
Rajasthan,1982-1983,48.00
Tamil Nadu,1982-1983,47.00
Tripura,1982-1983,-
Uttar Pradesh,1982-1983,48.00
West Bengal,1982-1983,19.00
India,1982-1983,674.00
Andhra Pradesh,1983-1984,12.00
Bihar,1983-1984,49.00
Dadra & Nagar Haveli  ,1983-1984,1.00
Gujarat,1983-1984,30.00
Haryana,1983-1984,6.00
Himachal Pradesh,1983-1984,3.00
Jammu & Kashmir,1983-1984,9.00
Karnataka,1983-1984,14.00
Kerala,1983-1984,2.00
Madhya Pradesh,1983-1984,213.00
Maharashtra,1983-1984,179.00
Odisha,1983-1984,93.00
Punjab,1983-1984,7.00
Rajasthan,1983-1984,87.00
Sikkim,1983-1984,3.00
Tamil Nadu,1983-1984,48.00
Tripura,1983-1984,-
Uttar Pradesh,1983-1984,44.00
West Bengal,1983-1984,22.00
India,1983-1984,824.00
Andhra Pradesh,1984-1985,9.00
Bihar,1984-1985,44.00
Dadra & Nagar Haveli  ,1984-1985,1.00
Gujarat,1984-1985,34.00
Haryana,1984-1985,4.00
Himachal Pradesh,1984-1985,4.00
Jammu & Kashmir,1984-1985,9.00
Karnataka,1984-1985,12.00
Kerala,1984-1985,1.00
Madhya Pradesh,1984-1985,183.00
Maharashtra,1984-1985,86.00
Odisha,1984-1985,95.00
Punjab,1984-1985,7.00
Rajasthan,1984-1985,76.00
Sikkim,1984-1985,4.00
Tamil Nadu,1984-1985,69.00
Tripura,1984-1985,-
Uttar Pradesh,1984-1985,53.00
West Bengal,1984-1985,20.00
India,1984-1985,713.00
Andhra Pradesh,1985-1986,12.00
Bihar,1985-1986,45.00
Dadra & Nagar Haveli  ,1985-1986,2.00
Gujarat,1985-1986,22.00
Haryana,1985-1986,3.00
Himachal Pradesh,1985-1986,4.00
Jammu & Kashmir,1985-1986,8.00
Karnataka,1985-1986,25.00
Kerala,1985-1986,2.00
Madhya Pradesh,1985-1986,156.00
Maharashtra,1985-1986,168.00
Odisha,1985-1986,106.00
Punjab,1985-1986,8.00
Rajasthan,1985-1986,20.00
Sikkim,1985-1986,4.00
Tamil Nadu,1985-1986,125.00
Tripura,1985-1986,-
Uttar Pradesh,1985-1986,51.00
West Bengal,1985-1986,24.00
India,1985-1986,786.00
Andhra Pradesh,1986-1987,26.00
Bihar,1986-1987,56.00
Dadra & Nagar Haveli  ,1986-1987,1.00
Gujarat,1986-1987,34.00
Haryana,1986-1987,2.00
Himachal Pradesh,1986-1987,3.00
Jammu & Kashmir,1986-1987,7.00
Karnataka,1986-1987,12.00
Kerala,1986-1987,2.00
Madhya Pradesh,1986-1987,159.00
Maharashtra,1986-1987,143.00
Odisha,1986-1987,112.00
Punjab,1986-1987,7.00
Rajasthan,1986-1987,21.00
Sikkim,1986-1987,4.00
Tamil Nadu,1986-1987,75.00
Tripura,1986-1987,-
Uttar Pradesh,1986-1987,52.00
West Bengal,1986-1987,6.00
India,1986-1987,722.00
Andhra Pradesh,1987-1988,30.40
Bihar,1987-1988,43.00
Dadra & Nagar Haveli  ,1987-1988,1.40
Gujarat,1987-1988,13.40
Haryana,1987-1988,1.30
Himachal Pradesh,1987-1988,1.60
Jammu & Kashmir,1987-1988,3.70
Karnataka,1987-1988,24.70
Kerala,1987-1988,1.60
Madhya Pradesh,1987-1988,137.90
Maharashtra,1987-1988,205.40
Odisha,1987-1988,77.90
Punjab,1987-1988,4.50
Rajasthan,1987-1988,16.20
Sikkim,1987-1988,1.50
Tamil Nadu,1987-1988,107.10
Tripura,1987-1988,0.60
Uttar Pradesh,1987-1988,58.80
West Bengal,1987-1988,33.70
India,1987-1988,764.70
Andhra Pradesh,1988-1989,27.00
Bihar,1988-1989,54.00
Dadra & Nagar Haveli  ,1988-1989,1.00
Gujarat,1988-1989,57.00
Haryana,1988-1989,1.00
Himachal Pradesh,1988-1989,2.00
Karnataka,1988-1989,22.00
Kerala,1988-1989,2.00
Madhya Pradesh,1988-1989,192.00
Maharashtra,1988-1989,203.00
Odisha,1988-1989,114.00
Punjab,1988-1989,5.00
Rajasthan,1988-1989,68.00
Sikkim,1988-1989,2.00
Tamil Nadu,1988-1989,145.00
Tripura,1988-1989,1.00
Uttar Pradesh,1988-1989,70.00
West Bengal,1988-1989,27.00
India,1988-1989,992.00
Andhra Pradesh,1989-1990,26.00
Bihar,1989-1990,58.00
Dadra & Nagar Haveli  ,1989-1990,1.00
Gujarat,1989-1990,68.00
Haryana,1989-1990,1.00
Himachal Pradesh,1989-1990,4.00
Jammu & Kashmir,1989-1990,6.00
Karnataka,1989-1990,21.00
Kerala,1989-1990,1.00
Madhya Pradesh,1989-1990,171.00
Maharashtra,1989-1990,168.00
Odisha,1989-1990,108.00
Punjab,1989-1990,3.00
Rajasthan,1989-1990,51.00
Sikkim,1989-1990,7.00
Tamil Nadu,1989-1990,151.00
Tripura,1989-1990,1.00
Uttar Pradesh,1989-1990,62.00
West Bengal,1989-1990,58.00
India,1989-1990,966.00
Andhra Pradesh,1990-1991,24.00
Bihar,1990-1991,62.00
Gujarat,1990-1991,64.00
Haryana,1990-1991,0.00
Himachal Pradesh,1990-1991,5.00
Jammu & Kashmir,1990-1991,6.00
Karnataka,1990-1991,20.00
Kerala,1990-1991,1.00
Madhya Pradesh,1990-1991,177.00
Maharashtra,1990-1991,192.00
Odisha,1990-1991,142.00
Punjab,1990-1991,3.00
Rajasthan,1990-1991,55.00
Sikkim,1990-1991,6.00
Tamil Nadu,1990-1991,147.00
Tripura,1990-1991,1.00
Uttar Pradesh,1990-1991,76.00
West Bengal,1990-1991,43.00
India,1990-1991,1025.00
Andhra Pradesh,1991-1992,23.00
Bihar,1991-1992,45.00
Dadra & Nagar Haveli  ,1991-1992,1.00
Gujarat,1991-1992,52.00
Haryana,1991-1992,1.00
Himachal Pradesh,1991-1992,4.00
Jammu & Kashmir,1991-1992,5.00
Karnataka,1991-1992,42.00
Kerala,1991-1992,1.00
Madhya Pradesh,1991-1992,144.00
Maharashtra,1991-1992,107.00
Odisha,1991-1992,142.00
Punjab,1991-1992,3.00
Rajasthan,1991-1992,35.00
Sikkim,1991-1992,1.00
Tamil Nadu,1991-1992,139.00
Tripura,1991-1992,1.00
Uttar Pradesh,1991-1992,84.00
West Bengal,1991-1992,42.00
India,1991-1992,870.00
Andhra Pradesh,1992-1993,31.10
Bihar,1992-1993,40.70
Dadra & Nagar Haveli  ,1992-1993,1.50
Gujarat,1992-1993,82.40
Haryana,1992-1993,1.10
Himachal Pradesh,1992-1993,4.20
Jammu & Kashmir,1992-1993,4.10
Karnataka,1992-1993,57.90
Kerala,1992-1993,1.10
Madhya Pradesh,1992-1993,165.60
Maharashtra,1992-1993,309.10
Odisha,1992-1993,47.20
Punjab,1992-1993,2.00
Rajasthan,1992-1993,62.80
Sikkim,1992-1993,0.50
Tamil Nadu,1992-1993,139.20
Tripura,1992-1993,0.80
Uttar Pradesh,1992-1993,111.70
West Bengal,1992-1993,40.60
India,1992-1993,1103.60
Andhra Pradesh,1993-1994,35.60
Bihar,1993-1994,38.20
Dadra & Nagar Haveli  ,1993-1994,0.90
Gujarat,1993-1994,45.70
Haryana,1993-1994,0.80
Himachal Pradesh,1993-1994,2.70
Jammu & Kashmir,1993-1994,4.10
Karnataka,1993-1994,63.80
Kerala,1993-1994,4.90
Madhya Pradesh,1993-1994,169.20
Maharashtra,1993-1994,316.60
Odisha,1993-1994,135.20
Punjab,1993-1994,2.30
Rajasthan,1993-1994,55.10
Sikkim,1993-1994,0.50
Tamil Nadu,1993-1994,46.70
Tripura,1993-1994,1.00
Uttar Pradesh,1993-1994,85.00
West Bengal,1993-1994,35.00
India,1993-1994,1043.30
Andhra Pradesh,1994-1995,28.20
Bihar,1994-1995,43.10
Dadra & Nagar Haveli  ,1994-1995,1.40
Gujarat,1994-1995,53.80
Haryana,1994-1995,1.00
Himachal Pradesh,1994-1995,3.70
Jammu & Kashmir,1994-1995,3.80
Karnataka,1994-1995,27.40
Kerala,1994-1995,0.80
Madhya Pradesh,1994-1995,141.20
Maharashtra,1994-1995,231.10
Odisha,1994-1995,56.20
Punjab,1994-1995,1.90
Rajasthan,1994-1995,37.70
Sikkim,1994-1995,0.10
Tamil Nadu,1994-1995,40.20
Tripura,1994-1995,0.60
Uttar Pradesh,1994-1995,77.60
West Bengal,1994-1995,38.80
India,1994-1995,788.60
Andhra Pradesh,1995-1996,54.00
Bihar,1995-1996,37.30
Dadra & Nagar Haveli  ,1995-1996,1.00
Gujarat,1995-1996,61.80
Haryana,1995-1996,0.60
Himachal Pradesh,1995-1996,3.20
Jammu & Kashmir,1995-1996,3.40
Karnataka,1995-1996,86.10
Kerala,1995-1996,0.20
Madhya Pradesh,1995-1996,162.20
Maharashtra,1995-1996,223.70
Odisha,1995-1996,38.00
Punjab,1995-1996,2.10
Rajasthan,1995-1996,62.90
Sikkim,1995-1996,0.10
Tamil Nadu,1995-1996,23.20
Tripura,1995-1996,0.50
Uttar Pradesh,1995-1996,101.00
West Bengal,1995-1996,24.80
India,1995-1996,886.10
Andhra Pradesh,1996-1997,46.00
Arunachal Pradesh,1996-1997,2.70
Assam,1996-1997,23.80
Bihar,1996-1997,50.70
Dadra & Nagar Haveli  ,1996-1997,1.00
Gujarat,1996-1997,91.00
Haryana,1996-1997,0.80
Himachal Pradesh,1996-1997,3.40
Jammu & Kashmir,1996-1997,5.80
Karnataka,1996-1997,29.60
Kerala,1996-1997,0.20
Madhya Pradesh,1996-1997,127.70
Maharashtra,1996-1997,270.20
Nagaland,1996-1997,6.00
Odisha,1996-1997,31.20
Punjab,1996-1997,2.90
Rajasthan,1996-1997,72.70
Sikkim,1996-1997,0.10
Tamil Nadu,1996-1997,22.90
Tripura,1996-1997,0.80
Uttar Pradesh,1996-1997,109.00
West Bengal,1996-1997,43.80
India,1996-1997,909.80
Andhra Pradesh,1997-1998,25.00
Arunachal Pradesh,1997-1998,2.80
Bihar,1997-1998,47.20
Gujarat,1997-1998,83.70
Haryana,1997-1998,0.80
Himachal Pradesh,1997-1998,3.30
Jammu & Kashmir,1997-1998,6.00
Karnataka,1997-1998,30.70
Kerala,1997-1998,3.70
Madhya Pradesh,1997-1998,187.00
Maharashtra,1997-1998,210.40
Nagaland,1997-1998,5.90
Odisha,1997-1998,47.20
Punjab,1997-1998,1.90
Rajasthan,1997-1998,97.00
Sikkim,1997-1998,0.10
Tamil Nadu,1997-1998,27.80
Tripura,1997-1998,0.60
Uttar Pradesh,1997-1998,122.10
West Bengal,1997-1998,43.70
India,1997-1998,939.80
Andaman & Nicobar Islands,1998-1999,-
Andhra Pradesh,1998-1999,31.00
Arunachal Pradesh,1998-1999,2.80
Bihar,1998-1999,48.30
Dadra & Nagar Haveli  ,1998-1999,1.40
Gujarat,1998-1999,75.20
Haryana,1998-1999,0.20
Himachal Pradesh,1998-1999,3.30
Jammu & Kashmir,1998-1999,6.00
Karnataka,1998-1999,45.90
Kerala,1998-1999,3.10
Madhya Pradesh,1998-1999,172.00
Maharashtra,1998-1999,338.00
Nagaland,1998-1999,5.60
Odisha,1998-1999,37.60
Punjab,1998-1999,2.00
Rajasthan,1998-1999,54.70
Sikkim,1998-1999,0.10
Tamil Nadu,1998-1999,39.70
Tripura,1998-1999,0.50
Uttar Pradesh,1998-1999,77.00
West Bengal,1998-1999,25.10
India,1998-1999,961.10
Andhra Pradesh,1999-2000,48.00
Arunachal Pradesh,1999-2000,2.90
Bihar,1999-2000,51.00
Dadra & Nagar Haveli  ,1999-2000,0.90
Gujarat,1999-2000,38.40
Haryana,1999-2000,0.20
Himachal Pradesh,1999-2000,4.50
Jammu & Kashmir,1999-2000,6.30
Karnataka,1999-2000,38.90
Kerala,1999-2000,2.10
Madhya Pradesh,1999-2000,172.20
Maharashtra,1999-2000,269.60
Nagaland,1999-2000,5.80
Odisha,1999-2000,29.10
Punjab,1999-2000,1.90
Rajasthan,1999-2000,33.90
Sikkim,1999-2000,0.10
Tamil Nadu,1999-2000,46.20
Tripura,1999-2000,0.40
Uttar Pradesh,1999-2000,113.00
West Bengal,1999-2000,35.50
India,1999-2000,892.20
Andhra Pradesh,2000-2001,28.00
Arunachal Pradesh,2000-2001,2.60
Bihar,2000-2001,20.30
Chhattisgarh,2000-2001,32.90
Dadra & Nagar Haveli  ,2000-2001,1.60
Gujarat,2000-2001,24.70
Haryana,2000-2001,0.20
Himachal Pradesh,2000-2001,5.50
Jammu & Kashmir,2000-2001,4.90
Jharkhand,2000-2001,27.90
Karnataka,2000-2001,51.70
Kerala,2000-2001,1.10
Madhya Pradesh,2000-2001,103.50
Maharashtra,2000-2001,205.10
Nagaland,2000-2001,6.10
Odisha,2000-2001,27.00
Puducherry,2000-2001,2.10
Punjab,2000-2001,1.70
Rajasthan,2000-2001,32.50
Sikkim,2000-2001,0.10
Tamil Nadu,2000-2001,36.80
Tripura,2000-2001,1.10
Uttar Pradesh,2000-2001,134.00
Uttarakhand,2000-2001,3.60
West Bengal,2000-2001,27.80
India,2000-2001,772.00
Andhra Pradesh,2001-2002,44.50
Arunachal Pradesh,2001-2002,4.70
Bihar,2001-2002,21.50
Chhattisgarh,2001-2002,35.00
Dadra & Nagar Haveli  ,2001-2002,1.80
Gujarat,2001-2002,64.10
Haryana,2001-2002,0.20
Himachal Pradesh,2001-2002,3.30
Jammu & Kashmir,2001-2002,5.40
Jharkhand,2001-2002,2.60
Karnataka,2001-2002,55.60
Kerala,2001-2002,1.10
Madhya Pradesh,2001-2002,160.20
Maharashtra,2001-2002,256.00
Nagaland,2001-2002,8.40
Odisha,2001-2002,44.00
Punjab,2001-2002,1.80
Rajasthan,2001-2002,65.70
Sikkim,2001-2002,0.10
Tamil Nadu,2001-2002,30.20
Tripura,2001-2002,0.50
Uttar Pradesh,2001-2002,148.00
Uttarakhand,2001-2002,6.10
West Bengal,2001-2002,32.30
India,2001-2002,980.00
Andhra Pradesh,2002-2003,45.00
Arunachal Pradesh,2002-2003,3.30
Bihar,2002-2003,18.60
Chhattisgarh,2002-2003,28.00
Dadra & Nagar Haveli  ,2002-2003,1.20
Gujarat,2002-2003,45.30
Haryana,2002-2003,0.30
Himachal Pradesh,2002-2003,2.20
Jammu & Kashmir,2002-2003,6.00
Jharkhand,2002-2003,32.70
Karnataka,2002-2003,21.30
Kerala,2002-2003,0.20
Madhya Pradesh,2002-2003,145.60
Maharashtra,2002-2003,359.80
Nagaland,2002-2003,8.00
Odisha,2002-2003,26.30
Punjab,2002-2003,1.90
Rajasthan,2002-2003,47.20
Sikkim,2002-2003,0.10
Tamil Nadu,2002-2003,13.00
Tripura,2002-2003,0.70
Uttar Pradesh,2002-2003,160.20
Uttarakhand,2002-2003,17.00
West Bengal,2002-2003,31.80
India,2002-2003,1004.40
Andhra Pradesh,2003-2004,67.00
Arunachal Pradesh,2003-2004,3.00
Bihar,2003-2004,18.00
Chhattisgarh,2003-2004,33.60
Dadra & Nagar Haveli  ,2003-2004,1.40
Gujarat,2003-2004,71.30
Haryana,2003-2004,0.40
Himachal Pradesh,2003-2004,2.40
Jammu & Kashmir,2003-2004,6.10
Jharkhand,2003-2004,32.30
Karnataka,2003-2004,32.50
Kerala,2003-2004,0.10
Madhya Pradesh,2003-2004,225.10
Maharashtra,2003-2004,359.00
Nagaland,2003-2004,13.90
Odisha,2003-2004,35.60
Punjab,2003-2004,2.20
Rajasthan,2003-2004,125.20
Sikkim,2003-2004,0.10
Tamil Nadu,2003-2004,20.80
Tripura,2003-2004,0.70
Uttar Pradesh,2003-2004,120.40
Uttarakhand,2003-2004,15.00
West Bengal,2003-2004,31.20
India,2003-2004,1200.40
Andhra Pradesh,2004-2005,35.10
Arunachal Pradesh,2004-2005,3.40
Bihar,2004-2005,17.90
Chhattisgarh,2004-2005,31.30
Dadra & Nagar Haveli  ,2004-2005,1.40
Gujarat,2004-2005,48.60
Haryana,2004-2005,1.30
Himachal Pradesh,2004-2005,3.20
Jammu & Kashmir,2004-2005,5.90
Jharkhand,2004-2005,40.50
Karnataka,2004-2005,14.00
Kerala,2004-2005,0.10
Madhya Pradesh,2004-2005,200.90
Maharashtra,2004-2005,216.00
Nagaland,2004-2005,7.50
Odisha,2004-2005,32.40
Punjab,2004-2005,1.80
Rajasthan,2004-2005,52.70
Sikkim,2004-2005,0.10
Tamil Nadu,2004-2005,21.90
Tripura,2004-2005,0.70
Uttar Pradesh,2004-2005,177.40
Uttarakhand,2004-2005,13.00
West Bengal,2004-2005,32.00
India,2004-2005,948.20
Andhra Pradesh,2005-2006,34.80
Arunachal Pradesh,2005-2006,3.10
Bihar,2005-2006,19.40
Chhattisgarh,2005-2006,32.90
Dadra & Nagar Haveli  ,2005-2006,1.50
Gujarat,2005-2006,36.30
Haryana,2005-2006,0.80
Himachal Pradesh,2005-2006,4.60
Jammu & Kashmir,2005-2006,6.50
Jharkhand,2005-2006,38.20
Karnataka,2005-2006,19.00
Kerala,2005-2006,0.50
Madhya Pradesh,2005-2006,156.70
Maharashtra,2005-2006,199.00
Nagaland,2005-2006,6.10
Odisha,2005-2006,31.20
Punjab,2005-2006,1.30
Rajasthan,2005-2006,35.10
Sikkim,2005-2006,0.10
Tamil Nadu,2005-2006,15.20
Tripura,2005-2006,0.70
Uttar Pradesh,2005-2006,211.30
Uttarakhand,2005-2006,20.00
West Bengal,2005-2006,30.70
India,2005-2006,895.80
Andhra Pradesh,2006-2007,22.00
Arunachal Pradesh,2006-2007,3.10
Bihar,2006-2007,19.80
Chhattisgarh,2006-2007,34.30
Dadra & Nagar Haveli  ,2006-2007,1.50
Gujarat,2006-2007,32.00
Haryana,2006-2007,1.00
Himachal Pradesh,2006-2007,5.40
Jammu & Kashmir,2006-2007,5.70
Jharkhand,2006-2007,54.80
Karnataka,2006-2007,18.00
Kerala,2006-2007,1.00
Madhya Pradesh,2006-2007,151.50
Maharashtra,2006-2007,200.00
Nagaland,2006-2007,13.20
Odisha,2006-2007,34.50
Punjab,2006-2007,1.40
Rajasthan,2006-2007,31.50
Sikkim,2006-2007,0.10
Tamil Nadu,2006-2007,26.40
Tripura,2006-2007,0.70
Uttar Pradesh,2006-2007,266.00
West Bengal,2006-2007,34.70
India,2006-2007,942.30
Andhra Pradesh,2007-2008,49.00
Arunachal Pradesh,2007-2008,3.10
Bihar,2007-2008,19.40
Chhattisgarh,2007-2008,33.00
Dadra & Nagar Haveli  ,2007-2008,1.50
Gujarat,2007-2008,71.00
Haryana,2007-2008,1.00
Himachal Pradesh,2007-2008,6.30
Jammu & Kashmir,2007-2008,6.60
Jharkhand,2007-2008,60.90
Karnataka,2007-2008,62.00
Kerala,2007-2008,1.00
Madhya Pradesh,2007-2008,163.50
Maharashtra,2007-2008,320.00
Nagaland,2007-2008,12.90
Odisha,2007-2008,42.80
Punjab,2007-2008,1.60
Rajasthan,2007-2008,76.60
Sikkim,2007-2008,3.10
Tamil Nadu,2007-2008,15.80
Tripura,2007-2008,0.50
Uttar Pradesh,2007-2008,150.00
West Bengal,2007-2008,34.80
India,2007-2008,1120.40
Andhra Pradesh,2008-2009,40.00
Arunachal Pradesh,2008-2009,3.60
Bihar,2008-2009,18.00
Chhattisgarh,2008-2009,30.80
Dadra & Nagar Haveli  ,2008-2009,1.50
Gujarat,2008-2009,64.00
Haryana,2008-2009,1.00
Himachal Pradesh,2008-2009,4.60
Jammu & Kashmir,2008-2009,5.50
Jharkhand,2008-2009,50.60
Karnataka,2008-2009,24.00
Kerala,2008-2009,0.50
Madhya Pradesh,2008-2009,183.30
Maharashtra,2008-2009,100.00
Nagaland,2008-2009,14.80
Odisha,2008-2009,33.50
Punjab,2008-2009,1.40
Rajasthan,2008-2009,40.60
Sikkim,2008-2009,3.10
Tamil Nadu,2008-2009,11.30
Tripura,2008-2009,0.60
Uttar Pradesh,2008-2009,195.00
