State,Year,Value
Odisha,1984-1985,4.00
Tamil Nadu,1984-1985,61.00
India,1984-1985,376.00
Andhra Pradesh,1985-1986,21.00
Bihar,1985-1986,46.00
Himachal Pradesh,1985-1986,2.00
Jammu & Kashmir,1985-1986,1.00
Karnataka,1985-1986,71.00
Madhya Pradesh,1985-1986,40.00
Maharashtra,1985-1986,75.00
Odisha,1985-1986,9.00
Tamil Nadu,1985-1986,64.00
India,1985-1986,328.00
Andhra Pradesh,1986-1987,20.00
Bihar,1986-1987,43.00
Himachal Pradesh,1986-1987,1.00
Jammu & Kashmir,1986-1987,1.00
Karnataka,1986-1987,119.00
Madhya Pradesh,1986-1987,42.00
Maharashtra,1986-1987,90.00
Odisha,1986-1987,5.00
Tamil Nadu,1986-1987,54.00
India,1986-1987,376.00
Andhra Pradesh,1987-1988,16.00
Bihar,1987-1988,30.00
Himachal Pradesh,1987-1988,1.00
Jammu & Kashmir,1987-1988,-
Karnataka,1987-1988,128.00
Madhya Pradesh,1987-1988,37.00
Maharashtra,1987-1988,68.00
Odisha,1987-1988,8.00
Tamil Nadu,1987-1988,72.00
India,1987-1988,359.00
Andhra Pradesh,1988-1989,12.00
Bihar,1988-1989,34.00
Himachal Pradesh,1988-1989,1.00
Karnataka,1988-1989,63.00
Madhya Pradesh,1988-1989,44.00
Maharashtra,1988-1989,69.00
Tamil Nadu,1988-1989,54.00
India,1988-1989,276.00
Andhra Pradesh,1989-1990,16.00
Bihar,1989-1990,34.00
Himachal Pradesh,1989-1990,1.00
Jammu & Kashmir,1989-1990,1.00
Karnataka,1989-1990,97.00
Madhya Pradesh,1989-1990,44.00
Maharashtra,1989-1990,93.00
Odisha,1989-1990,6.00
Tamil Nadu,1989-1990,61.00
India,1989-1990,351.00
Andhra Pradesh,1990-1991,17.00
Bihar,1990-1991,39.00
Himachal Pradesh,1990-1991,1.00
Jammu & Kashmir,1990-1991,1.00
Karnataka,1990-1991,91.00
Madhya Pradesh,1990-1991,45.00
Maharashtra,1990-1991,62.00
Odisha,1990-1991,5.00
Tamil Nadu,1990-1991,51.00
India,1990-1991,311.00
Andhra Pradesh,1991-1992,16.00
Bihar,1991-1992,32.00
Himachal Pradesh,1991-1992,1.00
Jammu & Kashmir,1991-1992,1.00
Karnataka,1991-1992,108.00
Madhya Pradesh,1991-1992,38.00
Maharashtra,1991-1992,35.00
Odisha,1991-1992,6.00
Tamil Nadu,1991-1992,48.00
India,1991-1992,284.00
Andhra Pradesh,1992-1993,12.00
Bihar,1992-1993,27.00
Himachal Pradesh,1992-1993,1.00
Jammu & Kashmir,1992-1993,1.00
Karnataka,1992-1993,115.00
Madhya Pradesh,1992-1993,40.00
Maharashtra,1992-1993,82.00
Odisha,1992-1993,31.00
Tamil Nadu,1992-1993,56.00
India,1992-1993,364.00
Andhra Pradesh,1993-1994,10.00
Bihar,1993-1994,4.00
Himachal Pradesh,1993-1994,1.00
Jammu & Kashmir,1993-1994,1.00
Karnataka,1993-1994,108.00
Madhya Pradesh,1993-1994,43.00
Maharashtra,1993-1994,74.00
Odisha,1993-1994,3.00
India,1993-1994,243.00
Andhra Pradesh,1994-1995,6.00
Bihar,1994-1995,27.00
Himachal Pradesh,1994-1995,1.00
Jammu & Kashmir,1994-1995,1.00
Karnataka,1994-1995,89.00
Madhya Pradesh,1994-1995,42.00
Maharashtra,1994-1995,54.00
Odisha,1994-1995,42.00
Tamil Nadu,1994-1995,30.00
India,1994-1995,292.00
Andhra Pradesh,1995-1996,8.00
Bihar,1995-1996,28.00
Gujarat,1995-1996,8.00
Himachal Pradesh,1995-1996,1.00
Jammu & Kashmir,1995-1996,1.00
Karnataka,1995-1996,96.00
Madhya Pradesh,1995-1996,40.00
Maharashtra,1995-1996,43.00
Odisha,1995-1996,39.00
Tamil Nadu,1995-1996,18.00
India,1995-1996,281.00
Andhra Pradesh,1996-1997,8.00
Bihar,1996-1997,32.00
Himachal Pradesh,1996-1997,1.00
Jammu & Kashmir,1996-1997,1.00
Karnataka,1996-1997,98.00
Madhya Pradesh,1996-1997,39.00
Maharashtra,1996-1997,39.00
Odisha,1996-1997,22.00
Tamil Nadu,1996-1997,15.00
India,1996-1997,254.00
Andhra Pradesh,1997-1998,7.00
Bihar,1997-1998,35.00
Himachal Pradesh,1997-1998,1.00
Jammu & Kashmir,1997-1998,1.00
Karnataka,1997-1998,80.00
Madhya Pradesh,1997-1998,35.00
Maharashtra,1997-1998,32.00
Odisha,1997-1998,33.00
Tamil Nadu,1997-1998,18.00
India,1997-1998,242.00
Andhra Pradesh,1998-1999,8.00
Bihar,1998-1999,36.00
Himachal Pradesh,1998-1999,1.00
Jammu & Kashmir,1998-1999,1.00
Karnataka,1998-1999,91.00
Madhya Pradesh,1998-1999,33.00
Maharashtra,1998-1999,40.00
Odisha,1998-1999,24.00
Tamil Nadu,1998-1999,19.00
India,1998-1999,252.00
Andhra Pradesh,1999-2000,6.00
Bihar,1999-2000,43.00
Himachal Pradesh,1999-2000,1.00
Jammu & Kashmir,1999-2000,1.00
Karnataka,1999-2000,63.00
Madhya Pradesh,1999-2000,30.00
Maharashtra,1999-2000,30.00
Odisha,1999-2000,23.00
Tamil Nadu,1999-2000,1.00
India,1999-2000,198.00
Andhra Pradesh,2000-2001,7.00
Bihar,2000-2001,14.00
Chhattisgarh,2000-2001,18.00
Himachal Pradesh,2000-2001,1.00
Jammu & Kashmir,2000-2001,1.00
Jharkhand,2000-2001,31.00
Karnataka,2000-2001,93.00
Madhya Pradesh,2000-2001,7.00
Maharashtra,2000-2001,31.00
Odisha,2000-2001,15.00
Tamil Nadu,2000-2001,13.00
India,2000-2001,230.00
Andhra Pradesh,2001-2002,4.00
Bihar,2001-2002,12.00
Chhattisgarh,2001-2002,20.00
Himachal Pradesh,2001-2002,1.00
Jammu & Kashmir,2001-2002,1.00
Jharkhand,2001-2002,6.00
Karnataka,2001-2002,82.00
Madhya Pradesh,2001-2002,9.00
Maharashtra,2001-2002,11.00
Odisha,2001-2002,28.00
Tamil Nadu,2001-2002,14.00
India,2001-2002,187.00
Andhra Pradesh,2002-2003,6.00
Bihar,2002-2003,10.00
Chhattisgarh,2002-2003,13.00
Himachal Pradesh,2002-2003,1.00
Jammu & Kashmir,2002-2003,1.00
Jharkhand,2002-2003,6.00
Karnataka,2002-2003,52.00
Madhya Pradesh,2002-2003,8.00
Maharashtra,2002-2003,11.00
Odisha,2002-2003,14.00
Tamil Nadu,2002-2003,6.00
India,2002-2003,128.00
Andhra Pradesh,2003-2004,4.00
Bihar,2003-2004,11.00
Chhattisgarh,2003-2004,18.00
Haryana,2003-2004,1.00
Himachal Pradesh,2003-2004,1.00
Jammu & Kashmir,2003-2004,1.00
Jharkhand,2003-2004,6.00
Karnataka,2003-2004,38.00
Madhya Pradesh,2003-2004,10.00
Maharashtra,2003-2004,13.00
Odisha,2003-2004,25.00
Tamil Nadu,2003-2004,6.00
India,2003-2004,133.00
Andhra Pradesh,2004-2005,5.00
Bihar,2004-2005,12.00
Chhattisgarh,2004-2005,16.00
Himachal Pradesh,2004-2005,1.00
Jammu & Kashmir,2004-2005,1.00
Jharkhand,2004-2005,8.00
Karnataka,2004-2005,72.00
Madhya Pradesh,2004-2005,8.00
Maharashtra,2004-2005,22.00
Odisha,2004-2005,21.00
Tamil Nadu,2004-2005,7.00
India,2004-2005,171.00
Andhra Pradesh,2005-2006,4.00
Bihar,2005-2006,10.00
Chhattisgarh,2005-2006,16.00
Himachal Pradesh,2005-2006,1.00
Jharkhand,2005-2006,7.00
Karnataka,2005-2006,73.00
Madhya Pradesh,2005-2006,8.00
Maharashtra,2005-2006,17.00
Odisha,2005-2006,21.00
Tamil Nadu,2005-2006,4.00
India,2005-2006,161.00
Andhra Pradesh,2006-2007,5.00
Bihar,2006-2007,12.00
Chhattisgarh,2006-2007,16.00
Himachal Pradesh,2006-2007,1.00
Jammu & Kashmir,2006-2007,1.00
Jharkhand,2006-2007,7.00
Karnataka,2006-2007,42.00
Madhya Pradesh,2006-2007,9.00
Maharashtra,2006-2007,20.00
Odisha,2006-2007,21.00
Tamil Nadu,2006-2007,6.00
India,2006-2007,139.00
Andhra Pradesh,2007-2008,4.00
Bihar,2007-2008,13.00
Chhattisgarh,2007-2008,15.00
Himachal Pradesh,2007-2008,1.00
Jammu & Kashmir,2007-2008,1.00
Jharkhand,2007-2008,7.00
Karnataka,2007-2008,54.00
Madhya Pradesh,2007-2008,8.00
Maharashtra,2007-2008,24.00
Odisha,2007-2008,21.00
Tamil Nadu,2007-2008,4.00
India,2007-2008,151.00
Andhra Pradesh,2008-2009,2.00
Bihar,2008-2009,10.00
Chhattisgarh,2008-2009,15.00
Haryana,2008-2009,-
Himachal Pradesh,2008-2009,1.00
Jammu & Kashmir,2008-2009,1.00
Jharkhand,2008-2009,6.00
Karnataka,2008-2009,41.00
Madhya Pradesh,2008-2009,8.00
Maharashtra,2008-2009,10.00
Odisha,2008-2009,16.00
Tamil Nadu,2008-2009,10.00
India,2008-2009,120.00
Andhra Pradesh,2009-2010,13.00
Bihar,2009-2010,10.00
Chhattisgarh,2009-2010,13.00
Haryana,2009-2010,-
Himachal Pradesh,2009-2010,1.00
Jammu & Kashmir,2009-2010,1.00
Jharkhand,2009-2010,6.00
Karnataka,2009-2010,56.00
Madhya Pradesh,2009-2010,7.00
Maharashtra,2009-2010,6.00
Odisha,2009-2010,20.00
Tamil Nadu,2009-2010,5.00
India,2009-2010,138.00
Andhra Pradesh,2010-2011,2.00
Bihar,2010-2011,9.70
Chhattisgarh,2010-2011,13.50
Himachal Pradesh,2010-2011,1.10
Jammu & Kashmir,2010-2011,0.30
Jharkhand,2010-2011,17.20
Karnataka,2010-2011,51.00
Maharashtra,2010-2011,8.50
Odisha,2010-2011,22.10
Tamil Nadu,2010-2011,8.40
Telangana,2010-2011,1.00
Uttarakhand,2010-2011,10.40
India,2010-2011,145.30
Andhra Pradesh,2011-2012,3.00
Bihar,2011-2012,8.20
Chhattisgarh,2011-2012,14.20
Himachal Pradesh,2011-2012,1.20
Jammu & Kashmir,2011-2012,0.30
Jharkhand,2011-2012,9.80
Karnataka,2011-2012,35.00
Madhya Pradesh,2011-2012,4.90
Odisha,2011-2012,10.70
Tamil Nadu,2011-2012,11.70
Telangana,2011-2012,-
Uttarakhand,2011-2012,10.00
India,2011-2012,109.00
Andhra Pradesh,2012-2013,3.00
Bihar,2012-2013,7.80
Chhattisgarh,2012-2013,13.50
Haryana,2012-2013,0.20
Himachal Pradesh,2012-2013,0.90
Jammu & Kashmir,2012-2013,0.40
Jharkhand,2012-2013,7.20
Karnataka,2012-2013,26.00
Madhya Pradesh,2012-2013,4.80
Odisha,2012-2013,17.50
Tamil Nadu,2012-2013,5.70
Telangana,2012-2013,-
Uttarakhand,2012-2013,10.70
India,2012-2013,97.60
Andhra Pradesh,2013-2014,5.00
Bihar,2013-2014,7.80
Chhattisgarh,2013-2014,14.40
Himachal Pradesh,2013-2014,0.80
Jammu & Kashmir,2013-2014,0.20
Jharkhand,2013-2014,15.00
Karnataka,2013-2014,28.00
Madhya Pradesh,2013-2014,5.80
Odisha,2013-2014,15.00
Tamil Nadu,2013-2014,8.60
Telangana,2013-2014,-
Uttarakhand,2013-2014,11.90
India,2013-2014,112.50
Andhra Pradesh,2014-2015,5.00
Bihar,2014-2015,8.00
Chhattisgarh,2014-2015,15.50
Haryana,2014-2015,0.20
Himachal Pradesh,2014-2015,0.70
Jammu & Kashmir,2014-2015,0.10
Jharkhand,2014-2015,22.30
Karnataka,2014-2015,27.00
Madhya Pradesh,2014-2015,10.00
Odisha,2014-2015,13.20
Tamil Nadu,2014-2015,10.60
Uttarakhand,2014-2015,11.60
India,2014-2015,124.10
Andhra Pradesh,2015-2016,10.00
Bihar,2015-2016,7.20
Chhattisgarh,2015-2016,15.00
Haryana,2015-2016,0.20
Jharkhand,2015-2016,18.80
Karnataka,2015-2016,25.00
Madhya Pradesh,2015-2016,5.00
Odisha,2015-2016,9.40
Tamil Nadu,2015-2016,4.30
Uttarakhand,2015-2016,10.70
India,2015-2016,105.70
Andhra Pradesh,2016-2017,0.00
Bihar,2016-2017,7.63
Chhattisgarh,2016-2017,15.60
Haryana,2016-2017,0.07
Himachal Pradesh,2016-2017,0.74
Jammu & Kashmir,2016-2017,0.28
Jharkhand,2016-2017,19.50
Karnataka,2016-2017,11.00
Madhya Pradesh,2016-2017,6.00
Odisha,2016-2017,14.83
Tamil Nadu,2016-2017,1.17
Uttarakhand,2016-2017,11.00
India,2016-2017,87.82
Andhra Pradesh,2017-2018,7.00
Bihar,2017-2018,7.98
Chhattisgarh,2017-2018,15.28
Haryana,2017-2018,0.20
Himachal Pradesh,2017-2018,0.94
Jammu & Kashmir,2017-2018,0.47
Jharkhand,2017-2018,8.83
Karnataka,2017-2018,33.00
Madhya Pradesh,2017-2018,6.00
Odisha,2017-2018,10.64
Tamil Nadu,2017-2018,6.27
Uttarakhand,2017-2018,12.00
India,2017-2018,108.61
Andhra Pradesh,2018-2019,10.00
Bihar,2018-2019,8.97
Chhattisgarh,2018-2019,14.44
Haryana,2018-2019,0.30
Himachal Pradesh,2018-2019,0.94
Jammu & Kashmir,2018-2019,0.33
Jharkhand,2018-2019,11.29
Karnataka,2018-2019,16.00
Madhya Pradesh,2018-2019,1.00
Odisha,2018-2019,8.68
Tamil Nadu,2018-2019,2.88
Uttarakhand,2018-2019,12.00
India,2018-2019,86.83
Andhra Pradesh,2019-2020,39.00
Bihar,2019-2020,7.46
Chhattisgarh,2019-2020,13.47
Haryana,2019-2020,0.11
Himachal Pradesh,2019-2020,1.02
Jammu & Kashmir,2019-2020,0.22
Jharkhand,2019-2020,13.82
Karnataka,2019-2020,71.00
Madhya Pradesh,2019-2020,0.00
Odisha,2019-2020,9.00
Tamil Nadu,2019-2020,1.70
Uttarakhand,2019-2020,11.00
India,2019-2020,167.80
Andhra Pradesh,2020-2021,1.00
Bihar,2020-2021,6.35
Chhattisgarh,2020-2021,10.74
Haryana,2020-2021,0.40
Himachal Pradesh,2020-2021,0.80
Jammu & Kashmir,2020-2021,0.24
Jharkhand,2020-2021,13.09
Karnataka,2020-2021,31.00
Kerala,2020-2021,0.00
Madhya Pradesh,2020-2021,0.27
Odisha,2020-2021,10.49
Tamil Nadu,2020-2021,2.62
Telangana,2020-2021,2.00
Uttarakhand,2020-2021,13.00
India,2020-2021,91.99
