State,Year,Value
Karnataka,2016-2017,592.00
Kerala ,2016-2017,1.43
Madhya Pradesh,2016-2017,3544.20
Maharashtra,2016-2017,1719.01
Manipur,2016-2017,0.74
Meghalaya,2016-2017,1.97
Nagaland,2016-2017,0.62
Odisha,2016-2017,30.97
Punjab,2016-2017,2.20
Rajasthan ,2016-2017,1409.39
Tamil Nadu,2016-2017,3.39
Telangana,2016-2017,132.00
Tripura,2016-2017,0.20
Uttar Pradesh,2016-2017,626.00
Uttarakhand,2016-2017,1.00
West Bengal,2016-2017,28.50
India ,2016-2017,9377.56
Andhra Pradesh,2017-2018,588.64
Assam,2017-2018,1.56
Bihar,2017-2018,67.19
Chhattisgarh,2017-2018,320.93
Delhi ,2017-2018,0.01
Gujarat,2017-2018,376.51
Haryana,2017-2018,36.00
Himachal Pradesh,2017-2018,0.37
Jammu & Kashmir,2017-2018,0.00
Jharkhand,2017-2018,285.74
Karnataka,2017-2018,783.04
Kerala ,2017-2018,1.72
Madhya Pradesh,2017-2018,4595.02
Maharashtra,2017-2018,1834.28
Manipur,2017-2018,0.77
Meghalaya,2017-2018,1.98
Nagaland,2017-2018,0.66
Odisha,2017-2018,25.63
Punjab,2017-2018,2.01
Rajasthan ,2017-2018,1688.85
Tamil Nadu,2017-2018,4.82
Telangana,2017-2018,147.05
Tripura,2017-2018,0.19
Uttar Pradesh,2017-2018,578.66
Uttarakhand,2017-2018,0.78
West Bengal,2017-2018,36.80
India ,2017-2018,11379.19
Andhra Pradesh,2018-2019,242.82
Arunachal Pradesh,2018-2019,0.00
Assam,2018-2019,1.57
Bihar,2018-2019,67.72
Chhattisgarh,2018-2019,329.86
Dadra & Nagar Haveli  ,2018-2019,0.15
Gujarat,2018-2019,234.87
Haryana,2018-2019,62.19
Himachal Pradesh,2018-2019,0.40
Jharkhand,2018-2019,221.16
Karnataka,2018-2019,574.46
Kerala,2018-2019,0.55
Madhya Pradesh,2018-2019,3996.66
Maharashtra,2018-2019,1396.87
Manipur,2018-2019,0.79
Meghalaya,2018-2019,1.99
Nagaland,2018-2019,0.64
Odisha,2018-2019,23.84
Punjab,2018-2019,2.53
Rajasthan,2018-2019,1839.45
Tamil Nadu,2018-2019,5.42
Telangana,2018-2019,163.18
Tripura,2018-2019,0.17
Uttarakhand,2018-2019,0.80
Uttar Pradesh,2018-2019,727.58
West Bengal,2018-2019,42.33
India,2018-2019,9937.99
Andhra Pradesh,2019-2020,559.06
Assam,2019-2020,1.52
Bihar,2019-2020,38.55
Chhattisgarh,2019-2020,88.19
Gujarat,2019-2020,635.12
Haryana,2019-2020,47.14
Himachal Pradesh,2019-2020,0.42
Jammu & Kashmir,2019-2020,0.00
Jharkhand,2019-2020,275.40
Karnataka,2019-2020,675.65
Kerala,2019-2020,0.45
Madhya Pradesh,2019-2020,2729.14
Maharashtra,2019-2020,2239.36
Manipur,2019-2020,0.70
Meghalaya,2019-2020,1.99
Nagaland,2019-2020,0.64
Odisha,2019-2020,21.67
Punjab,2019-2020,1.83
Rajasthan,2019-2020,2657.63
Tamil Nadu,2019-2020,5.14
Telangana,2019-2020,199.16
Tripura,2019-2020,0.18
Uttarakhand,2019-2020,0.76
Uttar Pradesh,2019-2020,851.39
West Bengal,2019-2020,47.40
India,2019-2020,11078.50
Andhra Pradesh,2020-2021,532.78
Assam,2020-2021,1.54
Bihar,2020-2021,54.50
Chhattisgarh,2020-2021,267.51
Gujarat,2020-2021,1279.82
Haryana,2020-2021,35.87
Himachal Pradesh,2020-2021,0.34
Jharkhand,2020-2021,334.24
Karnataka,2020-2021,445.63
Kerala,2020-2021,0.51
Madhya Pradesh,2020-2021,3214.08
Maharashtra,2020-2021,2396.42
Manipur,2020-2021,0.82
Meghalaya,2020-2021,2.00
Nagaland,2020-2021,0.64
Odisha,2020-2021,22.56
Punjab,2020-2021,2.64
Rajasthan,2020-2021,2265.29
Tamil Nadu,2020-2021,5.22
Telangana,2020-2021,238.38
Tripura,2020-2021,0.09
Uttarakhand,2020-2021,0.75
Uttar Pradesh,2020-2021,759.47
West Bengal,2020-2021,50.07
India,2020-2021,11911.18
Andhra Pradesh,2021-2022,455.24
Assam,2021-2022,1.59
Bihar,2021-2022,54.38
Chhattisgarh,2021-2022,240.43
Gujarat,2021-2022,2101.78
Haryana,2021-2022,45.37
Himachal Pradesh,2021-2022,0.27
Jharkhand,2021-2022,308.69
Karnataka,2021-2022,490.57
Madhya Pradesh,2021-2022,2931.10
Maharashtra,2021-2022,3101.23
Manipur,2021-2022,0.90
Meghalaya,2021-2022,2.00
Nagaland,2021-2022,0.31
Odisha,2021-2022,27.46
Punjab,2021-2022,2.19
Rajasthan,2021-2022,2684.93
Tamil Nadu,2021-2022,3.77
Telangana,2021-2022,224.03
Tripura,2021-2022,0.05
Uttarakhand,2021-2022,0.79
Uttar Pradesh,2021-2022,818.37
West Bengal,2021-2022,48.17
India,2021-2022,13543.63
