State,Year,Value
Maharashtra,1974-1975,154.00
Puducherry,1974-1975,2.00
Punjab,1974-1975,12.00
Rajasthan,1974-1975,20.00
Tamil Nadu,1974-1975,26.00
Tripura,1974-1975,-
Uttar Pradesh,1974-1975,58.00
West Bengal,1974-1975,82.00
India,1974-1975,671.00
Andhra Pradesh,1975-1976,84.00
Assam,1975-1976,15.00
Bihar,1975-1976,42.00
Dadra & Nagar Haveli  ,1975-1976,1.00
Haryana,1975-1976,5.00
Himachal Pradesh,1975-1976,9.00
Jammu & Kashmir,1975-1976,9.00
Karnataka,1975-1976,11.00
Kerala,1975-1976,1.00
Madhya Pradesh,1975-1976,184.00
Maharashtra,1975-1976,175.00
Puducherry,1975-1976,2.00
Punjab,1975-1976,10.00
Rajasthan,1975-1976,52.00
Tamil Nadu,1975-1976,21.00
Tripura,1975-1976,1.00
Uttar Pradesh,1975-1976,43.00
West Bengal,1975-1976,93.00
India,1975-1976,757.00
Andhra Pradesh,1976-1977,65.00
Assam,1976-1977,17.00
Bihar,1976-1977,38.00
Dadra & Nagar Haveli  ,1976-1977,1.00
Haryana,1976-1977,5.00
Himachal Pradesh,1976-1977,9.00
Jammu & Kashmir,1976-1977,7.00
Karnataka,1976-1977,8.00
Madhya Pradesh,1976-1977,152.00
Maharashtra,1976-1977,173.00
Puducherry,1976-1977,2.00
Punjab,1976-1977,8.00
Rajasthan,1976-1977,41.00
Tamil Nadu,1976-1977,42.00
Tripura,1976-1977,1.00
Uttar Pradesh,1976-1977,39.00
West Bengal,1976-1977,87.00
India,1976-1977,693.00
Andhra Pradesh,1977-1978,50.00
Assam,1977-1978,15.00
Bihar,1977-1978,44.00
Dadra & Nagar Haveli  ,1977-1978,1.00
Haryana,1977-1978,6.00
Himachal Pradesh,1977-1978,5.00
Jammu & Kashmir,1977-1978,9.00
Karnataka,1977-1978,13.00
Kerala,1977-1978,1.00
Madhya Pradesh,1977-1978,182.00
Maharashtra,1977-1978,172.00
Puducherry,1977-1978,2.00
Rajasthan,1977-1978,52.00
Tamil Nadu,1977-1978,62.00
Tripura,1977-1978,1.00
Uttar Pradesh,1977-1978,55.00
West Bengal,1977-1978,76.00
India,1977-1978,747.00
Andhra Pradesh,1978-1979,98.00
Assam,1978-1979,18.00
Bihar,1978-1979,49.00
Dadra & Nagar Haveli  ,1978-1979,1.00
Haryana,1978-1979,5.00
Himachal Pradesh,1978-1979,9.00
Jammu & Kashmir,1978-1979,11.00
Karnataka,1978-1979,14.00
Kerala,1978-1979,2.00
Madhya Pradesh,1978-1979,156.00
Maharashtra,1978-1979,157.00
Puducherry,1978-1979,2.00
Punjab,1978-1979,10.00
Rajasthan,1978-1979,36.00
Tamil Nadu,1978-1979,65.00
Tripura,1978-1979,-
Uttar Pradesh,1978-1979,43.00
West Bengal,1978-1979,52.00
India,1978-1979,727.00
Andhra Pradesh,1979-1980,92.00
Assam,1979-1980,15.00
Bihar,1979-1980,40.00
Dadra & Nagar Haveli  ,1979-1980,1.00
Haryana,1979-1980,6.00
Himachal Pradesh,1979-1980,2.00
Jammu & Kashmir,1979-1980,8.00
Karnataka,1979-1980,14.00
Kerala,1979-1980,1.00
Madhya Pradesh,1979-1980,119.00
Maharashtra,1979-1980,147.00
Odisha,1979-1980,126.00
Puducherry,1979-1980,2.00
Punjab,1979-1980,7.00
Rajasthan,1979-1980,16.00
Tamil Nadu,1979-1980,56.00
Tripura,1979-1980,-
Uttar Pradesh,1979-1980,33.00
West Bengal,1979-1980,69.00
India,1979-1980,757.00
Andhra Pradesh,1980-1981,107.00
Assam,1980-1981,18.00
Bihar,1980-1981,56.00
Dadra & Nagar Haveli  ,1980-1981,1.00
Haryana,1980-1981,7.00
Himachal Pradesh,1980-1981,3.00
Jammu & Kashmir,1980-1981,10.00
Karnataka,1980-1981,17.00
Kerala,1980-1981,2.00
Madhya Pradesh,1980-1981,175.00
Maharashtra,1980-1981,106.00
Odisha,1980-1981,217.00
Puducherry,1980-1981,2.00
Punjab,1980-1981,9.00
Rajasthan,1980-1981,64.00
Tamil Nadu,1980-1981,45.00
Tripura,1980-1981,-
Uttar Pradesh,1980-1981,55.00
West Bengal,1980-1981,65.00
India,1980-1981,959.00
Andhra Pradesh,1980-1981,90.00
Bihar,1980-1981,60.00
Dadra & Nagar Haveli  ,1980-1981,1.00
Haryana,1980-1981,6.00
Himachal Pradesh,1980-1981,2.00
Jammu & Kashmir,1980-1981,8.00
Karnataka,1980-1981,17.00
Kerala,1980-1981,2.00
Madhya Pradesh,1980-1981,196.00
Maharashtra,1980-1981,150.00
Odisha,1980-1981,237.00
Puducherry,1980-1981,1.00
Punjab,1980-1981,7.00
Rajasthan,1980-1981,52.00
Tamil Nadu,1980-1981,46.00
Tripura,1980-1981,-
Uttar Pradesh,1980-1981,72.00
West Bengal,1980-1981,62.00
India,1980-1981,1010.00
Andhra Pradesh,1981-1982,90.00
Bihar,1981-1982,60.00
Dadra & Nagar Haveli  ,1981-1982,1.00
Gujarat,1981-1982,6.00
Haryana,1981-1982,2.00
Himachal Pradesh,1981-1982,8.00
Jammu & Kashmir,1981-1982,17.00
Karnataka,1981-1982,2.00
Kerala,1981-1982,196.00
Madhya Pradesh,1981-1982,150.00
Maharashtra,1981-1982,237.00
Odisha,1981-1982,1.00
Punjab,1981-1982,7.00
Rajasthan,1981-1982,52.00
Tamil Nadu,1981-1982,46.00
Tripura,1981-1982,-
Uttar Pradesh,1981-1982,72.00
West Bengal,1981-1982,62.00
India,1981-1982,1010.00
Andhra Pradesh,1982-1983,126.00
Bihar,1982-1983,47.00
Dadra & Nagar Haveli  ,1982-1983,1.00
Gujarat,1982-1983,26.00
Haryana,1982-1983,5.00
Himachal Pradesh,1982-1983,1.00
Jammu & Kashmir,1982-1983,8.00
Karnataka,1982-1983,14.00
Kerala,1982-1983,2.00
Madhya Pradesh,1982-1983,177.00
Maharashtra,1982-1983,151.00
Odisha,1982-1983,240.00
Punjab,1982-1983,7.00
Rajasthan,1982-1983,48.00
Tamil Nadu,1982-1983,47.00
Tripura,1982-1983,1.00
Uttar Pradesh,1982-1983,48.00
West Bengal,1982-1983,50.00
India,1982-1983,998.00
Andhra Pradesh,1983-1984,132.00
Bihar,1983-1984,49.00
Dadra & Nagar Haveli  ,1983-1984,1.00
Gujarat,1983-1984,30.00
Haryana,1983-1984,6.00
Himachal Pradesh,1983-1984,3.00
Jammu & Kashmir,1983-1984,9.00
Karnataka,1983-1984,17.00
Kerala,1983-1984,2.00
Madhya Pradesh,1983-1984,231.00
Maharashtra,1983-1984,187.00
Odisha,1983-1984,276.00
Puducherry,1983-1984,1.00
Punjab,1983-1984,7.00
Rajasthan,1983-1984,87.00
Sikkim,1983-1984,3.00
Tamil Nadu,1983-1984,48.00
Tripura,1983-1984,1.00
Uttar Pradesh,1983-1984,44.00
West Bengal,1983-1984,58.00
India,1983-1984,1192.00
Andhra Pradesh,1984-1985,190.00
Bihar,1984-1985,44.00
Dadra & Nagar Haveli  ,1984-1985,1.00
Gujarat,1984-1985,34.00
Haryana,1984-1985,4.00
Himachal Pradesh,1984-1985,4.00
Jammu & Kashmir,1984-1985,9.00
Karnataka,1984-1985,19.00
Kerala,1984-1985,1.00
Madhya Pradesh,1984-1985,199.00
Maharashtra,1984-1985,92.00
Odisha,1984-1985,317.00
Puducherry,1984-1985,2.00
Punjab,1984-1985,7.00
Rajasthan,1984-1985,76.00
Sikkim,1984-1985,4.00
Tamil Nadu,1984-1985,69.00
Tripura,1984-1985,1.00
Uttar Pradesh,1984-1985,53.00
West Bengal,1984-1985,39.00
India,1984-1985,1164.00
Andhra Pradesh,1985-1986,214.00
Bihar,1985-1986,45.00
Dadra & Nagar Haveli  ,1985-1986,2.00
Gujarat,1985-1986,22.00
Haryana,1985-1986,3.00
Himachal Pradesh,1985-1986,4.00
Jammu & Kashmir,1985-1986,8.00
Karnataka,1985-1986,34.00
Kerala,1985-1986,2.00
Madhya Pradesh,1985-1986,171.00
Maharashtra,1985-1986,174.00
Odisha,1985-1986,305.00
Puducherry,1985-1986,1.00
Punjab,1985-1986,8.00
Rajasthan,1985-1986,20.00
Sikkim,1985-1986,4.00
Tamil Nadu,1985-1986,125.00
Tripura,1985-1986,1.00
Uttar Pradesh,1985-1986,51.00
West Bengal,1985-1986,46.00
India,1985-1986,1239.00
Andhra Pradesh,1986-1987,304.00
Bihar,1986-1987,56.00
Dadra & Nagar Haveli  ,1986-1987,1.00
Gujarat,1986-1987,34.00
Haryana,1986-1987,2.00
Himachal Pradesh,1986-1987,3.00
Jammu & Kashmir,1986-1987,7.00
Karnataka,1986-1987,20.00
Kerala,1986-1987,2.00
Madhya Pradesh,1986-1987,169.00
Maharashtra,1986-1987,148.00
Odisha,1986-1987,298.00
Puducherry,1986-1987,1.00
Punjab,1986-1987,7.00
Rajasthan,1986-1987,21.00
Sikkim,1986-1987,4.00
Tamil Nadu,1986-1987,75.00
Tripura,1986-1987,1.00
Uttar Pradesh,1986-1987,52.00
West Bengal,1986-1987,39.00
India,1986-1987,1243.00
Andhra Pradesh,1987-1988,301.70
Bihar,1987-1988,43.00
Dadra & Nagar Haveli  ,1987-1988,1.40
Gujarat,1987-1988,13.40
Haryana,1987-1988,1.30
Himachal Pradesh,1987-1988,1.60
Jammu & Kashmir,1987-1988,3.70
Karnataka,1987-1988,32.10
Kerala,1987-1988,1.60
Madhya Pradesh,1987-1988,147.70
Maharashtra,1987-1988,209.90
Odisha,1987-1988,256.10
Punjab,1987-1988,4.50
Rajasthan,1987-1988,16.20
Sikkim,1987-1988,1.50
Tamil Nadu,1987-1988,107.10
Tripura,1987-1988,0.80
Uttar Pradesh,1987-1988,91.00
West Bengal,1987-1988,55.50
India,1987-1988,1291.20
Andhra Pradesh,1988-1989,396.00
Bihar,1988-1989,54.00
Dadra & Nagar Haveli  ,1988-1989,1.00
Gujarat,1988-1989,57.00
Haryana,1988-1989,1.00
Himachal Pradesh,1988-1989,2.00
Karnataka,1988-1989,25.00
Kerala,1988-1989,2.00
Madhya Pradesh,1988-1989,199.00
Maharashtra,1988-1989,215.00
Odisha,1988-1989,210.00
Puducherry,1988-1989,1.00
Punjab,1988-1989,5.00
Rajasthan,1988-1989,68.00
Sikkim,1988-1989,2.00
Tamil Nadu,1988-1989,145.00
Tripura,1988-1989,1.00
Uttar Pradesh,1988-1989,98.00
West Bengal,1988-1989,57.00
India,1988-1989,1620.00
Andhra Pradesh,1991-1992,341.00
Assam,1991-1992,15.00
Bihar,1991-1992,45.00
Dadra & Nagar Haveli  ,1991-1992,1.00
Gujarat,1991-1992,52.00
Haryana,1991-1992,-
Himachal Pradesh,1991-1992,-
Jammu & Kashmir,1991-1992,-
Karnataka,1991-1992,48.00
Kerala,1991-1992,1.00
Madhya Pradesh,1991-1992,153.00
Maharashtra,1991-1992,109.00
Odisha,1991-1992,341.00
Puducherry,1991-1992,2.00
Punjab,1991-1992,-
Rajasthan,1991-1992,35.00
Sikkim,1991-1992,5.00
Tamil Nadu,1991-1992,139.00
Tripura,1991-1992,1.00
Uttar Pradesh,1991-1992,125.00
West Bengal,1991-1992,74.00
India,1991-1992,1498.00
Andhra Pradesh,1992-1993,348.10
Assam,1992-1993,14.00
Bihar,1992-1993,40.70
Dadra & Nagar Haveli  ,1992-1993,1.50
Gujarat,1992-1993,82.40
Haryana,1992-1993,1.10
Himachal Pradesh,1992-1993,4.20
Jammu & Kashmir,1992-1993,4.10
Karnataka,1992-1993,63.50
Kerala,1992-1993,1.10
Madhya Pradesh,1992-1993,173.80
Maharashtra,1992-1993,312.10
Odisha,1992-1993,48.30
Puducherry,1992-1993,1.30
Punjab,1992-1993,2.00
Rajasthan,1992-1993,62.80
Sikkim,1992-1993,3.50
Tamil Nadu,1992-1993,139.20
Tripura,1992-1993,1.10
Uttar Pradesh,1992-1993,146.50
West Bengal,1992-1993,79.00
India,1992-1993,1530.70
Andhra Pradesh,1993-1994,240.90
Assam,1993-1994,17.40
Bihar,1993-1994,38.20
Dadra & Nagar Haveli  ,1993-1994,0.90
Gujarat,1993-1994,45.70
Haryana,1993-1994,0.80
Himachal Pradesh,1993-1994,2.70
Jammu & Kashmir,1993-1994,4.10
Karnataka,1993-1994,70.10
Kerala,1993-1994,4.90
Madhya Pradesh,1993-1994,177.80
Maharashtra,1993-1994,322.70
Odisha,1993-1994,136.10
Puducherry,1993-1994,1.40
Punjab,1993-1994,2.30
Rajasthan,1993-1994,55.10
Sikkim,1993-1994,3.10
Tamil Nadu,1993-1994,90.60
Tripura,1993-1994,1.20
Uttar Pradesh,1993-1994,117.80
West Bengal,1993-1994,69.30
India,1993-1994,1403.10
Andhra Pradesh,1994-1995,219.50
Assam,1994-1995,18.00
Bihar,1994-1995,43.10
Dadra & Nagar Haveli  ,1994-1995,1.40
Gujarat,1994-1995,53.80
Haryana,1994-1995,1.00
Himachal Pradesh,1994-1995,3.70
Jammu & Kashmir,1994-1995,3.80
Karnataka,1994-1995,31.30
Kerala,1994-1995,0.80
Madhya Pradesh,1994-1995,148.40
Maharashtra,1994-1995,235.80
Odisha,1994-1995,56.90
Puducherry,1994-1995,1.90
Punjab,1994-1995,1.90
Rajasthan,1994-1995,37.70
Sikkim,1994-1995,3.20
Tamil Nadu,1994-1995,122.70
Tripura,1994-1995,0.80
Uttar Pradesh,1994-1995,106.60
West Bengal,1994-1995,50.50
India,1994-1995,1142.80
Andhra Pradesh,1995-1996,351.90
Assam,1995-1996,14.80
Bihar,1995-1996,37.30
Dadra & Nagar Haveli  ,1995-1996,1.00
Gujarat,1995-1996,61.80
Haryana,1995-1996,0.60
Himachal Pradesh,1995-1996,3.20
Jammu & Kashmir,1995-1996,3.40
Karnataka,1995-1996,90.40
Kerala,1995-1996,0.20
Madhya Pradesh,1995-1996,169.40
Maharashtra,1995-1996,230.20
Odisha,1995-1996,38.80
Puducherry,1995-1996,1.70
Punjab,1995-1996,2.10
Rajasthan,1995-1996,62.90
Sikkim,1995-1996,3.20
Tamil Nadu,1995-1996,81.50
Tripura,1995-1996,0.70
Uttar Pradesh,1995-1996,135.00
West Bengal,1995-1996,31.60
India,1995-1996,1321.70
Andaman & Nicobar Islands,1996-1997,1.00
Andhra Pradesh,1996-1997,327.00
Arunachal Pradesh,1996-1997,2.70
Assam,1996-1997,47.60
Bihar,1996-1997,50.70
Dadra & Nagar Haveli  ,1996-1997,1.00
Gujarat,1996-1997,91.00
Haryana,1996-1997,0.80
Himachal Pradesh,1996-1997,3.40
Jammu & Kashmir,1996-1997,5.80
Karnataka,1996-1997,36.30
Kerala,1996-1997,0.20
Madhya Pradesh,1996-1997,134.90
Maharashtra,1996-1997,340.00
Nagaland,1996-1997,7.40
Odisha,1996-1997,31.20
Puducherry,1996-1997,2.00
Punjab,1996-1997,2.90
Rajasthan,1996-1997,72.70
Sikkim,1996-1997,3.30
Tamil Nadu,1996-1997,75.00
Tripura,1996-1997,1.00
Uttar Pradesh,1996-1997,147.00
West Bengal,1996-1997,54.00
India,1996-1997,1348.00
Andaman & Nicobar Islands,1997-1998,1.70
Andhra Pradesh,1997-1998,307.00
Arunachal Pradesh,1997-1998,2.80
Assam,1997-1998,20.60
Bihar,1997-1998,47.20
Gujarat,1997-1998,83.70
Haryana,1997-1998,0.80
Himachal Pradesh,1997-1998,3.30
Jammu & Kashmir,1997-1998,6.00
Karnataka,1997-1998,34.70
Kerala,1997-1998,3.70
Madhya Pradesh,1997-1998,191.40
Maharashtra,1997-1998,216.10
Nagaland,1997-1998,5.90
Odisha,1997-1998,48.60
Puducherry,1997-1998,1.20
Punjab,1997-1998,1.90
Rajasthan,1997-1998,97.00
Sikkim,1997-1998,3.30
Tamil Nadu,1997-1998,101.80
Tripura,1997-1998,0.80
Uttar Pradesh,1997-1998,152.90
West Bengal,1997-1998,54.30
India,1997-1998,1377.90
Andaman & Nicobar Islands,1998-1999,0.50
Andhra Pradesh,1998-1999,262.00
Arunachal Pradesh,1998-1999,2.80
Assam,1998-1999,-
Bihar,1998-1999,48.30
Dadra & Nagar Haveli  ,1998-1999,1.40
Gujarat,1998-1999,75.20
Haryana,1998-1999,0.20
Himachal Pradesh,1998-1999,3.30
Jammu & Kashmir,1998-1999,6.00
Karnataka,1998-1999,50.60
Kerala,1998-1999,3.10
Madhya Pradesh,1998-1999,175.50
Maharashtra,1998-1999,344.40
Nagaland,1998-1999,5.60
Odisha,1998-1999,38.10
Punjab,1998-1999,2.00
Rajasthan,1998-1999,54.70
Sikkim,1998-1999,3.10
Tamil Nadu,1998-1999,117.10
Tripura,1998-1999,0.70
Uttar Pradesh,1998-1999,105.80
West Bengal,1998-1999,34.80
India,1998-1999,1350.00
Andaman & Nicobar Islands,1999-2000,-
Andhra Pradesh,1999-2000,295.00
Arunachal Pradesh,1999-2000,3.00
Bihar,1999-2000,51.00
Dadra & Nagar Haveli  ,1999-2000,1.00
Gujarat,1999-2000,38.00
Haryana,1999-2000,0.00
Himachal Pradesh,1999-2000,5.00
Jammu & Kashmir,1999-2000,6.00
Karnataka,1999-2000,43.00
Kerala,1999-2000,2.00
Madhya Pradesh,1999-2000,177.00
Maharashtra,1999-2000,278.00
Nagaland,1999-2000,6.00
Odisha,1999-2000,30.00
Puducherry,1999-2000,-
Punjab,1999-2000,2.00
Rajasthan,1999-2000,34.00
Sikkim,1999-2000,3.00
Tamil Nadu,1999-2000,139.00
Tripura,1999-2000,1.00
Uttar Pradesh,1999-2000,147.00
West Bengal,1999-2000,54.00
India,1999-2000,1331.00
Andaman & Nicobar Islands,2000-2001,0.40
Andhra Pradesh,2000-2001,390.30
Arunachal Pradesh,2000-2001,2.60
Assam,2000-2001,21.00
Bihar,2000-2001,20.30
Chhattisgarh,2000-2001,34.10
Dadra & Nagar Haveli  ,2000-2001,1.60
Gujarat,2000-2001,24.70
Haryana,2000-2001,0.20
Himachal Pradesh,2000-2001,5.50
Jammu & Kashmir,2000-2001,4.90
Jharkhand,2000-2001,27.90
Karnataka,2000-2001,55.90
Kerala,2000-2001,1.10
Madhya Pradesh,2000-2001,105.80
Maharashtra,2000-2001,205.10
Nagaland,2000-2001,6.10
Odisha,2000-2001,27.30
Puducherry,2000-2001,4.20
Punjab,2000-2001,1.70
Rajasthan,2000-2001,32.50
Sikkim,2000-2001,2.80
Tamil Nadu,2000-2001,127.20
Tripura,2000-2001,1.30
Uttar Pradesh,2000-2001,162.90
Uttarakhand,2000-2001,3.60
West Bengal,2000-2001,36.60
India,2000-2001,1296.40
Andaman & Nicobar Islands,2001-2002,0.20
Andhra Pradesh,2001-2002,382.50
Arunachal Pradesh,2001-2002,4.70
Bihar,2001-2002,22.80
Chhattisgarh,2001-2002,35.00
Dadra & Nagar Haveli  ,2001-2002,1.80
Gujarat,2001-2002,64.10
Haryana,2001-2002,0.20
Himachal Pradesh,2001-2002,3.30
Jammu & Kashmir,2001-2002,5.40
Jharkhand,2001-2002,2.60
Karnataka,2001-2002,60.00
Kerala,2001-2002,1.10
Madhya Pradesh,2001-2002,162.40
Maharashtra,2001-2002,262.00
Nagaland,2001-2002,8.40
Odisha,2001-2002,44.60
Punjab,2001-2002,1.80
Rajasthan,2001-2002,65.70
Sikkim,2001-2002,3.10
Tamil Nadu,2001-2002,125.80
Tripura,2001-2002,0.70
Uttar Pradesh,2001-2002,178.00
Uttarakhand,2001-2002,6.10
West Bengal,2001-2002,46.50
India,2001-2002,1499.10
Andaman & Nicobar Islands,2002-2003,0.60
Andhra Pradesh,2002-2003,375.80
Arunachal Pradesh,2002-2003,3.30
Assam,2002-2003,-
Bihar,2002-2003,18.60
Chhattisgarh,2002-2003,29.40
Dadra & Nagar Haveli  ,2002-2003,1.20
Gujarat,2002-2003,45.30
Haryana,2002-2003,0.30
Himachal Pradesh,2002-2003,2.20
Jammu & Kashmir,2002-2003,6.00
Jharkhand,2002-2003,32.70
Karnataka,2002-2003,23.20
Kerala,2002-2003,0.20
Madhya Pradesh,2002-2003,147.80
Maharashtra,2002-2003,365.40
Nagaland,2002-2003,8.00
Odisha,2002-2003,27.10
Puducherry,2002-2003,-
Punjab,2002-2003,1.90
Rajasthan,2002-2003,47.20
Sikkim,2002-2003,2.90
Tamil Nadu,2002-2003,79.50
Tripura,2002-2003,0.90
Uttar Pradesh,2002-2003,188.20
Uttarakhand,2002-2003,17.00
West Bengal,2002-2003,40.40
India,2002-2003,1473.50
Andaman & Nicobar Islands,2003-2004,0.40
Andhra Pradesh,2003-2004,200.00
Arunachal Pradesh,2003-2004,3.00
Assam,2003-2004,-
Bihar,2003-2004,18.00
Chhattisgarh,2003-2004,35.00
Dadra & Nagar Haveli  ,2003-2004,1.40
Gujarat,2003-2004,71.30
Haryana,2003-2004,0.40
Himachal Pradesh,2003-2004,2.40
Jammu & Kashmir,2003-2004,6.10
Jharkhand,2003-2004,32.30
Karnataka,2003-2004,38.50
Kerala,2003-2004,0.10
Madhya Pradesh,2003-2004,227.50
Maharashtra,2003-2004,365.00
Nagaland,2003-2004,13.90
Odisha,2003-2004,35.60
Puducherry,2003-2004,-
Punjab,2003-2004,2.20
Rajasthan,2003-2004,125.20
Sikkim,2003-2004,2.90
Tamil Nadu,2003-2004,76.00
Tripura,2003-2004,0.90
Uttar Pradesh,2003-2004,150.40
Uttarakhand,2003-2004,15.00
West Bengal,2003-2004,42.30
India,2003-2004,1471.10
Andaman & Nicobar Islands,2004-2005,0.40
Andhra Pradesh,2004-2005,259.10
Arunachal Pradesh,2004-2005,3.40
Assam,2004-2005,20.10
Bihar,2004-2005,17.90
Chhattisgarh,2004-2005,32.80
Dadra & Nagar Haveli  ,2004-2005,1.40
Gujarat,2004-2005,48.60
Haryana,2004-2005,1.30
Himachal Pradesh,2004-2005,3.20
Jammu & Kashmir,2004-2005,5.90
Jharkhand,2004-2005,40.50
Karnataka,2004-2005,18.00
Kerala,2004-2005,0.10
Madhya Pradesh,2004-2005,203.70
Maharashtra,2004-2005,218.90
Nagaland,2004-2005,7.50
Odisha,2004-2005,33.10
Puducherry,2004-2005,0.50
Punjab,2004-2005,1.80
Rajasthan,2004-2005,52.70
Sikkim,2004-2005,3.00
Tamil Nadu,2004-2005,102.10
Tripura,2004-2005,0.90
Uttar Pradesh,2004-2005,207.60
Uttarakhand,2004-2005,13.00
West Bengal,2004-2005,32.40
India,2004-2005,1326.60
Andaman & Nicobar Islands,2005-2006,0.40
Andhra Pradesh,2005-2006,250.80
Arunachal Pradesh,2005-2006,3.10
Assam,2005-2006,17.30
Bihar,2005-2006,19.40
Chhattisgarh,2005-2006,34.40
Dadra & Nagar Haveli  ,2005-2006,1.50
Gujarat,2005-2006,36.30
Haryana,2005-2006,0.80
Himachal Pradesh,2005-2006,4.60
Jammu & Kashmir,2005-2006,6.50
Jharkhand,2005-2006,38.20
Karnataka,2005-2006,24.00
Kerala,2005-2006,0.50
Madhya Pradesh,2005-2006,159.20
Maharashtra,2005-2006,206.40
Nagaland,2005-2006,6.10
Odisha,2005-2006,33.70
Puducherry,2005-2006,-
Punjab,2005-2006,1.30
Rajasthan,2005-2006,35.10
Sikkim,2005-2006,2.90
Tamil Nadu,2005-2006,70.80
Tripura,2005-2006,0.90
Uttar Pradesh,2005-2006,239.00
Uttarakhand,2005-2006,20.00
West Bengal,2005-2006,40.90
India,2005-2006,1245.00
Andaman & Nicobar Islands,2006-2007,0.30
Andhra Pradesh,2006-2007,350.00
Arunachal Pradesh,2006-2007,3.10
Assam,2006-2007,19.00
Bihar,2006-2007,19.80
Chhattisgarh,2006-2007,35.80
Dadra & Nagar Haveli  ,2006-2007,1.50
Gujarat,2006-2007,32.00
Haryana,2006-2007,1.00
Himachal Pradesh,2006-2007,5.40
Jammu & Kashmir,2006-2007,5.70
Jharkhand,2006-2007,54.80
Karnataka,2006-2007,24.00
Kerala,2006-2007,1.00
Madhya Pradesh,2006-2007,153.60
Maharashtra,2006-2007,207.60
Nagaland,2006-2007,13.20
Odisha,2006-2007,36.70
Puducherry,2006-2007,0.50
Punjab,2006-2007,1.40
Rajasthan,2006-2007,31.50
Sikkim,2006-2007,2.90
Tamil Nadu,2006-2007,123.10
Tripura,2006-2007,1.00
Uttar Pradesh,2006-2007,294.00
West Bengal,2006-2007,40.30
India,2006-2007,1442.60
Andaman & Nicobar Islands,2007-2008,1.20
Andhra Pradesh,2007-2008,250.00
Arunachal Pradesh,2007-2008,3.10
Assam,2007-2008,20.00
Bihar,2007-2008,19.40
Chhattisgarh,2007-2008,34.40
Dadra & Nagar Haveli  ,2007-2008,1.50
Gujarat,2007-2008,71.00
Haryana,2007-2008,1.00
Himachal Pradesh,2007-2008,6.30
Jammu & Kashmir,2007-2008,6.60
Jharkhand,2007-2008,60.90
Karnataka,2007-2008,66.00
Kerala,2007-2008,1.00
Madhya Pradesh,2007-2008,165.70
Maharashtra,2007-2008,329.00
Nagaland,2007-2008,12.90
Odisha,2007-2008,46.40
Puducherry,2007-2008,0.10
Punjab,2007-2008,1.60
Rajasthan,2007-2008,76.60
Sikkim,2007-2008,5.90
Tamil Nadu,2007-2008,73.80
Tripura,2007-2008,0.80
