State,Year,Value
Punjab,1990-1991,1.00
Rajasthan,1990-1991,406.00
Uttar Pradesh,1990-1991,-
India,1990-1991,466.00
Gujarat,1991-1992,4.50
Haryana,1991-1992,0.10
Himachal Pradesh,1991-1992,-
Jammu & Kashmir,1991-1992,5.80
Maharashtra,1991-1992,20.40
Punjab,1991-1992,1.00
Rajasthan,1991-1992,114.10
Uttar Pradesh,1991-1992,0.40
India,1991-1992,146.30
Gujarat,1992-1993,32.10
Haryana,1992-1993,0.10
Jammu & Kashmir,1992-1993,5.40
Maharashtra,1992-1993,15.00
Punjab,1992-1993,0.50
Rajasthan,1992-1993,351.10
Uttar Pradesh,1992-1993,0.20
India,1992-1993,404.40
Gujarat,1993-1994,9.10
Haryana,1993-1994,0.10
Himachal Pradesh,1993-1994,-
Jammu & Kashmir,1993-1994,5.90
Maharashtra,1993-1994,44.30
Punjab,1993-1994,1.80
Rajasthan,1993-1994,150.90
Uttar Pradesh,1993-1994,0.30
India,1993-1994,212.40
Gujarat,1994-1995,21.10
Haryana,1994-1995,0.10
Jammu & Kashmir,1994-1995,5.90
Maharashtra,1994-1995,40.40
Punjab,1994-1995,0.90
Rajasthan,1994-1995,331.00
Uttar Pradesh,1994-1995,0.30
India,1994-1995,399.70
Gujarat,1995-1996,8.00
Haryana,1995-1996,0.10
Jammu & Kashmir,1995-1996,5.90
Maharashtra,1995-1996,35.80
Punjab,1995-1996,0.20
Rajasthan,1995-1996,148.60
Uttar Pradesh,1995-1996,0.20
India,1995-1996,198.80
Gujarat,1996-1997,11.00
Haryana,1996-1997,0.10
Jammu & Kashmir,1996-1997,4.20
Maharashtra,1996-1997,39.80
Punjab,1996-1997,0.60
Rajasthan,1996-1997,309.70
Uttar Pradesh,1996-1997,0.20
India,1996-1997,365.60
Gujarat,1997-1998,24.10
Haryana,1997-1998,0.10
Himachal Pradesh,1997-1998,0.10
Jammu & Kashmir,1997-1998,4.30
Maharashtra,1997-1998,29.40
Punjab,1997-1998,0.70
Rajasthan,1997-1998,298.80
Uttar Pradesh,1997-1998,0.10
India,1997-1998,357.60
Gujarat,1998-1999,13.90
Haryana,1998-1999,0.10
Himachal Pradesh,1998-1999,0.10
Jammu & Kashmir,1998-1999,4.30
Maharashtra,1998-1999,41.80
Punjab,1998-1999,0.40
Rajasthan,1998-1999,103.70
Uttar Pradesh,1998-1999,0.10
India,1998-1999,164.40
Gujarat,1999-2000,1.60
Haryana,1999-2000,-
Jammu & Kashmir,1999-2000,2.20
Maharashtra,1999-2000,29.10
Punjab,1999-2000,0.20
Rajasthan,1999-2000,29.80
India,1999-2000,62.90
Gujarat,2000-2001,3.70
Haryana,2000-2001,0.10
Himachal Pradesh,2000-2001,0.30
Jammu & Kashmir,2000-2001,2.40
Maharashtra,2000-2001,31.30
Rajasthan,2000-2001,140.60
Uttar Pradesh,2000-2001,-
India,2000-2001,178.40
Gujarat,2001-2002,14.50
Haryana,2001-2002,-
Himachal Pradesh,2001-2002,0.10
Jammu & Kashmir,2001-2002,2.20
Maharashtra,2001-2002,11.00
Punjab,2001-2002,0.30
Rajasthan,2001-2002,308.90
Uttar Pradesh,2001-2002,0.10
India,2001-2002,337.10
Gujarat,2002-2003,8.80
Haryana,2002-2003,0.40
Himachal Pradesh,2002-2003,0.10
Jammu & Kashmir,2002-2003,2.10
Maharashtra,2002-2003,11.00
Punjab,2002-2003,0.20
Rajasthan,2002-2003,18.90
Uttar Pradesh,2002-2003,0.10
India,2002-2003,41.60
Gujarat,2003-2004,27.10
Haryana,2003-2004,0.80
Himachal Pradesh,2003-2004,0.10
Jammu & Kashmir,2003-2004,1.40
Maharashtra,2003-2004,9.00
Punjab,2003-2004,0.40
Rajasthan,2003-2004,790.60
Uttar Pradesh,2003-2004,0.20
India,2003-2004,829.60
Gujarat,2004-2005,14.70
Haryana,2004-2005,0.30
Himachal Pradesh,2004-2005,0.10
Jammu & Kashmir,2004-2005,1.70
Maharashtra,2004-2005,15.20
Punjab,2004-2005,0.20
Rajasthan,2004-2005,188.30
Uttar Pradesh,2004-2005,0.10
India,2004-2005,220.60
Gujarat,2005-2006,11.00
Haryana,2005-2006,1.00
Jammu & Kashmir,2005-2006,1.70
Maharashtra,2005-2006,12.00
Punjab,2005-2006,0.10
Rajasthan,2005-2006,149.40
Uttar Pradesh,2005-2006,0.10
India,2005-2006,175.30
Gujarat,2006-2007,19.80
Haryana,2006-2007,1.00
Jammu & Kashmir,2006-2007,1.50
Maharashtra,2006-2007,13.50
Punjab,2006-2007,0.10
Rajasthan,2006-2007,190.70
Uttar Pradesh,2006-2007,0.10
India,2006-2007,226.70
Gujarat,2007-2008,29.00
Haryana,2007-2008,1.00
Himachal Pradesh,2007-2008,0.20
Jammu & Kashmir,2007-2008,1.70
Maharashtra,2007-2008,19.00
Punjab,2007-2008,0.00
Rajasthan,2007-2008,393.00
Uttar Pradesh,2007-2008,0.00
India,2007-2008,443.90
Gujarat,2008-2009,11.00
Haryana,2008-2009,1.00
Himachal Pradesh,2008-2009,1.10
Jammu & Kashmir,2008-2009,1.90
Maharashtra,2008-2009,7.00
Punjab,2008-2009,0.20
Rajasthan,2008-2009,325.10
Uttar Pradesh,2008-2009,0.10
India,2008-2009,347.40
Gujarat,2009-2010,5.00
Haryana,2009-2010,1.50
Himachal Pradesh,2009-2010,0.90
Jammu & Kashmir,2009-2010,1.90
Maharashtra,2009-2010,5.00
Punjab,2009-2010,-
Rajasthan,2009-2010,39.80
Uttar Pradesh,2009-2010,0.10
India,2009-2010,54.20
Gujarat,2010-2011,13.00
Haryana,2010-2011,3.00
Himachal Pradesh,2010-2011,1.80
Jammu & Kashmir,2010-2011,2.10
Maharashtra,2010-2011,7.40
Rajasthan,2010-2011,774.70
India,2010-2011,802.00
Gujarat,2011-2012,23.00
Haryana,2011-2012,0.40
Himachal Pradesh,2011-2012,1.90
Jammu & Kashmir,2011-2012,2.30
Rajasthan,2011-2012,447.20
India,2011-2012,474.80
Gujarat,2012-2013,5.00
Haryana,2012-2013,0.70
Himachal Pradesh,2012-2013,5.20
Jammu & Kashmir,2012-2013,2.60
Rajasthan,2012-2013,236.20
India,2012-2013,249.70
Gujarat,2013-2014,15.00
Haryana,2013-2014,0.10
Himachal Pradesh,2013-2014,0.10
Jammu & Kashmir,2013-2014,1.90
Rajasthan,2013-2014,287.40
India,2013-2014,304.40
Gujarat,2014-2015,5.00
Haryana,2014-2015,0.10
Himachal Pradesh,2014-2015,0.60
Jammu & Kashmir,2014-2015,0.30
Rajasthan,2014-2015,341.20
India,2014-2015,347.20
Gujarat,2015-2016,9.00
Haryana,2015-2016,0.10
Rajasthan,2015-2016,297.90
India,2015-2016,307.00
Gujarat,2016-2017,15.00
Haryana,2016-2017,0.24
Himachal Pradesh,2016-2017,0.01
Jammu & Kashmir,2016-2017,0.81
Rajasthan,2016-2017,434.74
India,2016-2017,450.80
Chhattisgarh,2017-2018,0.12
Gujarat,2017-2018,18.00
Haryana,2017-2018,0.40
Himachal Pradesh,2017-2018,0.11
Jammu & Kashmir,2017-2018,0.83
Rajasthan,2017-2018,323.34
India,2017-2018,342.79
