State,Year,Value
Madhya Pradesh,1990-1991,2.00
Maharashtra,1990-1991,5.00
Odisha,1990-1991,193.00
West Bengal,1990-1991,4.00
India,1990-1991,279.00
Andhra Pradesh,1991-1992,37.00
Karnataka,1991-1992,62.00
Kerala,1991-1992,11.00
Madhya Pradesh,1991-1992,2.00
Maharashtra,1991-1992,3.00
Odisha,1991-1992,197.00
West Bengal,1991-1992,4.00
India,1991-1992,361.00
Andhra Pradesh,1992-1993,40.00
Karnataka,1992-1993,67.00
Kerala,1992-1993,14.00
Madhya Pradesh,1992-1993,2.00
Maharashtra,1992-1993,5.00
West Bengal,1992-1993,4.00
India,1992-1993,130.00
Andhra Pradesh,1993-1994,30.00
Karnataka,1993-1994,64.00
Kerala,1993-1994,13.00
Madhya Pradesh,1993-1994,2.00
Maharashtra,1993-1994,7.00
Odisha,1993-1994,0.00
Tamil Nadu,1993-1994,63.00
West Bengal,1993-1994,4.00
India,1993-1994,183.00
Andhra Pradesh,1994-1995,39.00
Karnataka,1994-1995,60.00
Kerala,1994-1995,13.00
Madhya Pradesh,1994-1995,2.00
Maharashtra,1994-1995,5.00
Tamil Nadu,1994-1995,29.00
West Bengal,1994-1995,4.00
India,1994-1995,152.00
Andhra Pradesh,1995-1996,36.00
Karnataka,1995-1996,45.00
Kerala,1995-1996,11.00
Madhya Pradesh,1995-1996,2.00
Maharashtra,1995-1996,7.00
Tamil Nadu,1995-1996,11.00
West Bengal,1995-1996,3.00
India,1995-1996,115.00
Andhra Pradesh,1996-1997,40.00
Karnataka,1996-1997,53.00
Kerala,1996-1997,11.00
Madhya Pradesh,1996-1997,2.00
Maharashtra,1996-1997,7.00
Odisha,1996-1997,-
Tamil Nadu,1996-1997,15.00
West Bengal,1996-1997,3.00
India,1996-1997,130.00
Andhra Pradesh,1997-1998,37.00
Karnataka,1997-1998,43.00
Kerala,1997-1998,12.00
Madhya Pradesh,1997-1998,1.00
Maharashtra,1997-1998,3.00
Odisha,1997-1998,-
Tamil Nadu,1997-1998,25.00
West Bengal,1997-1998,3.00
India,1997-1998,124.00
Andhra Pradesh,1998-1999,28.00
Karnataka,1998-1999,62.00
Kerala,1998-1999,9.00
Madhya Pradesh,1998-1999,1.00
Maharashtra,1998-1999,4.00
Odisha,1998-1999,-
Tamil Nadu,1998-1999,23.00
West Bengal,1998-1999,2.00
India,1998-1999,130.00
Andhra Pradesh,1999-2000,30.00
Karnataka,1999-2000,92.00
Kerala,1999-2000,7.00
Madhya Pradesh,1999-2000,1.00
Maharashtra,1999-2000,5.00
Odisha,1999-2000,-
Tamil Nadu,1999-2000,57.00
West Bengal,1999-2000,4.00
India,1999-2000,197.00
Andhra Pradesh,2000-2001,14.00
Chhattisgarh,2000-2001,1.00
Karnataka,2000-2001,65.00
Kerala,2000-2001,4.00
Tamil Nadu,2000-2001,34.00
West Bengal,2000-2001,2.00
India,2000-2001,119.00
Andhra Pradesh,2001-2002,35.00
Chhattisgarh,2001-2002,1.00
Karnataka,2001-2002,67.00
Kerala,2001-2002,4.00
Maharashtra,2001-2002,5.00
Tamil Nadu,2001-2002,47.00
West Bengal,2001-2002,3.00
India,2001-2002,162.00
Andhra Pradesh,2002-2003,23.00
Chhattisgarh,2002-2003,1.00
Karnataka,2002-2003,57.00
Kerala,2002-2003,4.00
Maharashtra,2002-2003,3.00
Tamil Nadu,2002-2003,18.00
West Bengal,2002-2003,3.00
India,2002-2003,108.00
Andhra Pradesh,2003-2004,35.00
Chhattisgarh,2003-2004,1.00
Karnataka,2003-2004,39.00
Kerala,2003-2004,3.00
Madhya Pradesh,2003-2004,-
Maharashtra,2003-2004,4.00
Odisha,2003-2004,-
Tamil Nadu,2003-2004,12.00
West Bengal,2003-2004,2.00
India,2003-2004,96.00
Andhra Pradesh,2004-2005,21.00
Chhattisgarh,2004-2005,1.00
Karnataka,2004-2005,47.00
Kerala,2004-2005,2.00
Madhya Pradesh,2004-2005,-
Maharashtra,2004-2005,2.00
Tamil Nadu,2004-2005,34.00
West Bengal,2004-2005,1.00
India,2004-2005,108.00
Andhra Pradesh,2005-2006,16.00
Chhattisgarh,2005-2006,1.00
Karnataka,2005-2006,58.00
Kerala,2005-2006,3.00
Madhya Pradesh,2005-2006,-
Maharashtra,2005-2006,5.00
Tamil Nadu,2005-2006,18.00
West Bengal,2005-2006,1.00
India,2005-2006,103.00
Andhra Pradesh,2006-2007,25.00
Chhattisgarh,2006-2007,1.00
Karnataka,2006-2007,65.00
Kerala,2006-2007,3.00
Madhya Pradesh,2006-2007,-
Maharashtra,2006-2007,5.00
Tamil Nadu,2006-2007,32.00
West Bengal,2006-2007,1.00
India,2006-2007,133.00
Andhra Pradesh,2007-2008,21.00
Chhattisgarh,2007-2008,1.00
Karnataka,2007-2008,66.00
Kerala,2007-2008,3.00
Madhya Pradesh,2007-2008,-
Maharashtra,2007-2008,11.00
Tamil Nadu,2007-2008,19.00
West Bengal,2007-2008,1.00
India,2007-2008,123.00
Andhra Pradesh,2008-2009,14.00
Chhattisgarh,2008-2009,1.00
Karnataka,2008-2009,47.00
Kerala,2008-2009,3.00
Maharashtra,2008-2009,8.00
Tamil Nadu,2008-2009,11.00
West Bengal,2008-2009,1.00
India,2008-2009,86.00
Andhra Pradesh,2009-2010,23.00
Chhattisgarh,2009-2010,1.00
Karnataka,2009-2010,55.00
Kerala,2009-2010,3.00
Maharashtra,2009-2010,9.00
Tamil Nadu,2009-2010,17.00
West Bengal,2009-2010,1.00
India,2009-2010,108.00
Andhra Pradesh,2010-2011,11.10
Chhattisgarh,2010-2011,0.50
Karnataka,2010-2011,83.00
Madhya Pradesh,2010-2011,0.10
Maharashtra,2010-2011,6.00
Odisha,2010-2011,0.40
Tamil Nadu,2010-2011,13.30
Telangana,2010-2011,1.90
West Bengal,2010-2011,1.20
India,2010-2011,117.50
Andhra Pradesh,2011-2012,11.00
Chhattisgarh,2011-2012,0.70
Karnataka,2011-2012,57.00
Madhya Pradesh,2011-2012,0.10
Maharashtra,2011-2012,4.20
Odisha,2011-2012,-
Tamil Nadu,2011-2012,25.50
Telangana,2011-2012,-
India,2011-2012,98.50
Andhra Pradesh,2012-2013,14.00
Chhattisgarh,2012-2013,0.50
Karnataka,2012-2013,54.00
Madhya Pradesh,2012-2013,0.10
Maharashtra,2012-2013,4.30
Odisha,2012-2013,-
Tamil Nadu,2012-2013,19.20
Telangana,2012-2013,2.00
West Bengal,2012-2013,1.30
India,2012-2013,95.40
Andhra Pradesh,2013-2014,10.00
Chhattisgarh,2013-2014,1.10
Karnataka,2013-2014,59.00
Kerala,2013-2014,0.30
Odisha,2013-2014,0.00
Tamil Nadu,2013-2014,48.30
Telangana,2013-2014,1.00
West Bengal,2013-2014,1.50
India,2013-2014,121.20
Andhra Pradesh,2014-2015,11.00
Chhattisgarh,2014-2015,2.10
Karnataka,2014-2015,60.00
Maharashtra,2014-2015,3.40
Odisha,2014-2015,-
Tamil Nadu,2014-2015,57.70
Telangana,2014-2015,1.00
West Bengal,2014-2015,1.50
India,2014-2015,136.80
Andhra Pradesh,2015-2016,12.00
Chhattisgarh,2015-2016,1.20
Karnataka,2015-2016,54.00
Tamil Nadu,2015-2016,37.90
Telangana,2015-2016,1.00
West Bengal,2015-2016,1.50
India,2015-2016,107.70
Andhra Pradesh,2016-2017,6.00
Chhattisgarh,2016-2017,1.20
Karnataka,2016-2017,5.00
Madhya Pradesh,2016-2017,3.42
Odisha,2016-2017,0.02
Tamil Nadu,2016-2017,11.19
Telangana,2016-2017,1.00
West Bengal,2016-2017,1.00
India,2016-2017,28.83
Andhra Pradesh,2017-2018,15.00
Chhattisgarh,2017-2018,1.04
Karnataka,2017-2018,79.00
Odisha,2017-2018,0.14
Tamil Nadu,2017-2018,42.26
Telangana,2017-2018,-
West Bengal,2017-2018,1.08
India,2017-2018,138.52
Andhra Pradesh,2018-2019,28.00
Chhattisgarh,2018-2019,0.76
Karnataka,2018-2019,13.34
Odisha,2018-2019,0.01
Tamil Nadu,2018-2019,50.65
Telangana,2018-2019,1.00
West Bengal,2018-2019,0.70
India,2018-2019,94.46
Andhra Pradesh,2019-2020,17.00
Chhattisgarh,2019-2020,0.44
Karnataka,2019-2020,50.00
Odisha,2019-2020,0.02
Tamil Nadu,2019-2020,59.68
Telangana,2019-2020,1.00
West Bengal,2019-2020,0.92
India,2019-2020,129.06
Andhra Pradesh,2020-2021,13.00
Chhattisgarh,2020-2021,0.06
Karnataka,2020-2021,65.30
Odisha,2020-2021,0.01
Tamil Nadu,2020-2021,53.89
Telangana,2020-2021,1.00
West Bengal,2020-2021,0.96
India,2020-2021,134.22
