State,Year,Value
Haryana,2017-2018,824
Karnataka,2017-2018,341
Madhya Pradesh,2017-2018,612
Maharashtra,2017-2018,367
Manipur,2017-2018,1116
Odisha,2017-2018,388
Puducherry,2017-2018,900
Punjab,2017-2018,860
Tamil Nadu,2017-2018,433
Telangana,2017-2018,652
Tripura,2017-2018,584
Uttar Pradesh,2017-2018,528
West Bengal,2017-2018,716
India,2017-2018,477
Andhra Pradesh,2018-2019,700
Bihar,2018-2019,698
Chhattisgarh,2018-2019,432
Gujarat,2018-2019,566
Haryana,2018-2019,654
Karnataka,2018-2019,339
Madhya Pradesh,2018-2019,963
Maharashtra,2018-2019,424
Manipur,2018-2019,1048
Odisha,2018-2019,327
Puducherry,2018-2019,418
Punjab,2018-2019,872
Rajasthan,2018-2019,495
Tamil Nadu,2018-2019,451
Telangana,2018-2019,660
Tripura,2018-2019,633
Uttar Pradesh,2018-2019,605
West Bengal,2018-2019,492
India,2018-2019,516
Andhra Pradesh,2019-2020,808
Bihar,2019-2020,664
Chhattisgarh,2019-2020,389
Gujarat,2019-2020,772
Haryana,2019-2020,595
Karnataka,2019-2020,369
Madhya Pradesh,2019-2020,741
Maharashtra,2019-2020,390
Manipur,2019-2020,896
Odisha,2019-2020,336
Puducherry,2019-2020,264
Punjab,2019-2020,866
Rajasthan,2019-2020,560
Tamil Nadu,2019-2020,445
Telangana,2019-2020,803
Tripura,2019-2020,665
Uttar Pradesh,2019-2020,570
West Bengal,2019-2020,431
India,2019-2020,548
Andhra Pradesh,2020-2021,772
Bihar,2020-2021,560
Chhattisgarh,2020-2021,398
Gujarat,2020-2021,712
Haryana,2020-2021,675
Karnataka,2020-2021,402
Madhya Pradesh,2020-2021,1179
Manipur,2020-2021,1014
Odisha,2020-2021,246
Puducherry,2020-2021,217
Punjab,2020-2021,969
Rajasthan,2020-2021,551
Tamil Nadu,2020-2021,367
Telangana,2020-2021,507
Tripura,2020-2021,697
Uttar Pradesh,2020-2021,709
West Bengal,2020-2021,733
India,2020-2021,601
Andhra Pradesh,2021-2022,861
Bihar,2021-2022,694
Chhattisgarh,2021-2022,407
Gujarat,2021-2022,810
Haryana,2021-2022,661
Karnataka,2021-2022,361
Kerala,2021-2022,636
Madhya Pradesh,2021-2022,1209
Maharashtra,2021-2022,479
Manipur,2021-2022,959
Odisha,2021-2022,354
Puducherry,2021-2022,228
Punjab,2021-2022,1238
Rajasthan,2021-2022,354
Tamil Nadu,2021-2022,379
Telangana,2021-2022,704
Tripura,2021-2022,671
Uttar Pradesh,2021-2022,632
West Bengal,2021-2022,757
India,2021-2022,570
