State,Year,Value
Rajasthan,1981-1982,126
Uttar Pradesh,1981-1982,250
India,1981-1982,145
Gujarat,1982-1983,434
Haryana,1982-1983,1000
Jammu & Kashmir,1982-1983,959
Maharashtra,1982-1983,247
Punjab,1982-1983,1000
Rajasthan,1982-1983,119
Uttar Pradesh,1982-1983,-
India,1982-1983,153
Gujarat,1983-1984,432
Haryana,1983-1984,1000
Jammu & Kashmir,1983-1984,1039
Maharashtra,1983-1984,311
Punjab,1983-1984,500
Rajasthan,1983-1984,247
Uttar Pradesh,1983-1984,-
India,1983-1984,271
Gujarat,1984-1985,314
Jammu & Kashmir,1984-1985,1039
Maharashtra,1984-1985,297
Punjab,1984-1985,500
Rajasthan,1984-1985,157
Uttar Pradesh,1984-1985,-
India,1984-1985,186
Gujarat,1985-1986,57
Haryana,1985-1986,-
Jammu & Kashmir,1985-1986,1043
Maharashtra,1985-1986,306
Punjab,1985-1986,1000
Rajasthan,1985-1986,39
Uttar Pradesh,1985-1986,-
India,1985-1986,70
Gujarat,1986-1987,62
Jammu & Kashmir,1986-1987,1130
Maharashtra,1986-1987,254
Punjab,1986-1987,1000
Rajasthan,1986-1987,37
Uttar Pradesh,1986-1987,-
India,1986-1987,67
Gujarat,1987-1988,35
Jammu & Kashmir,1987-1988,1079
Maharashtra,1987-1988,238
Punjab,1987-1988,-
Rajasthan,1987-1988,9
Uttar Pradesh,1987-1988,-
India,1987-1988,53
Gujarat,1988-1989,342
Haryana,1988-1989,500
Maharashtra,1988-1989,372
Rajasthan,1988-1989,344
Uttar Pradesh,1988-1989,-
India,1988-1989,346
Gujarat,1989-1990,355
Haryana,1989-1990,-
Jammu & Kashmir,1989-1990,984
Maharashtra,1989-1990,343
Punjab,1989-1990,1000
Rajasthan,1989-1990,199
Uttar Pradesh,1989-1990,-
India,1989-1990,224
Gujarat,1990-1991,375
Haryana,1990-1991,-
Jammu & Kashmir,1990-1991,984
Maharashtra,1990-1991,356
Punjab,1990-1991,1000
Rajasthan,1990-1991,304
Uttar Pradesh,1990-1991,-
India,1990-1991,312
Gujarat,1991-1992,83
Haryana,1991-1992,250
Himachal Pradesh,1991-1992,-
Jammu & Kashmir,1991-1992,1094
Maharashtra,1991-1992,199
Punjab,1991-1992,769
Rajasthan,1991-1992,100
Uttar Pradesh,1991-1992,400
India,1991-1992,112
Gujarat,1992-1993,445
Haryana,1992-1993,333
Jammu & Kashmir,1992-1993,1059
Maharashtra,1992-1993,106
Punjab,1992-1993,625
Rajasthan,1992-1993,274
Uttar Pradesh,1992-1993,222
India,1992-1993,270
Gujarat,1993-1994,145
Haryana,1993-1994,500
Himachal Pradesh,1993-1994,-
Jammu & Kashmir,1993-1994,1113
Maharashtra,1993-1994,412
Punjab,1993-1994,783
Rajasthan,1993-1994,113
Uttar Pradesh,1993-1994,333
India,1993-1994,140
Gujarat,1994-1995,407
Haryana,1994-1995,500
Jammu & Kashmir,1994-1995,1113
Maharashtra,1994-1995,357
Punjab,1994-1995,818
Rajasthan,1994-1995,256
Uttar Pradesh,1994-1995,429
India,1994-1995,273
Gujarat,1995-1996,147
Haryana,1995-1996,500
Jammu & Kashmir,1995-1996,1135
Maharashtra,1995-1996,353
Punjab,1995-1996,667
Rajasthan,1995-1996,123
Uttar Pradesh,1995-1996,200
India,1995-1996,145
Gujarat,1996-1997,200
Haryana,1996-1997,500
Jammu & Kashmir,1996-1997,894
Maharashtra,1996-1997,395
Punjab,1996-1997,750
Rajasthan,1996-1997,254
Uttar Pradesh,1996-1997,400
India,1996-1997,265
Gujarat,1997-1998,497
Haryana,1997-1998,500
Himachal Pradesh,1997-1998,500
Jammu & Kashmir,1997-1998,896
Maharashtra,1997-1998,305
Punjab,1997-1998,700
Rajasthan,1997-1998,266
Uttar Pradesh,1997-1998,333
India,1997-1998,281
Gujarat,1998-1999,324
Haryana,1998-1999,500
Himachal Pradesh,1998-1999,500
Jammu & Kashmir,1998-1999,896
Maharashtra,1998-1999,454
Punjab,1998-1999,800
Rajasthan,1998-1999,118
Uttar Pradesh,1998-1999,500
India,1998-1999,162
Gujarat,1999-2000,62
Haryana,1999-2000,-
Jammu & Kashmir,1999-2000,759
Maharashtra,1999-2000,312
Punjab,1999-2000,1000
Rajasthan,1999-2000,39
India,1999-2000,70
Gujarat,2000-2001,84
Haryana,2000-2001,500
Himachal Pradesh,2000-2001,750
Jammu & Kashmir,2000-2001,600
Maharashtra,2000-2001,355
Rajasthan,2000-2001,146
Uttar Pradesh,2000-2001,-
India,2000-2001,162
Gujarat,2001-2002,336
Haryana,2001-2002,-
Himachal Pradesh,2001-2002,1000
Jammu & Kashmir,2001-2002,595
Maharashtra,2001-2002,268
Punjab,2001-2002,1000
Rajasthan,2001-2002,237
Uttar Pradesh,2001-2002,333
India,2001-2002,242
Gujarat,2002-2003,232
Haryana,2002-2003,174
Himachal Pradesh,2002-2003,1000
Jammu & Kashmir,2002-2003,600
Maharashtra,2002-2003,241
Punjab,2002-2003,667
Rajasthan,2002-2003,44
Uttar Pradesh,2002-2003,333
India,2002-2003,80
Gujarat,2003-2004,574
Haryana,2003-2004,77
Himachal Pradesh,2003-2004,1000
Jammu & Kashmir,2003-2004,560
Maharashtra,2003-2004,220
Punjab,2003-2004,667
Rajasthan,2003-2004,530
Uttar Pradesh,2003-2004,400
India,2003-2004,520
Gujarat,2004-2005,359
Haryana,2004-2005,125
Himachal Pradesh,2004-2005,1000
Jammu & Kashmir,2004-2005,630
Maharashtra,2004-2005,298
Punjab,2004-2005,667
Rajasthan,2004-2005,131
Uttar Pradesh,2004-2005,333
India,2004-2005,144
Gujarat,2005-2006,268
Haryana,2005-2006,172
Jammu & Kashmir,2005-2006,607
Maharashtra,2005-2006,286
Punjab,2005-2006,1000
Rajasthan,2005-2006,122
Uttar Pradesh,2005-2006,333
India,2005-2006,133
Gujarat,2006-2007,373
Haryana,2006-2007,167
Jammu & Kashmir,2006-2007,625
Maharashtra,2006-2007,287
Punjab,2006-2007,1000
Rajasthan,2006-2007,166
Uttar Pradesh,2006-2007,400
India,2006-2007,180
Gujarat,2007-2008,580
Haryana,2007-2008,159
Himachal Pradesh,2007-2008,1000
Jammu & Kashmir,2007-2008,630
Maharashtra,2007-2008,422
Punjab,2007-2008,-
Rajasthan,2007-2008,314
Uttar Pradesh,2007-2008,-
India,2007-2008,327
Gujarat,2008-2009,234
Haryana,2008-2009,323
Himachal Pradesh,2008-2009,1222
Jammu & Kashmir,2008-2009,576
Maharashtra,2008-2009,304
Punjab,2008-2009,1000
Rajasthan,2008-2009,266
Uttar Pradesh,2008-2009,333
India,2008-2009,268
Gujarat,2009-2010,227
Haryana,2009-2010,375
Himachal Pradesh,2009-2010,1015
Jammu & Kashmir,2009-2010,576
Maharashtra,2009-2010,238
Punjab,2009-2010,-
Rajasthan,2009-2010,31
Uttar Pradesh,2009-2010,333
India,2009-2010,41
Gujarat,2010-2011,591
Haryana,2010-2011,375
Himachal Pradesh,2010-2011,1368
Jammu & Kashmir,2010-2011,564
Maharashtra,2010-2011,336
Rajasthan,2010-2011,486
India,2010-2011,486
Gujarat,2011-2012,500
Haryana,2011-2012,400
Himachal Pradesh,2011-2012,1762
Jammu & Kashmir,2011-2012,300
Rajasthan,2011-2012,339
India,2011-2012,346
Gujarat,2012-2013,357
Haryana,2012-2013,292
Himachal Pradesh,2012-2013,2037
Jammu & Kashmir,2012-2013,319
Rajasthan,2012-2013,273
India,2012-2013,280
Gujarat,2013-2014,500
Haryana,2013-2014,300
Himachal Pradesh,2013-2014,2958
Jammu & Kashmir,2013-2014,684
Rajasthan,2013-2014,310
India,2013-2014,317
Gujarat,2014-2015,500
Haryana,2014-2015,200
Himachal Pradesh,2014-2015,296
Jammu & Kashmir,2014-2015,146
Rajasthan,2014-2015,393
India,2014-2015,393
Gujarat,2015-2016,474
Haryana,2015-2016,350
Rajasthan,2015-2016,274
India,2015-2016,277
Gujarat,2016-2017,469
Haryana,2016-2017,343
Himachal Pradesh,2016-2017,236
Jammu & Kashmir,2016-2017,730
Rajasthan,2016-2017,313
India,2016-2017,317
Chhattisgarh,2017-2018,267
Gujarat,2017-2018,667
Haryana,2017-2018,444
Himachal Pradesh,2017-2018,5500
Jammu & Kashmir,2017-2018,741
Rajasthan,2017-2018,310
India,2017-2018,319
