State,Year,Value
Kerala,2020-2021,837
Madhya Pradesh,2020-2021,1488
Maharashtra,2020-2021,1074
Manipur,2020-2021,925
Meghalaya,2020-2021,1072
Nagaland,2020-2021,842
Odisha,2020-2021,773
Punjab,2020-2021,1322
Rajasthan,2020-2021,1072
Tamil Nadu,2020-2021,926
Telangana,2020-2021,1667
Tripura,2020-2021,636
Uttarakhand,2020-2021,751
Uttar Pradesh,2020-2021,1243
West Bengal,2020-2021,1259
India,2020-2021,1192
Andhra Pradesh,2021-2022,1023
Assam,2021-2022,740
Bihar,2021-2022,1053
Chhattisgarh,2021-2022,725
Gujarat,2021-2022,1908
Haryana,2021-2022,1194
Himachal Pradesh,2021-2022,1231
Jharkhand,2021-2022,1186
Karnataka,2021-2022,689
Madhya Pradesh,2021-2022,1514
Maharashtra,2021-2022,1145
Manipur,2021-2022,928
Meghalaya,2021-2022,1072
Nagaland,2021-2022,840
Odisha,2021-2022,778
Punjab,2021-2022,1214
Rajasthan,2021-2022,1167
Tamil Nadu,2021-2022,926
Telangana,2021-2022,1409
Tripura,2021-2022,634
Uttarakhand,2021-2022,790
Uttar Pradesh,2021-2022,1346
West Bengal,2021-2022,1206
India,2021-2022,1261
