State,Year,Value
India,2006-2007,615
Bihar,2007-2008,882
Chhattisgarh,2007-2008,577
Madhya Pradesh,2007-2008,582
Maharashtra,2007-2008,467
West Bengal,2007-2008,803
India,2007-2008,640
Bihar,2008-2009,821
Chhattisgarh,2008-2009,579
Madhya Pradesh,2008-2009,719
Maharashtra,2008-2009,444
West Bengal,2008-2009,628
India,2008-2009,636
Bihar,2009-2010,944
Chhattisgarh,2009-2010,625
Madhya Pradesh,2009-2010,730
Maharashtra,2009-2010,433
West Bengal,2009-2010,700
India,2009-2010,698
Bihar,2010-2011,998
Chhattisgarh,2010-2011,608
Madhya Pradesh,2010-2011,568
Maharashtra,2010-2011,333
West Bengal,2010-2011,1172
India,2010-2011,675
Bihar,2011-2012,1265
Chhattisgarh,2011-2012,560
Madhya Pradesh,2011-2012,670
Maharashtra,2011-2012,296
West Bengal,2011-2012,595
India,2011-2012,671
Bihar,2012-2013,1179
Chhattisgarh,2012-2013,649
Madhya Pradesh,2012-2013,827
Maharashtra,2012-2013,267
West Bengal,2012-2013,1240
India,2012-2013,742
Bihar,2013-2014,1116
Chhattisgarh,2013-2014,570
West Bengal,2013-2014,1241
India,2013-2014,707
Bihar,2014-2015,867
Chhattisgarh,2014-2015,939
Maharashtra,2014-2015,237
West Bengal,2014-2015,1244
India,2014-2015,921
Bihar,2015-2016,934
Chhattisgarh,2015-2016,719
West Bengal,2015-2016,1284
India,2015-2016,842
Bihar,2016-2017,1059
Chhattisgarh,2016-2017,935
West Bengal,2016-2017,1255
India,2016-2017,993
Bihar,2017-2018,1057
Chhattisgarh,2017-2018,577
West Bengal,2017-2018,1245
India,2017-2018,804
Bihar,2018-2019,1018
Chhattisgarh,2018-2019,620
West Bengal,2018-2019,788
India,2018-2019,729
Bihar,2019-2020,760
Chhattisgarh,2019-2020,389
West Bengal,2019-2020,885
India,2019-2020,594
Bihar,2020-2021,1083
Chhattisgarh,2020-2021,630
West Bengal,2020-2021,1273
India,2020-2021,903
