State,Year,Value
Andaman & Nicobar Islands,2021-2022,420
Andhra Pradesh,2021-2022,888
Assam,2021-2022,740
Bihar,2021-2022,695
Chhattisgarh,2021-2022,359
Gujarat,2021-2022,1324
Karnataka,2021-2022,307
Kerala,2021-2022,636
Madhya Pradesh,2021-2022,1297
Maharashtra,2021-2022,251
Odisha,2021-2022,385
Puducherry,2021-2022,228
Punjab,2021-2022,1250
Tamil Nadu,2021-2022,325
Telangana,2021-2022,958
Tripura,2021-2022,698
Uttar Pradesh,2021-2022,854
West Bengal,2021-2022,759
India,2021-2022,987
