State,Year,Value
Puducherry,1995-1996,630
Sikkim,1995-1996,721
Tamil Nadu,1995-1996,398
Tripura,1995-1996,-
Uttar Pradesh,1995-1996,472
West Bengal,1995-1996,504
India,1995-1996,558
Andaman & Nicobar Islands,1996-1997,500
Andhra Pradesh,1996-1997,661
Assam,1996-1997,579
Karnataka,1996-1997,479
Madhya Pradesh,1996-1997,287
Maharashtra,1996-1997,588
Nagaland,1996-1997,-
Odisha,1996-1997,0
Puducherry,1996-1997,556
Sikkim,1996-1997,744
Tamil Nadu,1996-1997,367
Tripura,1996-1997,400
Uttar Pradesh,1996-1997,551
West Bengal,1996-1997,604
India,1996-1997,571
Andaman & Nicobar Islands,1997-1998,708
Andhra Pradesh,1997-1998,683
Assam,1997-1998,509
Karnataka,1997-1998,533
Madhya Pradesh,1997-1998,209
Maharashtra,1997-1998,422
Odisha,1997-1998,292
Puducherry,1997-1998,375
Sikkim,1997-1998,744
Tamil Nadu,1997-1998,467
Tripura,1997-1998,400
Uttar Pradesh,1997-1998,452
West Bengal,1997-1998,635
India,1997-1998,583
Andaman & Nicobar Islands,1998-1999,714
Andhra Pradesh,1998-1999,653
Assam,1998-1999,502
Karnataka,1998-1999,691
Madhya Pradesh,1998-1999,187
Maharashtra,1998-1999,438
Odisha,1998-1999,200
Puducherry,1998-1999,559
Sikkim,1998-1999,698
Tamil Nadu,1998-1999,518
Tripura,1998-1999,-
Uttar Pradesh,1998-1999,474
West Bengal,1998-1999,642
India,1998-1999,577
Andaman & Nicobar Islands,1999-2000,333
Andhra Pradesh,1999-2000,649
Assam,1999-2000,558
Karnataka,1999-2000,374
Madhya Pradesh,1999-2000,329
Maharashtra,1999-2000,468
Odisha,1999-2000,190
Puducherry,1999-2000,781
Sikkim,1999-2000,767
Tamil Nadu,1999-2000,432
Tripura,1999-2000,400
Uttar Pradesh,1999-2000,581
West Bengal,1999-2000,773
India,1999-2000,568
Andaman & Nicobar Islands,2000-2001,571
Andhra Pradesh,2000-2001,795
Assam,2000-2001,566
Chhattisgarh,2000-2001,231
Karnataka,2000-2001,353
Madhya Pradesh,2000-2001,383
Odisha,2000-2001,300
Puducherry,2000-2001,618
Sikkim,2000-2001,730
Tamil Nadu,2000-2001,439
Tripura,2000-2001,667
Uttar Pradesh,2000-2001,459
West Bengal,2000-2001,633
India,2000-2001,650
Andaman & Nicobar Islands,2001-2002,500
Andhra Pradesh,2001-2002,650
Assam,2001-2002,555
Bihar,2001-2002,236
Karnataka,2001-2002,370
Madhya Pradesh,2001-2002,324
Maharashtra,2001-2002,500
Odisha,2001-2002,316
Puducherry,2001-2002,500
Sikkim,2001-2002,732
Tamil Nadu,2001-2002,438
Tripura,2001-2002,500
Uttar Pradesh,2001-2002,500
West Bengal,2001-2002,1052
India,2001-2002,579
Andaman & Nicobar Islands,2002-2003,462
Andhra Pradesh,2002-2003,566
Assam,2002-2003,500
Chhattisgarh,2002-2003,226
Karnataka,2002-2003,118
Madhya Pradesh,2002-2003,379
Maharashtra,2002-2003,475
Odisha,2002-2003,400
Puducherry,2002-2003,375
Sikkim,2002-2003,737
Tamil Nadu,2002-2003,410
Tripura,2002-2003,500
Uttar Pradesh,2002-2003,538
West Bengal,2002-2003,637
India,2002-2003,522
Andaman & Nicobar Islands,2003-2004,571
Andhra Pradesh,2003-2004,388
Assam,2003-2004,525
Chhattisgarh,2003-2004,250
Karnataka,2003-2004,526
Madhya Pradesh,2003-2004,400
Maharashtra,2003-2004,545
Odisha,2003-2004,-
Puducherry,2003-2004,1000
Sikkim,2003-2004,737
Tamil Nadu,2003-2004,409
Tripura,2003-2004,500
Uttar Pradesh,2003-2004,509
West Bengal,2003-2004,735
India,2003-2004,426
Andaman & Nicobar Islands,2004-2005,571
Andhra Pradesh,2004-2005,638
Assam,2004-2005,539
Chhattisgarh,2004-2005,221
Karnataka,2004-2005,400
Madhya Pradesh,2004-2005,412
Maharashtra,2004-2005,382
Odisha,2004-2005,333
Puducherry,2004-2005,294
Sikkim,2004-2005,744
Tamil Nadu,2004-2005,428
Tripura,2004-2005,500
Uttar Pradesh,2004-2005,515
West Bengal,2004-2005,35
India,2004-2005,552
Andaman & Nicobar Islands,2005-2006,500
Andhra Pradesh,2005-2006,632
Assam,2005-2006,489
Chhattisgarh,2005-2006,242
Karnataka,2005-2006,455
Madhya Pradesh,2005-2006,397
Maharashtra,2005-2006,617
Odisha,2005-2006,410
Puducherry,2005-2006,294
Sikkim,2005-2006,718
Tamil Nadu,2005-2006,334
Tripura,2005-2006,500
Uttar Pradesh,2005-2006,594
West Bengal,2005-2006,1200
India,2005-2006,540
Andaman & Nicobar Islands,2006-2007,500
Andhra Pradesh,2006-2007,788
Assam,2006-2007,514
Chhattisgarh,2006-2007,250
Karnataka,2006-2007,545
Madhya Pradesh,2006-2007,344
Maharashtra,2006-2007,618
Odisha,2006-2007,361
Puducherry,2006-2007,294
Sikkim,2006-2007,718
Tamil Nadu,2006-2007,442
Tripura,2006-2007,600
Uttar Pradesh,2006-2007,509
West Bengal,2006-2007,757
India,2006-2007,640
Andaman & Nicobar Islands,2007-2008,571
Andhra Pradesh,2007-2008,494
Assam,2007-2008,526
Chhattisgarh,2007-2008,259
Karnataka,2007-2008,400
Madhya Pradesh,2007-2008,324
Maharashtra,2007-2008,563
Odisha,2007-2008,383
Puducherry,2007-2008,50
Sikkim,2007-2008,718
Tamil Nadu,2007-2008,211
Tripura,2007-2008,750
Uttar Pradesh,2007-2008,569
West Bengal,2007-2008,768
India,2007-2008,405
Andaman & Nicobar Islands,2008-2009,571
Andhra Pradesh,2008-2009,669
Assam,2008-2009,582
Chhattisgarh,2008-2009,245
Karnataka,2008-2009,455
Madhya Pradesh,2008-2009,338
Maharashtra,2008-2009,500
Odisha,2008-2009,392
Puducherry,2008-2009,231
Sikkim,2008-2009,718
Tamil Nadu,2008-2009,290
Tripura,2008-2009,1000
Uttar Pradesh,2008-2009,611
West Bengal,2008-2009,750
India,2008-2009,506
Andaman & Nicobar Islands,2009-2010,606
Andhra Pradesh,2009-2010,740
Assam,2009-2010,566
Chhattisgarh,2009-2010,244
Karnataka,2009-2010,444
Kerala,2009-2010,-
Madhya Pradesh,2009-2010,377
Maharashtra,2009-2010,487
Nagaland,2009-2010,967
Odisha,2009-2010,341
Puducherry,2009-2010,207
Sikkim,2009-2010,718
Tamil Nadu,2009-2010,378
Tripura,2009-2010,777
Uttar Pradesh,2009-2010,611
West Bengal,2009-2010,793
India,2009-2010,587
Andaman & Nicobar Islands,2010-2011,462
Andhra Pradesh,2010-2011,532
Assam,2010-2011,557
Chhattisgarh,2010-2011,281
Karnataka,2010-2011,444
Madhya Pradesh,2010-2011,394
Odisha,2010-2011,375
Puducherry,2010-2011,545
Sikkim,2010-2011,718
Tamil Nadu,2010-2011,388
Telangana,2010-2011,765
Tripura,2010-2011,750
Uttarakhand,2010-2011,500
West Bengal,2010-2011,899
India,2010-2011,489
Andaman & Nicobar Islands,2011-2012,563
Andhra Pradesh,2011-2012,701
Assam,2011-2012,604
Chhattisgarh,2011-2012,250
Gujarat,2011-2012,571
Karnataka,2011-2012,444
Kerala,2011-2012,-
Madhya Pradesh,2011-2012,-
Nagaland,2011-2012,-
Odisha,2011-2012,-
Puducherry,2011-2012,545
Tamil Nadu,2011-2012,522
Telangana,2011-2012,423
Tripura,2011-2012,800
Uttar Pradesh,2011-2012,667
India,2011-2012,621
Andaman & Nicobar Islands,2012-2013,508
Andhra Pradesh,2012-2013,832
Assam,2012-2013,551
Chhattisgarh,2012-2013,259
Karnataka,2012-2013,571
Kerala,2012-2013,-
Madhya Pradesh,2012-2013,-
Odisha,2012-2013,380
Puducherry,2012-2013,833
Tamil Nadu,2012-2013,383
Telangana,2012-2013,778
Tripura,2012-2013,667
Uttar Pradesh,2012-2013,688
West Bengal,2012-2013,883
India,2012-2013,679
Andaman & Nicobar Islands,2013-2014,538
Andhra Pradesh,2013-2014,788
Arunachal Pradesh,2013-2014,926
Assam,2013-2014,580
Chhattisgarh,2013-2014,203
Gujarat,2013-2014,500
Karnataka,2013-2014,571
Madhya Pradesh,2013-2014,446
Nagaland,2013-2014,803
Odisha,2013-2014,445
Puducherry,2013-2014,443
Tamil Nadu,2013-2014,853
Telangana,2013-2014,1002
Tripura,2013-2014,789
Uttar Pradesh,2013-2014,578
Uttarakhand,2013-2014,333
West Bengal,2013-2014,885
India,2013-2014,768
Andaman & Nicobar Islands,2014-2015,600
Andhra Pradesh,2014-2015,936
Arunachal Pradesh,2014-2015,1070
Assam,2014-2015,648
Chhattisgarh,2014-2015,276
Gujarat,2014-2015,1000
Karnataka,2014-2015,429
Madhya Pradesh,2014-2015,600
Nagaland,2014-2015,810
Odisha,2014-2015,400
Puducherry,2014-2015,1333
Tamil Nadu,2014-2015,991
Telangana,2014-2015,375
Tripura,2014-2015,786
Uttar Pradesh,2014-2015,545
Uttarakhand,2014-2015,500
West Bengal,2014-2015,917
India,2014-2015,892
Andaman & Nicobar Islands,2015-2016,716
Andhra Pradesh,2015-2016,922
Arunachal Pradesh,2015-2016,863
Assam,2015-2016,658
Chhattisgarh,2015-2016,262
Gujarat,2015-2016,667
Karnataka,2015-2016,444
Madhya Pradesh,2015-2016,600
Manipur,2015-2016,1143
Nagaland,2015-2016,817
Odisha,2015-2016,419
Puducherry,2015-2016,348
Tamil Nadu,2015-2016,654
Telangana,2015-2016,875
Tripura,2015-2016,776
Uttar Pradesh,2015-2016,574
Uttarakhand,2015-2016,333
West Bengal,2015-2016,955
India,2015-2016,773
Andaman & Nicobar Islands,2016-2017,322
Andhra Pradesh,2016-2017,636
Arunachal Pradesh,2016-2017,877
Assam,2016-2017,677
Chhattisgarh,2016-2017,271
Gujarat,2016-2017,500
Karnataka,2016-2017,600
Madhya Pradesh,2016-2017,1314
Manipur,2016-2017,1116
Nagaland,2016-2017,817
Odisha,2016-2017,544
Puducherry,2016-2017,264
Tamil Nadu,2016-2017,609
Telangana,2016-2017,818
Tripura,2016-2017,775
Uttar Pradesh,2016-2017,653
West Bengal,2016-2017,959
India,2016-2017,656
Andaman & Nicobar Islands,2017-2018,327
Andhra Pradesh,2017-2018,933
Arunachal Pradesh,2017-2018,897
Assam,2017-2018,648
Chhattisgarh,2017-2018,272
Gujarat,2017-2018,655
Karnataka,2017-2018,375
Madhya Pradesh,2017-2018,1400
Manipur,2017-2018,1097
Nagaland,2017-2018,-
Odisha,2017-2018,498
Puducherry,2017-2018,390
Tamil Nadu,2017-2018,675
Telangana,2017-2018,879
Tripura,2017-2018,711
Uttar Pradesh,2017-2018,632
Uttarakhand,2017-2018,-
West Bengal,2017-2018,980
India,2017-2018,798
Andhra Pradesh,2018-2019,989
Assam,2018-2019,665
Chhattisgarh,2018-2019,293
Gujarat,2018-2019,1478
Karnataka,2018-2019,500
Madhya Pradesh,2018-2019,1336
Manipur,2018-2019,1006
Nagaland,2018-2019,819
Odisha,2018-2019,511
Puducherry,2018-2019,450
Rajasthan,2018-2019,1571
Tamil Nadu,2018-2019,607
Telangana,2018-2019,1480
Tripura,2018-2019,700
Uttar Pradesh,2018-2019,786
West Bengal,2018-2019,984
India,2018-2019,796
Andaman & Nicobar Islands,2019-2020,533
Andhra Pradesh,2019-2020,1094
Arunachal Pradesh,2019-2020,963
Assam,2019-2020,598
Chhattisgarh,2019-2020,273
Gujarat,2019-2020,1585
Karnataka,2019-2020,344
Madhya Pradesh,2019-2020,1248
Nagaland,2019-2020,819
Odisha,2019-2020,377
Puducherry,2019-2020,433
Rajasthan,2019-2020,1463
Tamil Nadu,2019-2020,776
Telangana,2019-2020,1800
Tripura,2019-2020,735
Uttar Pradesh,2019-2020,716
West Bengal,2019-2020,948
India,2019-2020,904
Andaman & Nicobar Islands,2020-2021,400
Andhra Pradesh,2020-2021,941
Arunachal Pradesh,2020-2021,975
Assam,2020-2021,651
Chhattisgarh,2020-2021,390
Gujarat,2020-2021,1178
Karnataka,2020-2021,549
Madhya Pradesh,2020-2021,1297
Nagaland,2020-2021,819
Odisha,2020-2021,281
Puducherry,2020-2021,596
Tamil Nadu,2020-2021,517
Telangana,2020-2021,1879
Tripura,2020-2021,795
Uttar Pradesh,2020-2021,759
West Bengal,2020-2021,969
India,2020-2021,778
Andaman & Nicobar Islands,2021-2022,400
Andhra Pradesh,2021-2022,1086
Arunachal Pradesh,2021-2022,979
Assam,2021-2022,661
Chhattisgarh,2021-2022,377
Gujarat,2021-2022,1495
Karnataka,2021-2022,529
Kerala,2021-2022,785
Madhya Pradesh,2021-2022,1297
Maharashtra,2021-2022,539
Nagaland,2021-2022,933
Odisha,2021-2022,351
Puducherry,2021-2022,715
Tamil Nadu,2021-2022,634
Telangana,2021-2022,1295
Tripura,2021-2022,769
Uttar Pradesh,2021-2022,756
West Bengal,2021-2022,919
India,2021-2022,903
