State,Year,Value
Jammu & Kashmir,1982-1983,333
Karnataka,1982-1983,267
Kerala,1982-1983,678
Madhya Pradesh,1982-1983,243
Maharashtra,1982-1983,215
Odisha,1982-1983,503
Tamil Nadu,1982-1983,439
West Bengal,1982-1983,536
India,1982-1983,324
Andhra Pradesh,1983-1984,290
Bihar,1983-1984,454
Himachal Pradesh,1983-1984,308
Jammu & Kashmir,1983-1984,286
Karnataka,1983-1984,401
Kerala,1983-1984,672
Madhya Pradesh,1983-1984,308
Maharashtra,1983-1984,314
Odisha,1983-1984,592
Tamil Nadu,1983-1984,398
West Bengal,1983-1984,500
India,1983-1984,393
Andhra Pradesh,1984-1985,257
Bihar,1984-1985,522
Himachal Pradesh,1984-1985,195
Jammu & Kashmir,1984-1985,286
Karnataka,1984-1985,299
Kerala,1984-1985,731
Madhya Pradesh,1984-1985,257
Maharashtra,1984-1985,312
Odisha,1984-1985,424
Tamil Nadu,1984-1985,392
West Bengal,1984-1985,484
India,1984-1985,336
Andhra Pradesh,1985-1986,296
Bihar,1985-1986,546
Himachal Pradesh,1985-1986,230
Jammu & Kashmir,1985-1986,300
Karnataka,1985-1986,245
Kerala,1985-1986,744
Madhya Pradesh,1985-1986,239
Maharashtra,1985-1986,286
Odisha,1985-1986,497
Tamil Nadu,1985-1986,387
West Bengal,1985-1986,537
India,1985-1986,339
Andhra Pradesh,1986-1987,226
Bihar,1986-1987,527
Himachal Pradesh,1986-1987,167
Jammu & Kashmir,1986-1987,276
Karnataka,1986-1987,145
Kerala,1986-1987,727
Madhya Pradesh,1986-1987,13
Maharashtra,1986-1987,10
Odisha,1986-1987,427
Tamil Nadu,1986-1987,429
West Bengal,1986-1987,500
India,1986-1987,164
Andhra Pradesh,1987-1988,269
Bihar,1987-1988,399
Himachal Pradesh,1987-1988,77
Jammu & Kashmir,1987-1988,-
Karnataka,1987-1988,396
Kerala,1987-1988,735
Madhya Pradesh,1987-1988,231
Maharashtra,1987-1988,245
Odisha,1987-1988,482
Tamil Nadu,1987-1988,438
West Bengal,1987-1988,517
India,1987-1988,370
Andhra Pradesh,1988-1989,228
Bihar,1988-1989,448
Himachal Pradesh,1988-1989,83
Karnataka,1988-1989,233
Kerala,1988-1989,745
Madhya Pradesh,1988-1989,290
Maharashtra,1988-1989,345
Odisha,1988-1989,521
Tamil Nadu,1988-1989,447
India,1988-1989,360
Andhra Pradesh,1989-1990,305
Bihar,1989-1990,458
Himachal Pradesh,1989-1990,200
Jammu & Kashmir,1989-1990,320
Karnataka,1989-1990,340
Kerala,1989-1990,767
Madhya Pradesh,1989-1990,286
Maharashtra,1989-1990,378
Odisha,1989-1990,533
Tamil Nadu,1989-1990,452
West Bengal,1989-1990,488
India,1989-1990,404
Andhra Pradesh,1990-1991,391
Bihar,1990-1991,537
Himachal Pradesh,1990-1991,220
Jammu & Kashmir,1990-1991,320
Karnataka,1990-1991,339
Kerala,1990-1991,747
Madhya Pradesh,1990-1991,296
Maharashtra,1990-1991,359
Odisha,1990-1991,488
Tamil Nadu,1990-1991,412
West Bengal,1990-1991,462
India,1990-1991,403
Andhra Pradesh,1991-1992,411
Bihar,1991-1992,515
Himachal Pradesh,1991-1992,324
Jammu & Kashmir,1991-1992,296
Karnataka,1991-1992,464
Kerala,1991-1992,730
Madhya Pradesh,1991-1992,255
Maharashtra,1991-1992,199
Odisha,1991-1992,495
Tamil Nadu,1991-1992,396
West Bengal,1991-1992,483
India,1991-1992,441
Andhra Pradesh,1992-1993,384
Bihar,1992-1993,436
Himachal Pradesh,1992-1993,353
Jammu & Kashmir,1992-1993,278
Karnataka,1992-1993,464
Kerala,1992-1993,978
Madhya Pradesh,1992-1993,287
Maharashtra,1992-1993,355
Odisha,1992-1993,279
Tamil Nadu,1992-1993,464
India,1992-1993,400
Andhra Pradesh,1993-1994,285
Bihar,1993-1994,381
Himachal Pradesh,1993-1994,265
Jammu & Kashmir,1993-1994,304
Karnataka,1993-1994,442
Madhya Pradesh,1993-1994,303
Maharashtra,1993-1994,434
Odisha,1993-1994,413
Tamil Nadu,1993-1994,497
West Bengal,1993-1994,514
India,1993-1994,411
Andhra Pradesh,1994-1995,333
Bihar,1994-1995,466
Himachal Pradesh,1994-1995,324
Jammu & Kashmir,1994-1995,280
Karnataka,1994-1995,370
Kerala,1994-1995,962
Madhya Pradesh,1994-1995,302
Maharashtra,1994-1995,335
Odisha,1994-1995,352
Tamil Nadu,1994-1995,464
West Bengal,1994-1995,500
India,1994-1995,373
Andhra Pradesh,1995-1996,351
Bihar,1995-1996,455
Gujarat,1995-1996,147
Himachal Pradesh,1995-1996,300
Jammu & Kashmir,1995-1996,308
Karnataka,1995-1996,449
Kerala,1995-1996,768
Madhya Pradesh,1995-1996,304
Maharashtra,1995-1996,355
Odisha,1995-1996,358
Tamil Nadu,1995-1996,319
West Bengal,1995-1996,483
India,1995-1996,374
Andhra Pradesh,1996-1997,397
Bihar,1996-1997,538
Himachal Pradesh,1996-1997,321
Jammu & Kashmir,1996-1997,310
Karnataka,1996-1997,470
Kerala,1996-1997,755
Madhya Pradesh,1996-1997,303
Maharashtra,1996-1997,367
Odisha,1996-1997,213
Tamil Nadu,1996-1997,387
West Bengal,1996-1997,472
India,1996-1997,398
Andhra Pradesh,1997-1998,402
Bihar,1997-1998,584
Himachal Pradesh,1997-1998,333
Jammu & Kashmir,1997-1998,320
Karnataka,1997-1998,359
Kerala,1997-1998,839
Madhya Pradesh,1997-1998,284
Maharashtra,1997-1998,313
Odisha,1997-1998,284
Tamil Nadu,1997-1998,508
West Bengal,1997-1998,464
India,1997-1998,374
Andhra Pradesh,1998-1999,324
Bihar,1998-1999,627
Himachal Pradesh,1998-1999,333
Jammu & Kashmir,1998-1999,304
Karnataka,1998-1999,471
Kerala,1998-1999,853
Madhya Pradesh,1998-1999,275
Maharashtra,1998-1999,424
Odisha,1998-1999,246
Tamil Nadu,1998-1999,506
West Bengal,1998-1999,400
India,1998-1999,414
Andhra Pradesh,1999-2000,357
Bihar,1999-2000,810
Himachal Pradesh,1999-2000,357
Jammu & Kashmir,1999-2000,333
Karnataka,1999-2000,436
Kerala,1999-2000,-
Madhya Pradesh,1999-2000,275
Maharashtra,1999-2000,340
Odisha,1999-2000,253
Tamil Nadu,1999-2000,437
West Bengal,1999-2000,481
India,1999-2000,406
Andhra Pradesh,2000-2001,260
Bihar,2000-2001,771
Chhattisgarh,2000-2001,295
Himachal Pradesh,2000-2001,519
Jammu & Kashmir,2000-2001,263
Jharkhand,2000-2001,835
Karnataka,2000-2001,533
Kerala,2000-2001,809
Madhya Pradesh,2000-2001,176
Maharashtra,2000-2001,345
Odisha,2000-2001,191
Tamil Nadu,2000-2001,457
West Bengal,2000-2001,512
India,2000-2001,429
Andhra Pradesh,2001-2002,490
Bihar,2001-2002,804
Chhattisgarh,2001-2002,336
Himachal Pradesh,2001-2002,348
Jammu & Kashmir,2001-2002,316
Jharkhand,2001-2002,573
Karnataka,2001-2002,434
Kerala,2001-2002,826
Madhya Pradesh,2001-2002,250
Maharashtra,2001-2002,302
Odisha,2001-2002,308
Tamil Nadu,2001-2002,463
West Bengal,2001-2002,865
India,2001-2002,418
Andhra Pradesh,2002-2003,354
Bihar,2002-2003,794
Chhattisgarh,2002-2003,245
Himachal Pradesh,2002-2003,192
Jammu & Kashmir,2002-2003,300
Jharkhand,2002-2003,443
Karnataka,2002-2003,325
Kerala,2002-2003,800
Madhya Pradesh,2002-2003,237
Maharashtra,2002-2003,261
Odisha,2002-2003,188
Tamil Nadu,2002-2003,280
West Bengal,2002-2003,500
India,2002-2003,308
Andhra Pradesh,2003-2004,494
Bihar,2003-2004,740
Chhattisgarh,2003-2004,330
Haryana,2003-2004,163
Himachal Pradesh,2003-2004,192
Jammu & Kashmir,2003-2004,357
Jharkhand,2003-2004,335
Karnataka,2003-2004,282
Kerala,2003-2004,868
Madhya Pradesh,2003-2004,312
Maharashtra,2003-2004,270
Odisha,2003-2004,282
Tamil Nadu,2003-2004,269
West Bengal,2003-2004,439
India,2003-2004,323
Andhra Pradesh,2004-2005,389
Bihar,2004-2005,807
Chhattisgarh,2004-2005,295
Himachal Pradesh,2004-2005,292
Jammu & Kashmir,2004-2005,300
Jharkhand,2004-2005,456
Karnataka,2004-2005,420
Kerala,2004-2005,900
Madhya Pradesh,2004-2005,267
Maharashtra,2004-2005,328
Odisha,2004-2005,249
Tamil Nadu,2004-2005,389
West Bengal,2004-2005,429
India,2004-2005,378
Andhra Pradesh,2005-2006,353
Bihar,2005-2006,858
Chhattisgarh,2005-2006,311
Himachal Pradesh,2005-2006,417
Jharkhand,2005-2006,410
Karnataka,2005-2006,485
Kerala,2005-2006,825
Madhya Pradesh,2005-2006,279
Maharashtra,2005-2006,342
Odisha,2005-2006,279
Tamil Nadu,2005-2006,364
West Bengal,2005-2006,464
India,2005-2006,407
Andhra Pradesh,2006-2007,469
Bihar,2006-2007,864
Chhattisgarh,2006-2007,316
Himachal Pradesh,2006-2007,500
Jammu & Kashmir,2006-2007,304
Jharkhand,2006-2007,405
Karnataka,2006-2007,325
Kerala,2006-2007,825
Madhya Pradesh,2006-2007,291
Maharashtra,2006-2007,343
Odisha,2006-2007,288
Tamil Nadu,2006-2007,688
West Bengal,2006-2007,458
India,2006-2007,378
Andhra Pradesh,2007-2008,500
Bihar,2007-2008,894
Chhattisgarh,2007-2008,319
Himachal Pradesh,2007-2008,458
Jammu & Kashmir,2007-2008,316
Jharkhand,2007-2008,405
Karnataka,2007-2008,529
Kerala,2007-2008,825
Madhya Pradesh,2007-2008,322
Maharashtra,2007-2008,449
Odisha,2007-2008,292
Tamil Nadu,2007-2008,475
West Bengal,2007-2008,500
India,2007-2008,462
Andhra Pradesh,2008-2009,421
Bihar,2008-2009,920
Chhattisgarh,2008-2009,313
Himachal Pradesh,2008-2009,409
Jammu & Kashmir,2008-2009,333
Jharkhand,2008-2009,436
Karnataka,2008-2009,407
Kerala,2008-2009,833
Madhya Pradesh,2008-2009,317
Maharashtra,2008-2009,419
Odisha,2008-2009,274
Tamil Nadu,2008-2009,471
West Bengal,2008-2009,474
India,2008-2009,400
Andhra Pradesh,2009-2010,610
Bihar,2009-2010,962
Chhattisgarh,2009-2010,276
Haryana,2009-2010,-
Himachal Pradesh,2009-2010,285
Jammu & Kashmir,2009-2010,333
Jharkhand,2009-2010,436
Karnataka,2009-2010,487
Kerala,2009-2010,833
Madhya Pradesh,2009-2010,303
Maharashtra,2009-2010,411
Odisha,2009-2010,309
Tamil Nadu,2009-2010,462
West Bengal,2009-2010,483
India,2009-2010,453
Andhra Pradesh,2010-2011,411
Bihar,2010-2011,984
Chhattisgarh,2010-2011,285
Himachal Pradesh,2010-2011,507
Jammu & Kashmir,2010-2011,308
Jharkhand,2010-2011,822
Karnataka,2010-2011,606
Madhya Pradesh,2010-2011,310
Maharashtra,2010-2011,426
Odisha,2010-2011,324
Tamil Nadu,2010-2011,459
Telangana,2010-2011,572
Uttarakhand,2010-2011,817
West Bengal,2010-2011,500
India,2010-2011,518
Andhra Pradesh,2011-2012,500
Bihar,2011-2012,951
Chhattisgarh,2011-2012,297
Himachal Pradesh,2011-2012,545
Jammu & Kashmir,2011-2012,164
Jharkhand,2011-2012,606
Karnataka,2011-2012,511
Madhya Pradesh,2011-2012,246
Maharashtra,2011-2012,359
Odisha,2011-2012,241
Tamil Nadu,2011-2012,539
Telangana,2011-2012,-
Uttarakhand,2011-2012,833
India,2011-2012,464
Andhra Pradesh,2012-2013,606
Bihar,2012-2013,968
Chhattisgarh,2012-2013,313
Haryana,2012-2013,286
Himachal Pradesh,2012-2013,430
Jammu & Kashmir,2012-2013,175
Jharkhand,2012-2013,590
Karnataka,2012-2013,388
Madhya Pradesh,2012-2013,306
Maharashtra,2012-2013,323
Odisha,2012-2013,361
Tamil Nadu,2012-2013,399
Telangana,2012-2013,509
Uttarakhand,2012-2013,806
West Bengal,2012-2013,520
India,2012-2013,416
Andhra Pradesh,2013-2014,536
Bihar,2013-2014,951
Chhattisgarh,2013-2014,303
Himachal Pradesh,2013-2014,417
Jammu & Kashmir,2013-2014,339
Jharkhand,2013-2014,609
Karnataka,2013-2014,534
Kerala,2013-2014,3000
Madhya Pradesh,2013-2014,496
Odisha,2013-2014,357
Tamil Nadu,2013-2014,641
Telangana,2013-2014,331
Uttarakhand,2013-2014,788
West Bengal,2013-2014,500
India,2013-2014,530
Andhra Pradesh,2014-2015,444
Bihar,2014-2015,957
Chhattisgarh,2014-2015,322
Haryana,2014-2015,500
Himachal Pradesh,2014-2015,429
Jammu & Kashmir,2014-2015,167
Jharkhand,2014-2015,691
Karnataka,2014-2015,481
Madhya Pradesh,2014-2015,400
Maharashtra,2014-2015,283
Odisha,2014-2015,344
Tamil Nadu,2014-2015,742
Telangana,2014-2015,500
West Bengal,2014-2015,500
Uttarakhand,2014-2015,810
India,2014-2015,520
Andhra Pradesh,2015-2016,386
Bihar,2015-2016,926
Chhattisgarh,2015-2016,339
Haryana,2015-2016,667
Jharkhand,2015-2016,710
Karnataka,2015-2016,476
Madhya Pradesh,2015-2016,357
Odisha,2015-2016,283
Tamil Nadu,2015-2016,556
Telangana,2015-2016,500
Uttarakhand,2015-2016,869
West Bengal,2015-2016,500
India,2015-2016,478
Andhra Pradesh,2016-2017,500
Bihar,2016-2017,916
Chhattisgarh,2016-2017,375
Haryana,2016-2017,700
Himachal Pradesh,2016-2017,402
Jammu & Kashmir,2016-2017,350
Jharkhand,2016-2017,780
Karnataka,2016-2017,129
Madhya Pradesh,2016-2017,461
Odisha,2016-2017,436
Tamil Nadu,2016-2017,320
Telangana,2016-2017,1000
Uttarakhand,2016-2017,846
West Bengal,2016-2017,500
India,2016-2017,358
Andhra Pradesh,2017-2018,564
Bihar,2017-2018,929
Chhattisgarh,2017-2018,382
Haryana,2017-2018,500
Himachal Pradesh,2017-2018,581
Jammu & Kashmir,2017-2018,425
Jharkhand,2017-2018,627
Karnataka,2017-2018,647
Madhya Pradesh,2017-2018,429
Odisha,2017-2018,411
Tamil Nadu,2017-2018,780
Telangana,2017-2018,-
Uttarakhand,2017-2018,857
West Bengal,2017-2018,519
India,2017-2018,618
Andhra Pradesh,2018-2019,319
Bihar,2018-2019,904
Chhattisgarh,2018-2019,379
Haryana,2018-2019,600
Himachal Pradesh,2018-2019,580
Jammu & Kashmir,2018-2019,431
Jharkhand,2018-2019,662
Karnataka,2018-2019,192
Madhya Pradesh,2018-2019,500
Odisha,2018-2019,368
Tamil Nadu,2018-2019,691
Telangana,2018-2019,1000
Uttarakhand,2018-2019,923
West Bengal,2018-2019,496
India,2018-2019,394
Andhra Pradesh,2019-2020,491
Bihar,2019-2020,923
Chhattisgarh,2019-2020,392
Haryana,2019-2020,138
Himachal Pradesh,2019-2020,626
Jammu & Kashmir,2019-2020,349
Jharkhand,2019-2020,682
Karnataka,2019-2020,752
Madhya Pradesh,2019-2020,-
Odisha,2019-2020,396
Tamil Nadu,2019-2020,776
Telangana,2019-2020,1000
Uttarakhand,2019-2020,1000
West Bengal,2019-2020,528
India,2019-2020,649
Andhra Pradesh,2020-2021,538
Bihar,2020-2021,918
Chhattisgarh,2020-2021,421
Haryana,2020-2021,597
Himachal Pradesh,2020-2021,513
Jammu & Kashmir,2020-2021,338
Jharkhand,2020-2021,702
Karnataka,2020-2021,655
Madhya Pradesh,2020-2021,135
Odisha,2020-2021,398
Tamil Nadu,2020-2021,745
Telangana,2020-2021,1500
Uttarakhand,2020-2021,-
West Bengal,2020-2021,530
India,2020-2021,650
