State,Year,Value
West Bengal,1976-1977,530
India,1976-1977,334
Andhra Pradesh,1977-1978,323
Assam,1977-1978,313
Bihar,1977-1978,400
Dadra & Nagar Haveli  ,1977-1978,500
Haryana,1977-1978,600
Himachal Pradesh,1977-1978,250
Jammu & Kashmir,1977-1978,391
Karnataka,1977-1978,277
Kerala,1977-1978,333
Madhya Pradesh,1977-1978,272
Maharashtra,1977-1978,342
Puducherry,1977-1978,500
Rajasthan,1977-1978,481
Tamil Nadu,1977-1978,425
Tripura,1977-1978,1000
Uttar Pradesh,1977-1978,372
West Bengal,1977-1978,434
India,1977-1978,344
Andhra Pradesh,1978-1979,432
Assam,1978-1979,375
Bihar,1978-1979,485
Dadra & Nagar Haveli  ,1978-1979,500
Haryana,1978-1979,625
Himachal Pradesh,1978-1979,375
Jammu & Kashmir,1978-1979,440
Karnataka,1978-1979,259
Kerala,1978-1979,667
Madhya Pradesh,1978-1979,227
Maharashtra,1978-1979,320
Puducherry,1978-1979,500
Punjab,1978-1979,455
Rajasthan,1978-1979,321
Tamil Nadu,1978-1979,389
Tripura,1978-1979,-
Uttar Pradesh,1978-1979,247
West Bengal,1978-1979,416
India,1978-1979,320
Andhra Pradesh,1979-1980,377
Assam,1979-1980,326
Bihar,1979-1980,354
Dadra & Nagar Haveli  ,1979-1980,500
Haryana,1979-1980,600
Himachal Pradesh,1979-1980,200
Jammu & Kashmir,1979-1980,381
Karnataka,1979-1980,233
Kerala,1979-1980,333
Madhya Pradesh,1979-1980,169
Maharashtra,1979-1980,325
Odisha,1979-1980,330
Puducherry,1979-1980,500
Punjab,1979-1980,350
Rajasthan,1979-1980,125
Tamil Nadu,1979-1980,326
Tripura,1979-1980,-
Uttar Pradesh,1979-1980,162
West Bengal,1979-1980,486
India,1979-1980,278
Andhra Pradesh,1980-1981,461
Assam,1980-1981,383
Bihar,1980-1981,467
Dadra & Nagar Haveli  ,1980-1981,500
Haryana,1980-1981,538
Himachal Pradesh,1980-1981,300
Jammu & Kashmir,1980-1981,435
Karnataka,1980-1981,309
Kerala,1980-1981,667
Madhya Pradesh,1980-1981,233
Maharashtra,1980-1981,223
Odisha,1980-1981,529
Puducherry,1980-1981,500
Punjab,1980-1981,429
Rajasthan,1980-1981,398
Tamil Nadu,1980-1981,268
Tripura,1980-1981,-
Uttar Pradesh,1980-1981,275
West Bengal,1980-1981,485
India,1980-1981,339
Andhra Pradesh,1980-1981,411
Bihar,1980-1981,484
Dadra & Nagar Haveli  ,1980-1981,500
Haryana,1980-1981,600
Himachal Pradesh,1980-1981,133
Jammu & Kashmir,1980-1981,333
Karnataka,1980-1981,298
Kerala,1980-1981,667
Madhya Pradesh,1980-1981,260
Maharashtra,1980-1981,337
Odisha,1980-1981,546
Puducherry,1980-1981,500
Punjab,1980-1981,389
Rajasthan,1980-1981,351
Tamil Nadu,1980-1981,295
Tripura,1980-1981,-
Uttar Pradesh,1980-1981,317
West Bengal,1980-1981,456
India,1980-1981,364
Andhra Pradesh,1981-1982,411
Bihar,1981-1982,484
Dadra & Nagar Haveli  ,1981-1982,500
Gujarat,1981-1982,600
Haryana,1981-1982,133
Himachal Pradesh,1981-1982,333
Jammu & Kashmir,1981-1982,298
Karnataka,1981-1982,667
Kerala,1981-1982,260
Madhya Pradesh,1981-1982,337
Maharashtra,1981-1982,546
Odisha,1981-1982,500
Punjab,1981-1982,389
Rajasthan,1981-1982,351
Tamil Nadu,1981-1982,295
Tripura,1981-1982,-
Uttar Pradesh,1981-1982,317
West Bengal,1981-1982,456
India,1981-1982,364
Andhra Pradesh,1982-1983,581
Bihar,1982-1983,420
Dadra & Nagar Haveli  ,1982-1983,500
Gujarat,1982-1983,413
Haryana,1982-1983,625
Himachal Pradesh,1982-1983,167
Jammu & Kashmir,1982-1983,333
Karnataka,1982-1983,259
Kerala,1982-1983,667
Madhya Pradesh,1982-1983,236
Maharashtra,1982-1983,320
Odisha,1982-1983,548
Punjab,1982-1983,438
Rajasthan,1982-1983,336
Tamil Nadu,1982-1983,301
Tripura,1982-1983,1000
Uttar Pradesh,1982-1983,255
West Bengal,1982-1983,424
India,1982-1983,360
Andhra Pradesh,1983-1984,589
Bihar,1983-1984,434
Dadra & Nagar Haveli  ,1983-1984,500
Gujarat,1983-1984,462
Haryana,1983-1984,667
Himachal Pradesh,1983-1984,300
Jammu & Kashmir,1983-1984,360
Karnataka,1983-1984,309
Kerala,1983-1984,667
Madhya Pradesh,1983-1984,292
Maharashtra,1983-1984,349
Odisha,1983-1984,601
Puducherry,1983-1984,1000
Punjab,1983-1984,500
Rajasthan,1983-1984,558
Sikkim,1983-1984,-
Tamil Nadu,1983-1984,209
Tripura,1983-1984,1000
Uttar Pradesh,1983-1984,234
West Bengal,1983-1984,518
India,1983-1984,398
Andhra Pradesh,1984-1985,809
Bihar,1984-1985,440
Dadra & Nagar Haveli  ,1984-1985,500
Gujarat,1984-1985,447
Haryana,1984-1985,800
Himachal Pradesh,1984-1985,174
Jammu & Kashmir,1984-1985,375
Karnataka,1984-1985,284
Kerala,1984-1985,333
Madhya Pradesh,1984-1985,258
Maharashtra,1984-1985,199
Odisha,1984-1985,676
Puducherry,1984-1985,667
Punjab,1984-1985,583
Rajasthan,1984-1985,481
Sikkim,1984-1985,-
Tamil Nadu,1984-1985,311
Tripura,1984-1985,1000
Uttar Pradesh,1984-1985,282
West Bengal,1984-1985,488
India,1984-1985,400
Andhra Pradesh,1985-1986,728
Bihar,1985-1986,455
Dadra & Nagar Haveli  ,1985-1986,1000
Gujarat,1985-1986,272
Haryana,1985-1986,600
Himachal Pradesh,1985-1986,190
Jammu & Kashmir,1985-1986,348
Karnataka,1985-1986,472
Kerala,1985-1986,1000
Madhya Pradesh,1985-1986,216
Maharashtra,1985-1986,383
Odisha,1985-1986,595
Puducherry,1985-1986,500
Punjab,1985-1986,615
Rajasthan,1985-1986,111
Sikkim,1985-1986,-
Tamil Nadu,1985-1986,377
Tripura,1985-1986,1000
Uttar Pradesh,1985-1986,244
West Bengal,1985-1986,523
India,1985-1986,389
Andhra Pradesh,1986-1987,822
Bihar,1986-1987,525
Dadra & Nagar Haveli  ,1986-1987,700
Gujarat,1986-1987,414
Haryana,1986-1987,655
Himachal Pradesh,1986-1987,159
Jammu & Kashmir,1986-1987,305
Karnataka,1986-1987,281
Kerala,1986-1987,818
Madhya Pradesh,1986-1987,222
Maharashtra,1986-1987,324
Odisha,1986-1987,557
Puducherry,1986-1987,650
Punjab,1986-1987,583
Rajasthan,1986-1987,113
Sikkim,1986-1987,977
Tamil Nadu,1986-1987,337
Tripura,1986-1987,500
Uttar Pradesh,1986-1987,256
West Bengal,1986-1987,415
India,1986-1987,394
Andhra Pradesh,1987-1988,771
Bihar,1987-1988,447
Dadra & Nagar Haveli  ,1987-1988,700
Gujarat,1987-1988,197
Haryana,1987-1988,394
Himachal Pradesh,1987-1988,82
Jammu & Kashmir,1987-1988,169
Karnataka,1987-1988,393
Kerala,1987-1988,842
Madhya Pradesh,1987-1988,209
Maharashtra,1987-1988,448
Odisha,1987-1988,489
Punjab,1987-1988,484
Rajasthan,1987-1988,131
Sikkim,1987-1988,250
Tamil Nadu,1987-1988,778
Tripura,1987-1988,444
Uttar Pradesh,1987-1988,359
West Bengal,1987-1988,569
India,1987-1988,428
Andhra Pradesh,1988-1989,927
Bihar,1988-1989,519
Dadra & Nagar Haveli  ,1988-1989,500
Gujarat,1988-1989,626
Haryana,1988-1989,500
Himachal Pradesh,1988-1989,100
Karnataka,1988-1989,298
Kerala,1988-1989,1000
Madhya Pradesh,1988-1989,300
Maharashtra,1988-1989,418
Odisha,1988-1989,398
Puducherry,1988-1989,1000
Punjab,1988-1989,455
Rajasthan,1988-1989,486
Sikkim,1988-1989,286
Tamil Nadu,1988-1989,414
Tripura,1988-1989,500
Uttar Pradesh,1988-1989,371
West Bengal,1988-1989,523
India,1988-1989,488
Andhra Pradesh,1991-1992,606
Assam,1991-1992,429
Bihar,1991-1992,542
Dadra & Nagar Haveli  ,1991-1992,500
Gujarat,1991-1992,444
Haryana,1991-1992,0
Himachal Pradesh,1991-1992,0
Jammu & Kashmir,1991-1992,0
Karnataka,1991-1992,414
Kerala,1991-1992,1000
Madhya Pradesh,1991-1992,262
Maharashtra,1991-1992,262
Odisha,1991-1992,574
Puducherry,1991-1992,1000
Punjab,1991-1992,0
Rajasthan,1991-1992,235
Sikkim,1991-1992,833
Tamil Nadu,1991-1992,441
Tripura,1991-1992,333
Uttar Pradesh,1991-1992,450
West Bengal,1991-1992,667
India,1991-1992,438
Andhra Pradesh,1992-1993,656
Assam,1992-1993,425
Bihar,1992-1993,459
Dadra & Nagar Haveli  ,1992-1993,833
Gujarat,1992-1993,625
Haryana,1992-1993,478
Himachal Pradesh,1992-1993,302
Jammu & Kashmir,1992-1993,222
Karnataka,1992-1993,528
Kerala,1992-1993,786
Madhya Pradesh,1992-1993,305
Maharashtra,1992-1993,650
Odisha,1992-1993,324
Puducherry,1992-1993,520
Punjab,1992-1993,299
Rajasthan,1992-1993,398
Sikkim,1992-1993,761
Tamil Nadu,1992-1993,520
Tripura,1992-1993,478
Uttar Pradesh,1992-1993,466
West Bengal,1992-1993,631
India,1992-1993,506
Andhra Pradesh,1993-1994,505
Assam,1993-1994,-
Bihar,1993-1994,468
Dadra & Nagar Haveli  ,1993-1994,818
Gujarat,1993-1994,375
Haryana,1993-1994,444
Himachal Pradesh,1993-1994,201
Jammu & Kashmir,1993-1994,229
Karnataka,1993-1994,619
Kerala,1993-1994,3769
Madhya Pradesh,1993-1994,310
Maharashtra,1993-1994,637
Odisha,1993-1994,517
Puducherry,1993-1994,-
Punjab,1993-1994,411
Rajasthan,1993-1994,301
Sikkim,1993-1994,775
Tamil Nadu,1993-1994,419
Tripura,1993-1994,480
Uttar Pradesh,1993-1994,379
West Bengal,1993-1994,580
India,1993-1994,460
Andhra Pradesh,1994-1995,472
Assam,1994-1995,531
Bihar,1994-1995,515
Dadra & Nagar Haveli  ,1994-1995,824
Gujarat,1994-1995,461
Haryana,1994-1995,500
Himachal Pradesh,1994-1995,296
Jammu & Kashmir,1994-1995,213
Karnataka,1994-1995,264
Kerala,1994-1995,615
Madhya Pradesh,1994-1995,293
Maharashtra,1994-1995,457
Odisha,1994-1995,354
Puducherry,1994-1995,704
Punjab,1994-1995,352
Rajasthan,1994-1995,256
Sikkim,1994-1995,780
Tamil Nadu,1994-1995,523
Tripura,1994-1995,421
Uttar Pradesh,1994-1995,399
West Bengal,1994-1995,487
India,1994-1995,408
Andhra Pradesh,1995-1996,646
Assam,1995-1996,451
Bihar,1995-1996,505
Dadra & Nagar Haveli  ,1995-1996,714
Gujarat,1995-1996,514
Haryana,1995-1996,462
Himachal Pradesh,1995-1996,264
Jammu & Kashmir,1995-1996,214
Karnataka,1995-1996,712
Kerala,1995-1996,667
Madhya Pradesh,1995-1996,339
Maharashtra,1995-1996,459
Odisha,1995-1996,301
Puducherry,1995-1996,630
Punjab,1995-1996,339
Rajasthan,1995-1996,418
Sikkim,1995-1996,711
Tamil Nadu,1995-1996,399
Tripura,1995-1996,700
Uttar Pradesh,1995-1996,461
West Bengal,1995-1996,409
India,1995-1996,472
Andaman & Nicobar Islands,1996-1997,500
Andhra Pradesh,1996-1997,623
Arunachal Pradesh,1996-1997,931
Assam,1996-1997,1158
Bihar,1996-1997,624
Dadra & Nagar Haveli  ,1996-1997,833
Gujarat,1996-1997,679
Haryana,1996-1997,500
Himachal Pradesh,1996-1997,298
Jammu & Kashmir,1996-1997,384
Karnataka,1996-1997,244
Kerala,1996-1997,667
Madhya Pradesh,1996-1997,252
Maharashtra,1996-1997,518
Nagaland,1996-1997,1138
Odisha,1996-1997,253
Puducherry,1996-1997,556
Punjab,1996-1997,460
Rajasthan,1996-1997,356
Sikkim,1996-1997,750
Tamil Nadu,1996-1997,367
Tripura,1996-1997,500
Uttar Pradesh,1996-1997,445
West Bengal,1996-1997,607
India,1996-1997,448
Andaman & Nicobar Islands,1997-1998,708
Andhra Pradesh,1997-1998,612
Arunachal Pradesh,1997-1998,966
Assam,1997-1998,509
Bihar,1997-1998,650
Gujarat,1997-1998,637
Haryana,1997-1998,533
Himachal Pradesh,1997-1998,317
Jammu & Kashmir,1997-1998,408
Karnataka,1997-1998,236
Kerala,1997-1998,787
Madhya Pradesh,1997-1998,343
Maharashtra,1997-1998,401
Nagaland,1997-1998,738
Odisha,1997-1998,313
Puducherry,1997-1998,375
Punjab,1997-1998,373
Rajasthan,1997-1998,466
Sikkim,1997-1998,750
Tamil Nadu,1997-1998,467
Tripura,1997-1998,471
Uttar Pradesh,1997-1998,425
West Bengal,1997-1998,631
India,1997-1998,450
Andaman & Nicobar Islands,1998-1999,714
Andhra Pradesh,1998-1999,609
Arunachal Pradesh,1998-1999,903
Assam,1998-1999,-
Bihar,1998-1999,691
Dadra & Nagar Haveli  ,1998-1999,933
Gujarat,1998-1999,601
Haryana,1998-1999,154
Himachal Pradesh,1998-1999,317
Jammu & Kashmir,1998-1999,414
Karnataka,1998-1999,355
Kerala,1998-1999,756
Madhya Pradesh,1998-1999,317
Maharashtra,1998-1999,631
Nagaland,1998-1999,800
Odisha,1998-1999,275
Punjab,1998-1999,476
Rajasthan,1998-1999,318
Sikkim,1998-1999,705
Tamil Nadu,1998-1999,518
Tripura,1998-1999,700
Uttar Pradesh,1998-1999,304
West Bengal,1998-1999,470
India,1998-1999,463
Andaman & Nicobar Islands,1999-2000,333
Andhra Pradesh,1999-2000,641
Arunachal Pradesh,1999-2000,935
Bihar,1999-2000,722
Dadra & Nagar Haveli  ,1999-2000,600
Gujarat,1999-2000,351
Haryana,1999-2000,286
Himachal Pradesh,1999-2000,388
Jammu & Kashmir,1999-2000,409
Karnataka,1999-2000,332
Kerala,1999-2000,750
Madhya Pradesh,1999-2000,315
Maharashtra,1999-2000,490
Nagaland,1999-2000,682
Odisha,1999-2000,263
Puducherry,1999-2000,-
Punjab,1999-2000,463
Rajasthan,1999-2000,283
Sikkim,1999-2000,773
Tamil Nadu,1999-2000,451
Tripura,1999-2000,462
Uttar Pradesh,1999-2000,445
West Bengal,1999-2000,641
India,1999-2000,453
Andaman & Nicobar Islands,2000-2001,571
Andhra Pradesh,2000-2001,703
Arunachal Pradesh,2000-2001,1040
Assam,2000-2001,566
Bihar,2000-2001,634
Chhattisgarh,2000-2001,280
Dadra & Nagar Haveli  ,2000-2001,1067
Gujarat,2000-2001,294
Haryana,2000-2001,167
Himachal Pradesh,2000-2001,500
Jammu & Kashmir,2000-2001,405
Jharkhand,2000-2001,698
Karnataka,2000-2001,384
Kerala,2000-2001,786
Madhya Pradesh,2000-2001,252
Maharashtra,2000-2001,357
Nagaland,2000-2001,763
Odisha,2000-2001,250
Puducherry,2000-2001,1235
Punjab,2000-2001,486
Rajasthan,2000-2001,288
Sikkim,2000-2001,737
Tamil Nadu,2000-2001,462
Tripura,2000-2001,565
Uttar Pradesh,2000-2001,423
Uttarakhand,2000-2001,414
West Bengal,2000-2001,522
India,2000-2001,431
Andaman & Nicobar Islands,2001-2002,500
Andhra Pradesh,2001-2002,610
Arunachal Pradesh,2001-2002,1119
Bihar,2001-2002,608
Chhattisgarh,2001-2002,308
Dadra & Nagar Haveli  ,2001-2002,947
Gujarat,2001-2002,564
Haryana,2001-2002,154
Himachal Pradesh,2001-2002,330
Jammu & Kashmir,2001-2002,419
Jharkhand,2001-2002,667
Karnataka,2001-2002,369
Kerala,2001-2002,786
Madhya Pradesh,2001-2002,361
Maharashtra,2001-2002,437
Nagaland,2001-2002,840
Odisha,2001-2002,300
Punjab,2001-2002,400
Rajasthan,2001-2002,362
Sikkim,2001-2002,738
Tamil Nadu,2001-2002,435
Tripura,2001-2002,583
Uttar Pradesh,2001-2002,421
Uttarakhand,2001-2002,622
West Bengal,2001-2002,740
India,2001-2002,454
Andaman & Nicobar Islands,2002-2003,462
Andhra Pradesh,2002-2003,541
Arunachal Pradesh,2002-2003,1065
Assam,2002-2003,-
Bihar,2002-2003,741
Chhattisgarh,2002-2003,261
Dadra & Nagar Haveli  ,2002-2003,800
Gujarat,2002-2003,373
Haryana,2002-2003,125
Himachal Pradesh,2002-2003,210
Jammu & Kashmir,2002-2003,423
Jharkhand,2002-2003,575
Karnataka,2002-2003,140
Kerala,2002-2003,667
Madhya Pradesh,2002-2003,281
Maharashtra,2002-2003,566
Nagaland,2002-2003,1000
Odisha,2002-2003,231
Puducherry,2002-2003,-
Punjab,2002-2003,487
Rajasthan,2002-2003,182
Sikkim,2002-2003,744
Tamil Nadu,2002-2003,390
Tripura,2002-2003,529
Uttar Pradesh,2002-2003,415
Uttarakhand,2002-2003,630
West Bengal,2002-2003,650
India,2002-2003,415
Andaman & Nicobar Islands,2003-2004,571
Andhra Pradesh,2003-2004,457
Arunachal Pradesh,2003-2004,1034
Assam,2003-2004,-
Bihar,2003-2004,744
Chhattisgarh,2003-2004,289
Dadra & Nagar Haveli  ,2003-2004,875
Gujarat,2003-2004,663
Haryana,2003-2004,167
Himachal Pradesh,2003-2004,229
Jammu & Kashmir,2003-2004,418
Jharkhand,2003-2004,436
Karnataka,2003-2004,274
Kerala,2003-2004,1000
Madhya Pradesh,2003-2004,368
Maharashtra,2003-2004,596
Nagaland,2003-2004,1264
Odisha,2003-2004,262
Puducherry,2003-2004,-
Punjab,2003-2004,423
Rajasthan,2003-2004,523
Sikkim,2003-2004,744
Tamil Nadu,2003-2004,409
Tripura,2003-2004,529
Uttar Pradesh,2003-2004,270
Uttarakhand,2003-2004,682
West Bengal,2003-2004,638
India,2003-2004,430
Andaman & Nicobar Islands,2004-2005,571
Andhra Pradesh,2004-2005,606
Arunachal Pradesh,2004-2005,1030
Assam,2004-2005,539
Bihar,2004-2005,746
Chhattisgarh,2004-2005,272
Dadra & Nagar Haveli  ,2004-2005,875
Gujarat,2004-2005,506
Haryana,2004-2005,342
Himachal Pradesh,2004-2005,317
Jammu & Kashmir,2004-2005,413
Jharkhand,2004-2005,590
Karnataka,2004-2005,136
Kerala,2004-2005,1000
Madhya Pradesh,2004-2005,362
Maharashtra,2004-2005,407
Nagaland,2004-2005,789
Odisha,2004-2005,266
Puducherry,2004-2005,294
Punjab,2004-2005,529
Rajasthan,2004-2005,360
Sikkim,2004-2005,750
Tamil Nadu,2004-2005,436
Tripura,2004-2005,563
Uttar Pradesh,2004-2005,388
Uttarakhand,2004-2005,565
West Bengal,2004-2005,550
India,2004-2005,419
Andaman & Nicobar Islands,2005-2006,500
Andhra Pradesh,2005-2006,595
Arunachal Pradesh,2005-2006,969
Assam,2005-2006,489
Bihar,2005-2006,770
Chhattisgarh,2005-2006,288
Dadra & Nagar Haveli  ,2005-2006,938
Gujarat,2005-2006,379
Haryana,2005-2006,348
Himachal Pradesh,2005-2006,407
Jammu & Kashmir,2005-2006,419
Jharkhand,2005-2006,529
Karnataka,2005-2006,214
Kerala,2005-2006,714
Madhya Pradesh,2005-2006,354
Maharashtra,2005-2006,430
Nagaland,2005-2006,924
Odisha,2005-2006,253
Puducherry,2005-2006,294
Punjab,2005-2006,464
Rajasthan,2005-2006,253
Sikkim,2005-2006,725
Tamil Nadu,2005-2006,329
Tripura,2005-2006,529
Uttar Pradesh,2005-2006,444
Uttarakhand,2005-2006,606
West Bengal,2005-2006,716
India,2005-2006,419
Andaman & Nicobar Islands,2006-2007,500
Andhra Pradesh,2006-2007,703
Arunachal Pradesh,2006-2007,969
Assam,2006-2007,514
Bihar,2006-2007,776
Chhattisgarh,2006-2007,301
Dadra & Nagar Haveli  ,2006-2007,938
Gujarat,2006-2007,352
Haryana,2006-2007,500
Himachal Pradesh,2006-2007,470
Jammu & Kashmir,2006-2007,413
Jharkhand,2006-2007,597
Karnataka,2006-2007,166
Kerala,2006-2007,1000
Madhya Pradesh,2006-2007,347
Maharashtra,2006-2007,413
Nagaland,2006-2007,1200
Odisha,2006-2007,292
Puducherry,2006-2007,294
Punjab,2006-2007,424
Rajasthan,2006-2007,292
Sikkim,2006-2007,725
Tamil Nadu,2006-2007,490
Tripura,2006-2007,556
Uttar Pradesh,2006-2007,556
West Bengal,2006-2007,663
India,2006-2007,470
Andaman & Nicobar Islands,2007-2008,571
Andhra Pradesh,2007-2008,497
Arunachal Pradesh,2007-2008,969
Assam,2007-2008,526
Bihar,2007-2008,798
Chhattisgarh,2007-2008,303
Dadra & Nagar Haveli  ,2007-2008,938
Gujarat,2007-2008,683
Haryana,2007-2008,500
Himachal Pradesh,2007-2008,512
Jammu & Kashmir,2007-2008,429
Jharkhand,2007-2008,625
Karnataka,2007-2008,407
Kerala,2007-2008,1000
Madhya Pradesh,2007-2008,351
Maharashtra,2007-2008,567
Nagaland,2007-2008,1173
Odisha,2007-2008,311
Puducherry,2007-2008,50
Punjab,2007-2008,457
Rajasthan,2007-2008,529
Sikkim,2007-2008,787
Tamil Nadu,2007-2008,240
Tripura,2007-2008,667
Uttar Pradesh,2007-2008,455
West Bengal,2007-2008,764
India,2007-2008,457
Andaman & Nicobar Islands,2008-2009,571
Andhra Pradesh,2008-2009,651
Arunachal Pradesh,2008-2009,1029
Assam,2008-2009,582
Bihar,2008-2009,841
Chhattisgarh,2008-2009,291
Dadra & Nagar Haveli  ,2008-2009,938
Gujarat,2008-2009,667
Haryana,2008-2009,417
Himachal Pradesh,2008-2009,434
Jammu & Kashmir,2008-2009,350
Jharkhand,2008-2009,586
Karnataka,2008-2009,259
Kerala,2008-2009,833
Madhya Pradesh,2008-2009,384
Maharashtra,2008-2009,315
Nagaland,2008-2009,1156
Odisha,2008-2009,289
Punjab,2008-2009,483
Rajasthan,2008-2009,296
Sikkim,2008-2009,787
Tamil Nadu,2008-2009,301
Tripura,2008-2009,702
Uttar Pradesh,2008-2009,547
West Bengal,2008-2009,700
India,2008-2009,440
Andaman & Nicobar Islands,2009-2010,606
Andhra Pradesh,2009-2010,627
Arunachal Pradesh,2009-2010,1028
Assam,2009-2010,566
Bihar,2009-2010,892
Chhattisgarh,2009-2010,275
Dadra & Nagar Haveli  ,2009-2010,800
Gujarat,2009-2010,515
Haryana,2009-2010,500
Himachal Pradesh,2009-2010,204
Jammu & Kashmir,2009-2010,350
Jharkhand,2009-2010,555
Karnataka,2009-2010,119
Kerala,2009-2010,1667
Madhya Pradesh,2009-2010,380
Maharashtra,2009-2010,336
Nagaland,2009-2010,967
Odisha,2009-2010,302
Puducherry,2009-2010,207
Punjab,2009-2010,464
Rajasthan,2009-2010,263
Sikkim,2009-2010,818
Tamil Nadu,2009-2010,380
Tripura,2009-2010,721
Uttar Pradesh,2009-2010,423
West Bengal,2009-2010,713
India,2009-2010,418
Andaman & Nicobar Islands,2010-2011,462
Andhra Pradesh,2010-2011,524
Arunachal Pradesh,2010-2011,887
Bihar,2010-2011,854
Chhattisgarh,2010-2011,286
Dadra & Nagar Haveli  ,2010-2011,800
Gujarat,2010-2011,677
Haryana,2010-2011,500
Himachal Pradesh,2010-2011,474
Jammu & Kashmir,2010-2011,337
Jharkhand,2010-2011,802
Karnataka,2010-2011,354
Kerala,2010-2011,0
Madhya Pradesh,2010-2011,390
Maharashtra,2010-2011,683
Nagaland,2010-2011,1152
Odisha,2010-2011,297
Puducherry,2010-2011,551
Punjab,2010-2011,571
Rajasthan,2010-2011,737
Sikkim,2010-2011,791
Tamil Nadu,2010-2011,407
Telangana,2010-2011,653
Tripura,2010-2011,685
Uttar Pradesh,2010-2011,669
West Bengal,2010-2011,688
India,2010-2011,545
Andaman & Nicobar Islands,2011-2012,563
Andhra Pradesh,2011-2012,693
Arunachal Pradesh,2011-2012,926
Assam,2011-2012,-
Bihar,2011-2012,866
Chhattisgarh,2011-2012,297
Gujarat,2011-2012,699
Haryana,2011-2012,500
Himachal Pradesh,2011-2012,611
Jharkhand,2011-2012,709
Karnataka,2011-2012,376
Kerala,2011-2012,-
Madhya Pradesh,2011-2012,273
Maharashtra,2011-2012,684
Nagaland,2011-2012,785
Odisha,2011-2012,284
Puducherry,2011-2012,545
Punjab,2011-2012,333
