State,Year,Value
Madhya Pradesh,1992-1993,303
Maharashtra,1992-1993,267
West Bengal,1992-1993,500
India,1992-1993,417
Andhra Pradesh,1993-1994,272
Karnataka,1993-1994,372
Kerala,1993-1994,871
Madhya Pradesh,1993-1994,317
Maharashtra,1993-1994,428
Odisha,1993-1994,286
Tamil Nadu,1993-1994,497
West Bengal,1993-1994,514
India,1993-1994,402
Andhra Pradesh,1994-1995,348
Karnataka,1994-1995,268
Kerala,1994-1995,962
Madhya Pradesh,1994-1995,314
Maharashtra,1994-1995,386
Tamil Nadu,1994-1995,463
West Bengal,1994-1995,506
India,1994-1995,346
Andhra Pradesh,1995-1996,347
Karnataka,1995-1996,356
Kerala,1995-1996,768
Madhya Pradesh,1995-1996,323
Maharashtra,1995-1996,546
Tamil Nadu,1995-1996,318
West Bengal,1995-1996,483
India,1995-1996,377
Andhra Pradesh,1996-1997,400
Karnataka,1996-1997,407
Kerala,1996-1997,755
Madhya Pradesh,1996-1997,327
Maharashtra,1996-1997,562
Odisha,1996-1997,-
Tamil Nadu,1996-1997,388
West Bengal,1996-1997,472
India,1996-1997,424
Andhra Pradesh,1997-1998,413
Karnataka,1997-1998,261
Kerala,1997-1998,839
Madhya Pradesh,1997-1998,208
Maharashtra,1997-1998,391
Odisha,1997-1998,-
Tamil Nadu,1997-1998,508
West Bengal,1997-1998,464
India,1997-1998,368
Andhra Pradesh,1998-1999,304
Karnataka,1998-1999,461
Kerala,1998-1999,853
Madhya Pradesh,1998-1999,260
Maharashtra,1998-1999,392
Odisha,1998-1999,-
Tamil Nadu,1998-1999,505
West Bengal,1998-1999,400
India,1998-1999,427
Andhra Pradesh,1999-2000,360
Karnataka,1999-2000,430
Kerala,1999-2000,859
Madhya Pradesh,1999-2000,292
Maharashtra,1999-2000,437
Odisha,1999-2000,-
Tamil Nadu,1999-2000,436
West Bengal,1999-2000,481
India,1999-2000,427
Andhra Pradesh,2000-2001,208
Chhattisgarh,2000-2001,265
Karnataka,2000-2001,484
Kerala,2000-2001,809
Tamil Nadu,2000-2001,534
West Bengal,2000-2001,512
India,2000-2001,434
Andhra Pradesh,2001-2002,507
Chhattisgarh,2001-2002,278
Karnataka,2001-2002,357
Kerala,2001-2002,826
Maharashtra,2001-2002,455
Tamil Nadu,2001-2002,467
West Bengal,2001-2002,865
India,2001-2002,426
Andhra Pradesh,2002-2003,343
Chhattisgarh,2002-2003,333
Karnataka,2002-2003,282
Kerala,2002-2003,800
Maharashtra,2002-2003,429
Tamil Nadu,2002-2003,265
West Bengal,2002-2003,500
India,2002-2003,302
Andhra Pradesh,2003-2004,515
Chhattisgarh,2003-2004,290
Karnataka,2003-2004,236
Kerala,2003-2004,868
Madhya Pradesh,2003-2004,333
Maharashtra,2003-2004,400
Odisha,2003-2004,333
Tamil Nadu,2003-2004,269
West Bengal,2003-2004,439
India,2003-2004,322
Andhra Pradesh,2004-2005,368
Chhattisgarh,2004-2005,250
Karnataka,2004-2005,329
Kerala,2004-2005,900
Madhya Pradesh,2004-2005,400
Maharashtra,2004-2005,275
Tamil Nadu,2004-2005,412
West Bengal,2004-2005,429
India,2004-2005,362
Andhra Pradesh,2005-2006,340
Chhattisgarh,2005-2006,290
Karnataka,2005-2006,400
Kerala,2005-2006,825
Madhya Pradesh,2005-2006,-
Maharashtra,2005-2006,450
Tamil Nadu,2005-2006,338
West Bengal,2005-2006,464
India,2005-2006,384
Andhra Pradesh,2006-2007,463
Chhattisgarh,2006-2007,296
Karnataka,2006-2007,298
Kerala,2006-2007,825
Madhya Pradesh,2006-2007,-
Maharashtra,2006-2007,455
Tamil Nadu,2006-2007,930
West Bengal,2006-2007,458
India,2006-2007,404
Andhra Pradesh,2007-2008,488
Chhattisgarh,2007-2008,316
Karnataka,2007-2008,520
Kerala,2007-2008,825
Madhya Pradesh,2007-2008,-
Maharashtra,2007-2008,579
Tamil Nadu,2007-2008,762
West Bengal,2007-2008,500
India,2007-2008,547
Andhra Pradesh,2008-2009,412
Chhattisgarh,2008-2009,292
Karnataka,2008-2009,385
Kerala,2008-2009,833
Maharashtra,2008-2009,571
Tamil Nadu,2008-2009,509
West Bengal,2008-2009,474
India,2008-2009,422
Andhra Pradesh,2009-2010,590
Chhattisgarh,2009-2010,273
Karnataka,2009-2010,487
Kerala,2009-2010,833
Maharashtra,2009-2010,556
Tamil Nadu,2009-2010,545
West Bengal,2009-2010,483
India,2009-2010,523
Andhra Pradesh,2010-2011,413
Chhattisgarh,2010-2011,263
Karnataka,2010-2011,624
Madhya Pradesh,2010-2011,310
Maharashtra,2010-2011,400
Odisha,2010-2011,1050
Tamil Nadu,2010-2011,408
Telangana,2010-2011,465
West Bengal,2010-2011,500
India,2010-2011,542
Andhra Pradesh,2011-2012,478
Chhattisgarh,2011-2012,500
Karnataka,2011-2012,500
Madhya Pradesh,2011-2012,500
Maharashtra,2011-2012,355
Odisha,2011-2012,333
Tamil Nadu,2011-2012,540
Telangana,2011-2012,-
India,2011-2012,491
Andhra Pradesh,2012-2013,586
Chhattisgarh,2012-2013,294
Karnataka,2012-2013,380
Madhya Pradesh,2012-2013,500
Maharashtra,2012-2013,323
Odisha,2012-2013,-
Tamil Nadu,2012-2013,398
Telangana,2012-2013,645
West Bengal,2012-2013,520
India,2012-2013,406
Andhra Pradesh,2013-2014,524
Chhattisgarh,2013-2014,229
Karnataka,2013-2014,573
Kerala,2013-2014,4086
Odisha,2013-2014,333
Tamil Nadu,2013-2014,644
Telangana,2013-2014,526
West Bengal,2013-2014,500
India,2013-2014,586
Andhra Pradesh,2014-2015,440
Chhattisgarh,2014-2015,378
Karnataka,2014-2015,488
Maharashtra,2014-2015,284
Odisha,2014-2015,333
Tamil Nadu,2014-2015,739
Telangana,2014-2015,500
West Bengal,2014-2015,500
India,2014-2015,550
Andhra Pradesh,2015-2016,545
Chhattisgarh,2015-2016,279
Karnataka,2015-2016,482
Tamil Nadu,2015-2016,589
Telangana,2015-2016,500
West Bengal,2015-2016,500
India,2015-2016,518
Andhra Pradesh,2016-2017,545
Chhattisgarh,2016-2017,286
Karnataka,2016-2017,57
Madhya Pradesh,2016-2017,531
Odisha,2016-2017,500
Tamil Nadu,2016-2017,321
Telangana,2016-2017,1000
West Bengal,2016-2017,500
India,2016-2017,195
Andhra Pradesh,2017-2018,682
Chhattisgarh,2017-2018,291
Karnataka,2017-2018,627
Odisha,2017-2018,378
Tamil Nadu,2017-2018,790
Telangana,2017-2018,-
West Bengal,2017-2018,519
India,2017-2018,664
Andhra Pradesh,2018-2019,452
Chhattisgarh,2018-2019,296
Karnataka,2018-2019,116
Odisha,2018-2019,250
Tamil Nadu,2018-2019,690
Telangana,2018-2019,1000
West Bengal,2018-2019,496
India,2018-2019,370
Andhra Pradesh,2019-2020,567
Chhattisgarh,2019-2020,321
Karnataka,2019-2020,694
Odisha,2019-2020,500
Tamil Nadu,2019-2020,779
Telangana,2019-2020,1000
West Bengal,2019-2020,528
India,2019-2020,706
Andhra Pradesh,2020-2021,565
Chhattisgarh,2020-2021,400
Karnataka,2020-2021,653
Odisha,2020-2021,200
Tamil Nadu,2020-2021,749
Telangana,2020-2021,1000
West Bengal,2020-2021,530
India,2020-2021,678
