State,Year,Value
Tamil Nadu,1985-1986,387
India,1985-1986,290
Andhra Pradesh,1986-1987,330
Bihar,1986-1987,527
Himachal Pradesh,1986-1987,167
Jammu & Kashmir,1986-1987,276
Karnataka,1986-1987,375
Madhya Pradesh,1986-1987,257
Maharashtra,1986-1987,289
Odisha,1986-1987,459
Tamil Nadu,1986-1987,429
India,1986-1987,347
Andhra Pradesh,1987-1988,248
Bihar,1987-1988,399
Himachal Pradesh,1987-1988,77
Jammu & Kashmir,1987-1988,-
Karnataka,1987-1988,384
Madhya Pradesh,1987-1988,229
Maharashtra,1987-1988,244
Odisha,1987-1988,423
Tamil Nadu,1987-1988,438
India,1987-1988,325
Andhra Pradesh,1988-1989,204
Bihar,1988-1989,448
Himachal Pradesh,1988-1989,83
Karnataka,1988-1989,222
Madhya Pradesh,1988-1989,291
Maharashtra,1988-1989,341
Tamil Nadu,1988-1989,447
India,1988-1989,308
Andhra Pradesh,1989-1990,384
Bihar,1989-1990,458
Himachal Pradesh,1989-1990,200
Jammu & Kashmir,1989-1990,320
Karnataka,1989-1990,350
Madhya Pradesh,1989-1990,286
Maharashtra,1989-1990,375
Odisha,1989-1990,606
Tamil Nadu,1989-1990,452
India,1989-1990,373
Andhra Pradesh,1990-1991,420
Bihar,1990-1991,537
Himachal Pradesh,1990-1991,220
Jammu & Kashmir,1990-1991,320
Karnataka,1990-1991,374
Madhya Pradesh,1990-1991,296
Maharashtra,1990-1991,356
Odisha,1990-1991,584
Tamil Nadu,1990-1991,412
India,1990-1991,379
Andhra Pradesh,1991-1992,502
Bihar,1991-1992,515
Himachal Pradesh,1991-1992,324
Jammu & Kashmir,1991-1992,296
Karnataka,1991-1992,480
Madhya Pradesh,1991-1992,253
Maharashtra,1991-1992,196
Odisha,1991-1992,518
Tamil Nadu,1991-1992,396
India,1991-1992,363
Andhra Pradesh,1992-1993,417
Bihar,1992-1993,436
Himachal Pradesh,1992-1993,353
Jammu & Kashmir,1992-1993,278
Karnataka,1992-1993,498
Madhya Pradesh,1992-1993,286
Maharashtra,1992-1993,361
Odisha,1992-1993,279
Tamil Nadu,1992-1993,464
India,1992-1993,394
Andhra Pradesh,1993-1994,332
Bihar,1993-1994,381
Himachal Pradesh,1993-1994,265
Jammu & Kashmir,1993-1994,304
Karnataka,1993-1994,497
Madhya Pradesh,1993-1994,302
Maharashtra,1993-1994,434
Odisha,1993-1994,426
India,1993-1994,418
Andhra Pradesh,1994-1995,256
Bihar,1994-1995,466
Himachal Pradesh,1994-1995,324
Jammu & Kashmir,1994-1995,280
Karnataka,1994-1995,498
Madhya Pradesh,1994-1995,301
Maharashtra,1994-1995,331
Odisha,1994-1995,352
Tamil Nadu,1994-1995,464
India,1994-1995,388
Andhra Pradesh,1995-1996,372
Bihar,1995-1996,455
Gujarat,1995-1996,147
Himachal Pradesh,1995-1996,300
Jammu & Kashmir,1995-1996,308
Karnataka,1995-1996,512
Madhya Pradesh,1995-1996,303
Maharashtra,1995-1996,338
Odisha,1995-1996,358
Tamil Nadu,1995-1996,319
India,1995-1996,373
Andhra Pradesh,1996-1997,381
Bihar,1996-1997,538
Himachal Pradesh,1996-1997,321
Jammu & Kashmir,1996-1997,310
Karnataka,1996-1997,513
Madhya Pradesh,1996-1997,302
Maharashtra,1996-1997,346
Odisha,1996-1997,214
Tamil Nadu,1996-1997,386
India,1996-1997,386
Andhra Pradesh,1997-1998,350
Bihar,1997-1998,584
Himachal Pradesh,1997-1998,333
Jammu & Kashmir,1997-1998,320
Karnataka,1997-1998,448
Madhya Pradesh,1997-1998,287
Maharashtra,1997-1998,307
Odisha,1997-1998,286
Tamil Nadu,1997-1998,508
India,1997-1998,378
Andhra Pradesh,1998-1999,421
Bihar,1998-1999,627
Himachal Pradesh,1998-1999,333
Jammu & Kashmir,1998-1999,304
Karnataka,1998-1999,479
Madhya Pradesh,1998-1999,275
Maharashtra,1998-1999,428
Odisha,1998-1999,247
Tamil Nadu,1998-1999,507
India,1998-1999,408
Andhra Pradesh,1999-2000,341
Bihar,1999-2000,810
Himachal Pradesh,1999-2000,357
Jammu & Kashmir,1999-2000,333
Karnataka,1999-2000,445
Madhya Pradesh,1999-2000,275
Maharashtra,1999-2000,327
Odisha,1999-2000,254
Tamil Nadu,1999-2000,440
India,1999-2000,387
Andhra Pradesh,2000-2001,500
Bihar,2000-2001,771
Chhattisgarh,2000-2001,297
Himachal Pradesh,2000-2001,519
Jammu & Kashmir,2000-2001,263
Jharkhand,2000-2001,835
Karnataka,2000-2001,573
Madhya Pradesh,2000-2001,176
Maharashtra,2000-2001,345
Odisha,2000-2001,191
Tamil Nadu,2000-2001,329
India,2000-2001,426
Andhra Pradesh,2001-2002,386
Bihar,2001-2002,804
Chhattisgarh,2001-2002,340
Himachal Pradesh,2001-2002,348
Jammu & Kashmir,2001-2002,316
Jharkhand,2001-2002,573
Karnataka,2001-2002,528
Madhya Pradesh,2001-2002,250
Maharashtra,2001-2002,262
Odisha,2001-2002,308
Tamil Nadu,2001-2002,448
India,2001-2002,412
Andhra Pradesh,2002-2003,400
Bihar,2002-2003,794
Chhattisgarh,2002-2003,240
Himachal Pradesh,2002-2003,192
Jammu & Kashmir,2002-2003,300
Jharkhand,2002-2003,443
Karnataka,2002-2003,391
Madhya Pradesh,2002-2003,237
Maharashtra,2002-2003,236
Odisha,2002-2003,188
Tamil Nadu,2002-2003,337
India,2002-2003,314
Andhra Pradesh,2003-2004,364
Bihar,2003-2004,740
Chhattisgarh,2003-2004,333
Haryana,2003-2004,163
Himachal Pradesh,2003-2004,192
Jammu & Kashmir,2003-2004,357
Jharkhand,2003-2004,335
Karnataka,2003-2004,350
Madhya Pradesh,2003-2004,312
Maharashtra,2003-2004,245
Odisha,2003-2004,282
Tamil Nadu,2003-2004,268
India,2003-2004,324
Andhra Pradesh,2004-2005,505
Bihar,2004-2005,807
Chhattisgarh,2004-2005,298
Himachal Pradesh,2004-2005,292
Jammu & Kashmir,2004-2005,300
Jharkhand,2004-2005,456
Karnataka,2004-2005,514
Madhya Pradesh,2004-2005,265
Maharashtra,2004-2005,334
Odisha,2004-2005,248
Tamil Nadu,2004-2005,306
India,2004-2005,389
Andhra Pradesh,2005-2006,414
Bihar,2005-2006,858
Chhattisgarh,2005-2006,312
Himachal Pradesh,2005-2006,417
Jharkhand,2005-2006,410
Karnataka,2005-2006,584
Madhya Pradesh,2005-2006,285
Maharashtra,2005-2006,320
Odisha,2005-2006,279
Tamil Nadu,2005-2006,610
India,2005-2006,423
Andhra Pradesh,2006-2007,500
Bihar,2006-2007,864
Chhattisgarh,2006-2007,317
Himachal Pradesh,2006-2007,500
Jammu & Kashmir,2006-2007,304
Jharkhand,2006-2007,405
Karnataka,2006-2007,378
Madhya Pradesh,2006-2007,298
Maharashtra,2006-2007,322
Odisha,2006-2007,288
Tamil Nadu,2006-2007,296
India,2006-2007,357
Andhra Pradesh,2007-2008,571
Bihar,2007-2008,894
Chhattisgarh,2007-2008,320
Himachal Pradesh,2007-2008,458
Jammu & Kashmir,2007-2008,316
Jharkhand,2007-2008,405
Karnataka,2007-2008,540
Madhya Pradesh,2007-2008,329
Maharashtra,2007-2008,407
Odisha,2007-2008,292
Tamil Nadu,2007-2008,164
India,2007-2008,410
Andhra Pradesh,2008-2009,500
Bihar,2008-2009,920
Chhattisgarh,2008-2009,315
Haryana,2008-2009,-
Himachal Pradesh,2008-2009,409
Jammu & Kashmir,2008-2009,333
Jharkhand,2008-2009,436
Karnataka,2008-2009,436
Madhya Pradesh,2008-2009,317
Maharashtra,2008-2009,345
Odisha,2008-2009,274
Tamil Nadu,2008-2009,434
India,2008-2009,385
Andhra Pradesh,2009-2010,650
Bihar,2009-2010,962
Chhattisgarh,2009-2010,276
Haryana,2009-2010,-
Himachal Pradesh,2009-2010,285
Jammu & Kashmir,2009-2010,333
Jharkhand,2009-2010,436
Karnataka,2009-2010,487
Madhya Pradesh,2009-2010,303
Maharashtra,2009-2010,300
Odisha,2009-2010,309
Tamil Nadu,2009-2010,301
India,2009-2010,410
Andhra Pradesh,2010-2011,400
Bihar,2010-2011,984
Chhattisgarh,2010-2011,285
Himachal Pradesh,2010-2011,507
Jammu & Kashmir,2010-2011,308
Jharkhand,2010-2011,822
Karnataka,2010-2011,580
Maharashtra,2010-2011,447
Odisha,2010-2011,320
Tamil Nadu,2010-2011,573
Telangana,2010-2011,1000
Uttarakhand,2010-2011,817
India,2010-2011,500
Andhra Pradesh,2011-2012,600
Bihar,2011-2012,951
Chhattisgarh,2011-2012,296
Himachal Pradesh,2011-2012,545
Jammu & Kashmir,2011-2012,164
Jharkhand,2011-2012,606
Karnataka,2011-2012,530
Madhya Pradesh,2011-2012,244
Odisha,2011-2012,242
Tamil Nadu,2011-2012,537
Telangana,2011-2012,-
Uttarakhand,2011-2012,833
India,2011-2012,441
Andhra Pradesh,2012-2013,719
Bihar,2012-2013,968
Chhattisgarh,2012-2013,313
Haryana,2012-2013,286
Himachal Pradesh,2012-2013,430
Jammu & Kashmir,2012-2013,175
Jharkhand,2012-2013,590
Karnataka,2012-2013,406
Madhya Pradesh,2012-2013,304
Odisha,2012-2013,362
Tamil Nadu,2012-2013,403
Telangana,2012-2013,-
Uttarakhand,2012-2013,806
India,2012-2013,427
Andhra Pradesh,2013-2014,557
Bihar,2013-2014,951
Chhattisgarh,2013-2014,310
Himachal Pradesh,2013-2014,417
Jammu & Kashmir,2013-2014,339
Jharkhand,2013-2014,609
Karnataka,2013-2014,467
Madhya Pradesh,2013-2014,496
Odisha,2013-2014,358
Tamil Nadu,2013-2014,623
Telangana,2013-2014,-
Uttarakhand,2013-2014,788
India,2013-2014,480
Andhra Pradesh,2014-2015,455
Bihar,2014-2015,957
Chhattisgarh,2014-2015,316
Haryana,2014-2015,500
Himachal Pradesh,2014-2015,429
Jammu & Kashmir,2014-2015,167
Jharkhand,2014-2015,691
Karnataka,2014-2015,466
Madhya Pradesh,2014-2015,400
Odisha,2014-2015,344
Tamil Nadu,2014-2015,760
Uttarakhand,2014-2015,810
India,2014-2015,491
Andhra Pradesh,2015-2016,286
Bihar,2015-2016,926
Chhattisgarh,2015-2016,345
Haryana,2015-2016,667
Jharkhand,2015-2016,710
Karnataka,2015-2016,463
Madhya Pradesh,2015-2016,357
Odisha,2015-2016,283
Tamil Nadu,2015-2016,377
Uttarakhand,2015-2016,869
India,2015-2016,444
Andhra Pradesh,2016-2017,0
Bihar,2016-2017,919
Chhattisgarh,2016-2017,384
Haryana,2016-2017,700
Himachal Pradesh,2016-2017,400
Jammu & Kashmir,2016-2017,351
Jharkhand,2016-2017,780
Karnataka,2016-2017,306
Madhya Pradesh,2016-2017,429
Odisha,2016-2017,436
Tamil Nadu,2016-2017,312
Uttarakhand,2016-2017,846
India,2016-2017,492
Andhra Pradesh,2017-2018,412
Bihar,2017-2018,929
Chhattisgarh,2017-2018,391
Haryana,2017-2018,500
Himachal Pradesh,2017-2018,581
Jammu & Kashmir,2017-2018,425
Jharkhand,2017-2018,627
Karnataka,2017-2018,702
Madhya Pradesh,2017-2018,429
Odisha,2017-2018,412
Tamil Nadu,2017-2018,720
Uttarakhand,2017-2018,857
India,2017-2018,567
Andhra Pradesh,2018-2019,175
Bihar,2018-2019,904
Chhattisgarh,2018-2019,384
Haryana,2018-2019,600
Himachal Pradesh,2018-2019,580
Jammu & Kashmir,2018-2019,431
Jharkhand,2018-2019,662
Karnataka,2018-2019,421
Madhya Pradesh,2018-2019,500
Odisha,2018-2019,368
Tamil Nadu,2018-2019,713
Uttarakhand,2018-2019,923
India,2018-2019,423
Andhra Pradesh,2019-2020,464
Bihar,2019-2020,923
Chhattisgarh,2019-2020,395
Haryana,2019-2020,138
Himachal Pradesh,2019-2020,626
Jammu & Kashmir,2019-2020,349
Jharkhand,2019-2020,682
Karnataka,2019-2020,798
Madhya Pradesh,2019-2020,-
Odisha,2019-2020,396
Tamil Nadu,2019-2020,697
Uttarakhand,2019-2020,1000
India,2019-2020,611
Andhra Pradesh,2020-2021,333
Bihar,2020-2021,918
Chhattisgarh,2020-2021,422
Haryana,2020-2021,597
Himachal Pradesh,2020-2021,513
Jammu & Kashmir,2020-2021,338
Jharkhand,2020-2021,702
Karnataka,2020-2021,660
Kerala,2020-2021,-
Madhya Pradesh,2020-2021,135
Odisha,2020-2021,399
Tamil Nadu,2020-2021,682
Telangana,2020-2021,2000
Uttarakhand,2020-2021,1000
India,2020-2021,613
